domain,task,model,rep_a,rep_b,n_pairs,n12_a_right_b_wrong,n21_a_wrong_b_right,mcnemar_p,p_fdr_bh
weapon,binary_0,gemini_25_pro,hybrid_gpt,hybrid_manual_gpt,141,20,12,0.21532714972272515,0.6644169928088197
weapon,binary_0,gemini_25_pro,hybrid_gpt,manual_fe,141,13,12,1.0,1.0
weapon,binary_0,gemini_25_pro,hybrid_manual_gpt,manual_fe,141,8,15,0.21003961563110352,0.656760834008737
weapon,binary_0,gemini_3_flash,facts,fe_gpt_schema,141,80,7,8.255809114227991e-17,2.4794946706398066e-14
weapon,binary_0,gemini_3_flash,facts,fe_manual_format,141,6,9,0.6072387695312499,0.9998900758119547
weapon,binary_0,gemini_3_flash,facts,gpt_free,141,3,6,0.5078125,0.9206017354124748
weapon,binary_0,gemini_3_flash,facts,gpt_law,141,8,3,0.2265625,0.6736161957346267
weapon,binary_0,gemini_3_flash,facts,gpt_manual_features,141,8,15,0.21003961563110352,0.656760834008737
weapon,binary_0,gemini_3_flash,facts,hybrid_full_gpt,141,7,7,1.0,1.0
weapon,binary_0,gemini_3_flash,facts,hybrid_gpt,141,5,9,0.4239501953125,0.8650338374651395
weapon,binary_0,gemini_3_flash,facts,hybrid_manual_gpt,141,6,7,1.0,1.0
weapon,binary_0,gemini_3_flash,facts,manual_fe,141,9,11,0.8238029479980469,1.0
weapon,binary_0,gemini_3_flash,fe_gpt_schema,fe_manual_format,141,3,79,3.803541892641332e-20,6.85398249053968e-17
weapon,binary_0,gemini_3_flash,fe_gpt_schema,gpt_free,141,8,84,4.14424800534892e-17,1.4935869811277508e-14
weapon,binary_0,gemini_3_flash,fe_gpt_schema,gpt_law,141,7,75,1.7292396771428031e-15,3.895112372764164e-13
weapon,binary_0,gemini_3_flash,fe_gpt_schema,gpt_manual_features,141,8,88,3.673235528056121e-18,1.6547926053892825e-15
weapon,binary_0,gemini_3_flash,fe_gpt_schema,hybrid_full_gpt,141,11,84,4.51844580634533e-15,9.046932603371428e-13
weapon,binary_0,gemini_3_flash,fe_gpt_schema,hybrid_gpt,141,5,82,5.077541690652894e-19,4.574865063278258e-16
weapon,binary_0,gemini_3_flash,fe_gpt_schema,hybrid_manual_gpt,141,5,79,3.40181873302281e-18,1.6547926053892825e-15
weapon,binary_0,gemini_3_flash,fe_gpt_schema,manual_fe,141,9,84,2.1688614442545304e-16,5.58326903220952e-14
weapon,binary_0,gemini_3_flash,fe_manual_format,gpt_free,141,10,10,1.0,1.0
weapon,binary_0,gemini_3_flash,fe_manual_format,gpt_law,141,12,4,0.076812744140625,0.420719042375095
weapon,binary_0,gemini_3_flash,fe_manual_format,gpt_manual_features,141,11,15,0.557197093963623,0.9599131580520542
weapon,binary_0,gemini_3_flash,fe_manual_format,hybrid_full_gpt,141,12,9,0.6636238098144531,1.0
weapon,binary_0,gemini_3_flash,fe_manual_format,hybrid_gpt,141,7,8,1.0,1.0
weapon,binary_0,gemini_3_flash,fe_manual_format,hybrid_manual_gpt,141,10,8,0.8145294189453125,1.0
weapon,binary_0,gemini_3_flash,fe_manual_format,manual_fe,141,13,12,1.0,1.0
weapon,binary_0,gemini_3_flash,gpt_free,gpt_law,141,10,2,0.03857421875,0.3248165522780374
weapon,binary_0,gemini_3_flash,gpt_free,gpt_manual_features,141,10,14,0.5412561893463135,0.9537013319672131
weapon,binary_0,gemini_3_flash,gpt_free,hybrid_full_gpt,141,10,7,0.629058837890625,1.0
weapon,binary_0,gemini_3_flash,gpt_free,hybrid_gpt,141,6,7,1.0,1.0
weapon,binary_0,gemini_3_flash,gpt_free,hybrid_manual_gpt,141,8,6,0.79052734375,1.0
weapon,binary_0,gemini_3_flash,gpt_free,manual_fe,141,10,9,1.0,1.0
weapon,binary_0,gemini_3_flash,gpt_law,gpt_manual_features,141,8,20,0.03569813817739487,0.30632402378888357
weapon,binary_0,gemini_3_flash,gpt_law,hybrid_full_gpt,141,8,13,0.38331031799316406,0.8228821591578327
weapon,binary_0,gemini_3_flash,gpt_law,hybrid_gpt,141,2,11,0.0224609375,0.24236293038922155
weapon,binary_0,gemini_3_flash,gpt_law,hybrid_manual_gpt,141,7,13,0.26317596435546875,0.7003962701459333
weapon,binary_0,gemini_3_flash,gpt_law,manual_fe,141,9,16,0.2295229434967041,0.6736161957346267
weapon,binary_0,gemini_3_flash,gpt_manual_features,hybrid_full_gpt,141,16,9,0.2295229434967041,0.6736161957346267
weapon,binary_0,gemini_3_flash,gpt_manual_features,hybrid_gpt,141,14,11,0.6900379657745361,1.0
weapon,binary_0,gemini_3_flash,gpt_manual_features,hybrid_manual_gpt,141,14,8,0.28627872467041016,0.7174801997245179
weapon,binary_0,gemini_3_flash,gpt_manual_features,manual_fe,141,10,5,0.30175781249999994,0.7334179177463186
weapon,binary_0,gemini_3_flash,hybrid_full_gpt,hybrid_gpt,141,8,12,0.5034446716308594,0.9206017354124748
weapon,binary_0,gemini_3_flash,hybrid_full_gpt,hybrid_manual_gpt,141,10,11,1.0,1.0
weapon,binary_0,gemini_3_flash,hybrid_full_gpt,manual_fe,141,9,11,0.8238029479980469,1.0
weapon,binary_0,gemini_3_flash,hybrid_gpt,hybrid_manual_gpt,141,10,7,0.629058837890625,1.0
weapon,binary_0,gemini_3_flash,hybrid_gpt,manual_fe,141,11,9,0.8238029479980469,1.0
weapon,binary_0,gemini_3_flash,hybrid_manual_gpt,manual_fe,141,7,8,1.0,1.0
weapon,binary_0,gemma3_27b,facts,fe_gpt_schema,141,34,7,2.532080361561384e-05,0.0012331915706847605
weapon,binary_0,gemma3_27b,facts,fe_manual_format,141,22,23,1.0,1.0
weapon,binary_0,gemma3_27b,facts,gpt_free,141,18,8,0.07551869750022888,0.42001448424510013
weapon,binary_0,gemma3_27b,facts,gpt_law,141,28,5,6.618769839406013e-05,0.0029090300611243017
weapon,binary_0,gemma3_27b,facts,gpt_manual_features,141,21,25,0.6587380770236564,1.0
weapon,binary_0,gemma3_27b,facts,hybrid_full_gpt,141,23,12,0.08953107893466952,0.46227794911253434
weapon,binary_0,gemma3_27b,facts,hybrid_gpt,141,23,7,0.005222879350185395,0.08328874857552285
weapon,binary_0,gemma3_27b,facts,hybrid_manual_gpt,141,21,9,0.042773945257067694,0.3319149859408115
weapon,binary_0,gemma3_27b,facts,manual_fe,141,24,11,0.040959591511636986,0.3314836290147569
weapon,binary_0,gemma3_27b,fe_gpt_schema,fe_manual_format,141,17,45,0.0004970915863810334,0.014929317310977038
weapon,binary_0,gemma3_27b,fe_gpt_schema,gpt_free,141,13,30,0.0137181850586785,0.1704839274188873
weapon,binary_0,gemma3_27b,fe_gpt_schema,gpt_law,141,18,22,0.6358280026288412,1.0
weapon,binary_0,gemma3_27b,fe_gpt_schema,gpt_manual_features,141,13,44,4.7104376093953786e-05,0.0022337390979290717
weapon,binary_0,gemma3_27b,fe_gpt_schema,hybrid_full_gpt,141,5,21,0.002493917942047119,0.04988418047886498
weapon,binary_0,gemma3_27b,fe_gpt_schema,hybrid_gpt,141,10,21,0.07075554598122835,0.4060557129241194
weapon,binary_0,gemma3_27b,fe_gpt_schema,hybrid_manual_gpt,141,12,27,0.023702702470473014,0.24695124820044095
weapon,binary_0,gemma3_27b,fe_gpt_schema,manual_fe,141,12,26,0.03355243967962451,0.30632402378888357
weapon,binary_0,gemma3_27b,fe_manual_format,gpt_free,141,30,19,0.15240777196147803,0.5697900520219572
weapon,binary_0,gemma3_27b,fe_manual_format,gpt_law,141,42,18,0.002670436282807066,0.05065395980650877
weapon,binary_0,gemma3_27b,fe_manual_format,gpt_manual_features,141,9,12,0.6636238098144531,1.0
weapon,binary_0,gemma3_27b,fe_manual_format,hybrid_full_gpt,141,30,18,0.11140289106101878,0.5147384863896304
weapon,binary_0,gemma3_27b,fe_manual_format,hybrid_gpt,141,37,20,0.03314396778750544,0.30632402378888357
weapon,binary_0,gemma3_27b,fe_manual_format,hybrid_manual_gpt,141,31,18,0.08543313315739454,0.46058566877044893
weapon,binary_0,gemma3_27b,fe_manual_format,manual_fe,141,34,20,0.0759047294891014,0.420719042375095
weapon,binary_0,gemma3_27b,gpt_free,gpt_law,141,19,6,0.01463329792022705,0.17817028954222397
weapon,binary_0,gemma3_27b,gpt_free,gpt_manual_features,141,17,31,0.05946337525377034,0.39170862749169433
weapon,binary_0,gemma3_27b,gpt_free,hybrid_full_gpt,141,20,19,1.0,1.0
weapon,binary_0,gemma3_27b,gpt_free,hybrid_gpt,141,18,12,0.36159460805356514,0.8014679996464015
weapon,binary_0,gemma3_27b,gpt_free,hybrid_manual_gpt,141,19,17,0.8679394004284404,1.0
weapon,binary_0,gemma3_27b,gpt_free,manual_fe,141,19,16,0.735878800856881,1.0
weapon,binary_0,gemma3_27b,gpt_law,gpt_manual_features,141,18,45,0.0008980471786680215,0.024153447999399624
weapon,binary_0,gemma3_27b,gpt_law,hybrid_full_gpt,141,16,28,0.09614175442061423,0.4725912274973126
weapon,binary_0,gemma3_27b,gpt_law,hybrid_gpt,141,7,14,0.18924713134765625,0.6223053479716726
weapon,binary_0,gemma3_27b,gpt_law,hybrid_manual_gpt,141,15,26,0.11727520595741225,0.5300837916063975
weapon,binary_0,gemma3_27b,gpt_law,manual_fe,141,12,22,0.12144948495551944,0.5300837916063975
weapon,binary_0,gemma3_27b,gpt_manual_features,hybrid_full_gpt,141,30,15,0.035697803555194696,0.30632402378888357
weapon,binary_0,gemma3_27b,gpt_manual_features,hybrid_gpt,141,40,20,0.01348929373119186,0.1704839274188873
weapon,binary_0,gemma3_27b,gpt_manual_features,hybrid_manual_gpt,141,31,15,0.02589608179323477,0.2606968681084305
weapon,binary_0,gemma3_27b,gpt_manual_features,manual_fe,141,35,18,0.027008317653722358,0.26888943874037396
weapon,binary_0,gemma3_27b,hybrid_full_gpt,hybrid_gpt,141,24,19,0.542384011856484,0.9537013319672131
weapon,binary_0,gemma3_27b,hybrid_full_gpt,hybrid_manual_gpt,141,19,18,1.0,1.0
weapon,binary_0,gemma3_27b,hybrid_full_gpt,manual_fe,141,21,19,0.8746293123804207,1.0
weapon,binary_0,gemma3_27b,hybrid_gpt,hybrid_manual_gpt,141,19,23,0.6439689563703723,1.0
weapon,binary_0,gemma3_27b,hybrid_gpt,manual_fe,141,17,20,0.7428293587290682,1.0
weapon,binary_0,gemma3_27b,hybrid_manual_gpt,manual_fe,141,10,9,1.0,1.0
weapon,binary_0,gpt4,facts,fe_gpt_schema,141,14,8,0.28627872467041016,0.7174801997245179
weapon,binary_0,gpt4,facts,fe_manual_format,141,8,10,0.8145294189453125,1.0
weapon,binary_0,gpt4,facts,fe_my_gpt_extracted,141,7,6,1.0,1.0
weapon,binary_0,gpt4,facts,gpt_free,141,10,8,0.8145294189453125,1.0
weapon,binary_0,gpt4,facts,gpt_law,141,18,2,0.0004024505615234375,0.012723086173074287
weapon,binary_0,gpt4,facts,gpt_manual_features,141,13,8,0.38331031799316406,0.8228821591578327
weapon,binary_0,gpt4,facts,hybrid_full_gpt,141,17,8,0.10775214433670044,0.5074179598273836
weapon,binary_0,gpt4,facts,hybrid_gpt,141,9,4,0.266845703125,0.7003962701459333
weapon,binary_0,gpt4,facts,hybrid_manual_gpt,141,5,10,0.30175781249999994,0.7334179177463186
weapon,binary_0,gpt4,facts,manual_fe,141,9,7,0.803619384765625,1.0
weapon,binary_0,gpt4,fe_gpt_schema,fe_manual_format,141,10,18,0.1849333420395851,0.6223053479716726
weapon,binary_0,gpt4,fe_gpt_schema,fe_my_gpt_extracted,141,8,13,0.38331031799316406,0.8228821591578327
weapon,binary_0,gpt4,fe_gpt_schema,gpt_free,141,14,18,0.5966148958541453,0.998280828405102
weapon,binary_0,gpt4,fe_gpt_schema,gpt_law,141,21,11,0.11018416518345475,0.5130539164356214
weapon,binary_0,gpt4,fe_gpt_schema,gpt_manual_features,141,13,14,1.0,1.0
weapon,binary_0,gpt4,fe_gpt_schema,hybrid_full_gpt,141,11,8,0.6476058959960938,1.0
weapon,binary_0,gpt4,fe_gpt_schema,hybrid_gpt,141,10,11,1.0,1.0
weapon,binary_0,gpt4,fe_gpt_schema,hybrid_manual_gpt,141,7,18,0.043285250663757324,0.3319149859408115
weapon,binary_0,gpt4,fe_gpt_schema,manual_fe,141,11,15,0.557197093963623,0.9599131580520542
weapon,binary_0,gpt4,fe_manual_format,fe_my_gpt_extracted,141,11,8,0.6476058959960938,1.0
weapon,binary_0,gpt4,fe_manual_format,gpt_free,141,16,12,0.5715881884098053,0.9744578197866312
weapon,binary_0,gpt4,fe_manual_format,gpt_law,141,24,6,0.0014309063553810122,0.03484450341076465
weapon,binary_0,gpt4,fe_manual_format,gpt_manual_features,141,16,9,0.2295229434967041,0.6736161957346267
weapon,binary_0,gpt4,fe_manual_format,hybrid_full_gpt,141,20,9,0.06142834573984146,0.39170862749169433
weapon,binary_0,gpt4,fe_manual_format,hybrid_gpt,141,15,8,0.21003961563110352,0.656760834008737
weapon,binary_0,gpt4,fe_manual_format,hybrid_manual_gpt,141,9,12,0.6636238098144531,1.0
weapon,binary_0,gpt4,fe_manual_format,manual_fe,141,8,4,0.3876953125,0.8228821591578327
weapon,binary_0,gpt4,fe_my_gpt_extracted,gpt_free,141,11,10,1.0,1.0
weapon,binary_0,gpt4,fe_my_gpt_extracted,gpt_law,141,19,4,0.002599477767944336,0.04988418047886498
weapon,binary_0,gpt4,fe_my_gpt_extracted,gpt_manual_features,141,9,5,0.4239501953125,0.8650338374651395
weapon,binary_0,gpt4,fe_my_gpt_extracted,hybrid_full_gpt,141,17,9,0.16863754391670227,0.593525105738081
weapon,binary_0,gpt4,fe_my_gpt_extracted,hybrid_gpt,141,12,8,0.5034446716308594,0.9206017354124748
weapon,binary_0,gpt4,fe_my_gpt_extracted,hybrid_manual_gpt,141,8,14,0.28627872467041016,0.7174801997245179
weapon,binary_0,gpt4,fe_my_gpt_extracted,manual_fe,141,10,9,1.0,1.0
weapon,binary_0,gpt4,gpt_free,gpt_law,141,17,3,0.0025768280029296875,0.04988418047886498
weapon,binary_0,gpt4,gpt_free,gpt_manual_features,141,17,14,0.720100131817162,1.0
weapon,binary_0,gpt4,gpt_free,hybrid_full_gpt,141,19,12,0.28104151505976915,0.7174801997245179
weapon,binary_0,gpt4,gpt_free,hybrid_gpt,141,14,11,0.6900379657745361,1.0
weapon,binary_0,gpt4,gpt_free,hybrid_manual_gpt,141,9,16,0.2295229434967041,0.6736161957346267
weapon,binary_0,gpt4,gpt_free,manual_fe,141,12,12,1.0,1.0
weapon,binary_0,gpt4,gpt_law,gpt_manual_features,141,9,20,0.06142834573984146,0.39170862749169433
weapon,binary_0,gpt4,gpt_law,hybrid_full_gpt,141,7,14,0.18924713134765625,0.6223053479716726
weapon,binary_0,gpt4,gpt_law,hybrid_gpt,141,6,17,0.03468966484069824,0.30632402378888357
weapon,binary_0,gpt4,gpt_law,hybrid_manual_gpt,141,5,26,0.00019219517707824707,0.007368844874361728
weapon,binary_0,gpt4,gpt_law,manual_fe,141,6,20,0.009355306625366211,0.1317051760852337
weapon,binary_0,gpt4,gpt_manual_features,hybrid_full_gpt,141,17,13,0.5846647117286922,0.9846409444253302
weapon,binary_0,gpt4,gpt_manual_features,hybrid_gpt,141,12,12,1.0,1.0
weapon,binary_0,gpt4,gpt_manual_features,hybrid_manual_gpt,141,9,19,0.08715855330228806,0.46058566877044893
weapon,binary_0,gpt4,gpt_manual_features,manual_fe,141,8,11,0.6476058959960938,1.0
weapon,binary_0,gpt4,hybrid_full_gpt,hybrid_gpt,141,10,14,0.5412561893463135,0.9537013319672131
weapon,binary_0,gpt4,hybrid_full_gpt,hybrid_manual_gpt,141,6,20,0.009355306625366211,0.1317051760852337
weapon,binary_0,gpt4,hybrid_full_gpt,manual_fe,141,10,17,0.24778856337070465,0.6944245586220992
weapon,binary_0,gpt4,hybrid_gpt,hybrid_manual_gpt,141,3,13,0.021270751953125,0.23230239405776515
weapon,binary_0,gpt4,hybrid_gpt,manual_fe,141,10,13,0.6776394844055176,1.0
weapon,binary_0,gpt4,hybrid_manual_gpt,manual_fe,141,14,7,0.18924713134765625,0.6223053479716726
weapon,binary_0,gpt51_thinking,facts,fe_gpt_schema,141,15,5,0.04138946533203125,0.3314836290147569
weapon,binary_0,gpt51_thinking,facts,fe_manual_format,141,7,15,0.13380050659179688,0.5530011763266467
weapon,binary_0,gpt51_thinking,facts,gpt_free,141,10,8,0.8145294189453125,1.0
weapon,binary_0,gpt51_thinking,facts,gpt_law,141,10,8,0.8145294189453125,1.0
weapon,binary_0,gpt51_thinking,facts,gpt_manual_features,141,12,15,0.7011080384254456,1.0
weapon,binary_0,gpt51_thinking,facts,hybrid_full_gpt,141,12,6,0.237884521484375,0.68586865234375
weapon,binary_0,gpt51_thinking,facts,hybrid_gpt,141,7,9,0.803619384765625,1.0
weapon,binary_0,gpt51_thinking,facts,hybrid_manual_gpt,141,5,10,0.30175781249999994,0.7334179177463186
weapon,binary_0,gpt51_thinking,facts,manual_fe,141,7,10,0.629058837890625,1.0
weapon,binary_0,gpt51_thinking,fe_gpt_schema,fe_manual_format,141,6,24,0.0014309063553810122,0.03484450341076465
weapon,binary_0,gpt51_thinking,fe_gpt_schema,gpt_free,141,8,16,0.15158963203430176,0.5690927435954412
weapon,binary_0,gpt51_thinking,fe_gpt_schema,gpt_law,141,7,15,0.13380050659179688,0.5530011763266467
weapon,binary_0,gpt51_thinking,fe_gpt_schema,gpt_manual_features,141,8,21,0.0241195447742939,0.24695124820044095
weapon,binary_0,gpt51_thinking,fe_gpt_schema,hybrid_full_gpt,141,6,10,0.454498291015625,0.8869833426447995
weapon,binary_0,gpt51_thinking,fe_gpt_schema,hybrid_gpt,141,5,17,0.01690053939819336,0.19397943946206644
weapon,binary_0,gpt51_thinking,fe_gpt_schema,hybrid_manual_gpt,141,4,19,0.002599477767944336,0.04988418047886498
weapon,binary_0,gpt51_thinking,fe_gpt_schema,manual_fe,141,4,17,0.007197380065917969,0.10718742875028248
weapon,binary_0,gpt51_thinking,fe_manual_format,gpt_free,141,19,9,0.08715855330228806,0.46058566877044893
weapon,binary_0,gpt51_thinking,fe_manual_format,gpt_law,141,19,9,0.08715855330228806,0.46058566877044893
weapon,binary_0,gpt51_thinking,fe_manual_format,gpt_manual_features,141,12,7,0.359283447265625,0.8014679996464015
weapon,binary_0,gpt51_thinking,fe_manual_format,hybrid_full_gpt,141,22,8,0.016124801710247997,0.19397943946206644
weapon,binary_0,gpt51_thinking,fe_manual_format,hybrid_gpt,141,14,8,0.28627872467041016,0.7174801997245179
weapon,binary_0,gpt51_thinking,fe_manual_format,hybrid_manual_gpt,141,11,8,0.6476058959960938,1.0
weapon,binary_0,gpt51_thinking,fe_manual_format,manual_fe,141,10,5,0.30175781249999994,0.7334179177463186
weapon,binary_0,gpt51_thinking,gpt_free,gpt_law,141,7,7,1.0,1.0
weapon,binary_0,gpt51_thinking,gpt_free,gpt_manual_features,141,12,17,0.45825831964612007,0.8869833426447995
weapon,binary_0,gpt51_thinking,gpt_free,hybrid_full_gpt,141,14,10,0.5412561893463135,0.9537013319672131
weapon,binary_0,gpt51_thinking,gpt_free,hybrid_gpt,141,8,12,0.5034446716308594,0.9206017354124748
weapon,binary_0,gpt51_thinking,gpt_free,hybrid_manual_gpt,141,7,14,0.18924713134765625,0.6223053479716726
weapon,binary_0,gpt51_thinking,gpt_free,manual_fe,141,8,13,0.38331031799316406,0.8228821591578327
weapon,binary_0,gpt51_thinking,gpt_law,gpt_manual_features,141,8,13,0.38331031799316406,0.8228821591578327
weapon,binary_0,gpt51_thinking,gpt_law,hybrid_full_gpt,141,10,6,0.454498291015625,0.8869833426447995
weapon,binary_0,gpt51_thinking,gpt_law,hybrid_gpt,141,5,9,0.4239501953125,0.8650338374651395
weapon,binary_0,gpt51_thinking,gpt_law,hybrid_manual_gpt,141,7,14,0.18924713134765625,0.6223053479716726
weapon,binary_0,gpt51_thinking,gpt_law,manual_fe,141,8,13,0.38331031799316406,0.8228821591578327
weapon,binary_0,gpt51_thinking,gpt_manual_features,hybrid_full_gpt,141,18,9,0.12207812070846558,0.5300837916063975
weapon,binary_0,gpt51_thinking,gpt_manual_features,hybrid_gpt,141,13,12,1.0,1.0
weapon,binary_0,gpt51_thinking,gpt_manual_features,hybrid_manual_gpt,141,11,13,0.8388197422027588,1.0
weapon,binary_0,gpt51_thinking,gpt_manual_features,manual_fe,141,11,11,1.0,1.0
weapon,binary_0,gpt51_thinking,hybrid_full_gpt,hybrid_gpt,141,3,11,0.057373046875,0.39029337064173997
weapon,binary_0,gpt51_thinking,hybrid_full_gpt,hybrid_manual_gpt,141,4,15,0.0192108154296875,0.21636180877685546
weapon,binary_0,gpt51_thinking,hybrid_full_gpt,manual_fe,141,5,14,0.063568115234375,0.39170862749169433
weapon,binary_0,gpt51_thinking,hybrid_gpt,hybrid_manual_gpt,141,7,10,0.629058837890625,1.0
weapon,binary_0,gpt51_thinking,hybrid_gpt,manual_fe,141,6,7,1.0,1.0
weapon,binary_0,gpt51_thinking,hybrid_manual_gpt,manual_fe,141,7,5,0.7744140625,1.0
weapon,binary_0,gpt52,facts,fe_gpt_schema,141,20,9,0.06142834573984146,0.39170862749169433
weapon,binary_0,gpt52,facts,fe_manual_format,141,16,11,0.44206833839416504,0.8869833426447995
weapon,binary_0,gpt52,facts,fe_my_gpt_extracted,141,11,12,1.0,1.0
weapon,binary_0,gpt52,facts,gpt_free,141,8,9,1.0,1.0
weapon,binary_0,gpt52,facts,gpt_law,141,12,9,0.6636238098144531,1.0
weapon,binary_0,gpt52,facts,gpt_manual_features,141,12,13,1.0,1.0
weapon,binary_0,gpt52,facts,hybrid_full_gpt,141,14,10,0.5412561893463135,0.9537013319672131
weapon,binary_0,gpt52,facts,hybrid_gpt,141,7,7,1.0,1.0
weapon,binary_0,gpt52,facts,hybrid_manual_gpt,141,19,12,0.28104151505976915,0.7174801997245179
weapon,binary_0,gpt52,facts,manual_fe,141,18,11,0.26493089646101,0.7003962701459333
weapon,binary_0,gpt52,fe_gpt_schema,fe_manual_format,141,13,19,0.37708558747544885,0.8228821591578327
weapon,binary_0,gpt52,fe_gpt_schema,fe_my_gpt_extracted,141,11,23,0.05761267291381955,0.39029337064173997
weapon,binary_0,gpt52,fe_gpt_schema,gpt_free,141,12,24,0.06524533522315325,0.39170862749169433
weapon,binary_0,gpt52,fe_gpt_schema,gpt_law,141,16,24,0.26818725105476915,0.7003962701459333
weapon,binary_0,gpt52,fe_gpt_schema,gpt_manual_features,141,10,22,0.050102459732443094,0.36405093724944537
weapon,binary_0,gpt52,fe_gpt_schema,hybrid_full_gpt,141,11,18,0.26493089646101,0.7003962701459333
weapon,binary_0,gpt52,fe_gpt_schema,hybrid_gpt,141,10,21,0.07075554598122835,0.4060557129241194
weapon,binary_0,gpt52,fe_gpt_schema,hybrid_manual_gpt,141,11,15,0.557197093963623,0.9599131580520542
weapon,binary_0,gpt52,fe_gpt_schema,manual_fe,141,10,14,0.5412561893463135,0.9537013319672131
weapon,binary_0,gpt52,fe_manual_format,fe_my_gpt_extracted,141,7,13,0.26317596435546875,0.7003962701459333
weapon,binary_0,gpt52,fe_manual_format,gpt_free,141,11,17,0.34492845088243484,0.7928074853190658
weapon,binary_0,gpt52,fe_manual_format,gpt_law,141,14,16,0.8555355519056321,1.0
weapon,binary_0,gpt52,fe_manual_format,gpt_manual_features,141,6,12,0.237884521484375,0.68586865234375
weapon,binary_0,gpt52,fe_manual_format,hybrid_full_gpt,141,12,13,1.0,1.0
weapon,binary_0,gpt52,fe_manual_format,hybrid_gpt,141,9,14,0.4048728942871094,0.8467147419323148
weapon,binary_0,gpt52,fe_manual_format,hybrid_manual_gpt,141,10,8,0.8145294189453125,1.0
weapon,binary_0,gpt52,fe_manual_format,manual_fe,141,12,10,0.8318119049072266,1.0
weapon,binary_0,gpt52,fe_my_gpt_extracted,gpt_free,141,11,11,1.0,1.0
weapon,binary_0,gpt52,fe_my_gpt_extracted,gpt_law,141,13,9,0.5234670639038086,0.9348737850888633
weapon,binary_0,gpt52,fe_my_gpt_extracted,gpt_manual_features,141,7,7,1.0,1.0
weapon,binary_0,gpt52,fe_my_gpt_extracted,hybrid_full_gpt,141,13,8,0.38331031799316406,0.8228821591578327
weapon,binary_0,gpt52,fe_my_gpt_extracted,hybrid_gpt,141,10,9,1.0,1.0
weapon,binary_0,gpt52,fe_my_gpt_extracted,hybrid_manual_gpt,141,17,9,0.16863754391670227,0.593525105738081
weapon,binary_0,gpt52,fe_my_gpt_extracted,manual_fe,141,17,9,0.16863754391670227,0.593525105738081
weapon,binary_0,gpt52,gpt_free,gpt_law,141,9,5,0.4239501953125,0.8650338374651395
weapon,binary_0,gpt52,gpt_free,gpt_manual_features,141,12,12,1.0,1.0
weapon,binary_0,gpt52,gpt_free,hybrid_full_gpt,141,13,8,0.38331031799316406,0.8228821591578327
weapon,binary_0,gpt52,gpt_free,hybrid_gpt,141,9,8,1.0,1.0
weapon,binary_0,gpt52,gpt_free,hybrid_manual_gpt,141,21,13,0.22948101302608848,0.6736161957346267
weapon,binary_0,gpt52,gpt_free,manual_fe,141,21,13,0.22948101302608848,0.6736161957346267
weapon,binary_0,gpt52,gpt_law,gpt_manual_features,141,11,15,0.557197093963623,0.9599131580520542
weapon,binary_0,gpt52,gpt_law,hybrid_full_gpt,141,13,12,1.0,1.0
weapon,binary_0,gpt52,gpt_law,hybrid_gpt,141,8,11,0.6476058959960938,1.0
weapon,binary_0,gpt52,gpt_law,hybrid_manual_gpt,141,20,16,0.617719317029696,1.0
weapon,binary_0,gpt52,gpt_law,manual_fe,141,20,16,0.617719317029696,1.0
weapon,binary_0,gpt52,gpt_manual_features,hybrid_full_gpt,141,13,8,0.38331031799316406,0.8228821591578327
weapon,binary_0,gpt52,gpt_manual_features,hybrid_gpt,141,11,10,1.0,1.0
weapon,binary_0,gpt52,gpt_manual_features,hybrid_manual_gpt,141,15,7,0.13380050659179688,0.5530011763266467
weapon,binary_0,gpt52,gpt_manual_features,manual_fe,141,16,8,0.15158963203430176,0.5690927435954412
weapon,binary_0,gpt52,hybrid_full_gpt,hybrid_gpt,141,7,11,0.480682373046875,0.9127393427086078
weapon,binary_0,gpt52,hybrid_full_gpt,hybrid_manual_gpt,141,18,15,0.7283324808813632,1.0
weapon,binary_0,gpt52,hybrid_full_gpt,manual_fe,141,19,16,0.735878800856881,1.0
weapon,binary_0,gpt52,hybrid_gpt,hybrid_manual_gpt,141,19,12,0.28104151505976915,0.7174801997245179
weapon,binary_0,gpt52,hybrid_gpt,manual_fe,141,20,13,0.296206368599087,0.728190827033499
weapon,binary_0,gpt52,hybrid_manual_gpt,manual_fe,141,5,5,1.0,1.0
weapon,binary_0,gpt5mini,facts,fe_gpt_schema,141,16,23,0.3367836351899315,0.7881611826133202
weapon,binary_0,gpt5mini,facts,fe_manual_format,141,9,17,0.16863754391670227,0.593525105738081
weapon,binary_0,gpt5mini,facts,fe_my_gpt_extracted,141,12,26,0.03355243967962451,0.30632402378888357
weapon,binary_0,gpt5mini,facts,gpt_free,141,10,17,0.24778856337070465,0.6944245586220992
weapon,binary_0,gpt5mini,facts,gpt_law,141,18,18,1.0,1.0
weapon,binary_0,gpt5mini,facts,gpt_manual_features,141,16,22,0.417692190836533,0.8650338374651395
weapon,binary_0,gpt5mini,facts,hybrid_full_gpt,141,10,17,0.24778856337070465,0.6944245586220992
weapon,binary_0,gpt5mini,facts,hybrid_gpt,141,11,14,0.6900379657745361,1.0
weapon,binary_0,gpt5mini,facts,hybrid_manual_gpt,141,14,20,0.39152830513194203,0.8290646367188714
weapon,binary_0,gpt5mini,facts,manual_fe,141,13,24,0.09887174959294498,0.4725912274973126
