domain,rep,model,metric,n,observed,baseline_mean,baseline_std,baseline_ci_lo,baseline_ci_hi,improvement,p_value,significantly_better,n_shuffles
drugs,GPT-Schema,gemma3_27b,AP_b0,100,0.9183673469387755,0.3685698218095947,0.0402288741414475,0.3033852506985604,0.4577350410557598,0.5497975251291809,0.0,True,1000
drugs,GPT-Schema,gemma3_27b,AP_b1,100,0.894588294061586,0.515001420991339,0.039006824712950944,0.44294972690525486,0.603219911477986,0.37958687307024697,0.0,True,1000
drugs,GPT-Schema,gemma3_27b,QWK_Oracle,100,0.8295081967213115,-0.002518032786885243,0.09950477943926898,-0.1934426229508197,0.19999999999999996,0.8320262295081967,0.0,True,1000
drugs,GPT-Schema,gemma3_27b,QWK_CV,100,0.814692256783587,-0.002197220383851603,0.09950280327755866,-0.20450033090668418,0.20582395764394457,0.8168894771674386,0.0,True,1000
drugs,GPT-Schema,gpt5mini,F1_Oracle_b0,100,0.9117647058823529,0.33744117647058824,0.06442498567692129,0.20588235294117646,0.47058823529411764,0.5743235294117647,0.0,True,1000
drugs,GPT-Schema,gpt5mini,F1_Oracle_b1,100,0.8222222222222222,0.44471111111111117,0.05367340509657995,0.3333333333333333,0.5555555555555556,0.377511111111111,0.0,True,1000
drugs,GPT-Schema,gpt5mini,F1_CV_b0,100,0.8955223880597015,0.33253731343283577,0.06429381653254704,0.208955223880597,0.44776119402985076,0.5629850746268658,0.0,True,1000
drugs,GPT-Schema,gpt5mini,F1_CV_b1,100,0.8043478260869565,0.45658695652173914,0.05391629610692375,0.34782608695652173,0.5652173913043478,0.3477608695652174,0.0,True,1000
drugs,GPT-Schema,gpt5mini,AP_b0,100,0.9695422704121078,0.37187429334929073,0.0453773380124513,0.29687513125517107,0.4703012773066889,0.597667977062817,0.0,True,1000
drugs,GPT-Schema,gpt5mini,AP_b1,100,0.8988786025154787,0.5168229459259398,0.044118520814557985,0.4371650725564037,0.6126308226781116,0.3820556565895389,0.0,True,1000
drugs,GPT-Schema,gpt5mini,QWK_Oracle,100,0.8421372191863995,-0.0025258044930176735,0.09997580886135493,-0.20218579234972678,0.18639951426836665,0.8446630236794171,0.0,True,1000
