verdict,variant,err_low,err_high
תפ_56256-11-15,baseline (median),0.0,4.0
תפ_54432-02-17,baseline (median),8.0,10.0
תפ_5233-06,baseline (median),6.0,8.0
תפ_52790-03-18,baseline (median),18.0,32.0
תפ_3910-02-23,baseline (median),12.0,2.0
תפ_5151-10-19,baseline (median),0.0,2.0
תפ_33546-03-13,baseline (median),0.0,4.0
תפ_72283-01-23,baseline (median),6.0,15.0
תפ_53692-11-14,baseline (median),6.0,12.0
תפ_23328-12-22,baseline (median),12.0,28.0
תפ_47686-01-15,baseline (median),42.0,68.0
תפ_1956-04-21,baseline (median),30.0,32.0
תפ_43990-06-23,baseline (median),18.0,14.0
תפ_47813-03-19,baseline (median),2.0,4.0
תפ_1818-06-22,baseline (median),3.0,10.0
תפ_30706-05-21,baseline (median),18.0,32.0
תפ_69852-03-23,baseline (median),54.0,62.0
עפ_8340-14,baseline (median),4.0,10.0
תפ_24181-02-15,baseline (median),18.0,30.0
תפ_17701-07-21,baseline (median),9.0,16.0
תפ_50474-09-22,baseline (median),14.0,22.0
תפ_53612-08-20,baseline (median),6.0,8.0
תפח_2606-05-16,baseline (median),162.0,212.0
תפ_701-12-16,baseline (median),3.0,4.0
תפ_30016-09-12,baseline (median),12.0,22.0
תפ_3690-12-10,baseline (median),0.0,22.0
תפ_52416-06-20,baseline (median),3.0,0.0
תפ_58626-07-22,baseline (median),12.0,20.0
תפ_45025-05-22,baseline (median),3.0,4.0
תפ_59003-05-24,baseline (median),18.0,14.0
תפ_53339-09-22,baseline (median),12.0,20.0
תפ_11362-10-15,baseline (median),6.0,4.0
תפ_50551-03-18,baseline (median),3.0,0.0
עפ_2283-22,baseline (median),0.0,0.0
תפ_44918-12-14,baseline (median),11.0,20.0
תפ_24350-06-23,v1 sim≥40 lin,3.990407673860915,12.383693045563547
תפ_1847-05-14,v1 sim≥40 lin,4.250000000000002,21.187500000000007
תפ_48069-09-23,v1 sim≥40 lin,0.9893617021276597,5.531914893617021
תפ_41967-08-17,v1 sim≥40 lin,3.4752475247524757,18.574257425742573
תפ_28715-03-22,v1 sim≥40 lin,6.0,6.0
תפ_47276-02-22,v1 sim≥40 lin,0.0,24.0
תפ_336-05-16,v1 sim≥40 lin,0.22276422764227988,8.243902439024389
תפ_13632-08-17,v1 sim≥40 lin,2.9999999999999964,17.999999999999993
תפ_51663-11-23,v1 sim≥40 lin,5.0,0.0
תפ_8718-02-14,v1 sim≥40 lin,11.66666666666667,12.745098039215684
תפ_6875-02-22,v1 sim≥40 lin,8.35849056603773,2.0
תפ_9264-02-21,v1 sim≥40 lin,3.458874458874458,4.588744588744582
תפ_808-06-16,v1 sim≥40 lin,5.199999999999999,5.199999999999996
תפ_7074-11-23,v1 sim≥40 lin,2.606896551724139,2.7172413793103445
תפ_17856-06-17,v1 sim≥40 lin,12.399999999999999,23.999999999999993
תפ_32581-06-20,v1 sim≥40 lin,18.0,47.999999999999986
תפ_36416-07-23,v1 sim≥40 lin,14.938775510204081,20.93877551020408
תפ_72146-11-20,v1 sim≥40 lin,4.598425196850396,4.8425196850393775
תפ_47161-08-17,v1 sim≥40 lin,1.5000000000000018,6.0000000000000036
תפ_19859-11-17,v1 sim≥40 lin,12.0,24.0
תפ_38225-07-14,v1 sim≥40 lin,2.0,2.0
תפ_3537-01-23,v1 sim≥40 lin,2.6968174204355115,8.19430485762144
תפ_8338-12-13,v1 sim≥40 lin,0.0,16.0
תפ_3728-01-15,v1 sim≥40 lin,11.071428571428571,19.857142857142854
תפ_52126-11-23,v1 sim≥40 lin,8.0,0.0
תפ_11953-01-13,v1 sim≥40 lin,0.0,4.0
תפ_20367-05-16,v1 sim≥40 lin,7.252336448598129,3.1401869158878455
תפ_54418-06-19,v1 sim≥40 lin,1.7407407407407423,8.296296296296298
תפ_11042-06-20,v1 sim≥40 lin,0.13215859030836974,1.0132158590308364
תפ_35843-03-22,v1 sim≥40 lin,4.587209302325576,12.744186046511643
תפ_28662-02-15,v1 sim≥40 lin,46.0,62.0
תפ_4353-02-23,v1 sim≥40 lin,4.299212598425196,0.6929133858267704
תפ_60637-11-14,v1 sim≥40 lin,40.21818181818182,80.47272727272728
תפ_9115-10-16,v1 sim≥40 lin,0.8378378378378368,6.648648648648653
תפ_54150-10-13,v1 sim≥40 lin,32.791666666666664,39.999999999999986
תפ_1139-06-23,v1 sim≥40 lin,17.57142857142857,39.28571428571429
תפ_38193-11-23,v1 sim≥40 lin,25.522727272727273,34.63636363636363
תפ_49995-09-17,v1 sim≥40 lin,10.408163265306122,17.877551020408163
תפח_34198-06-18,v1 sim≥40 lin,12.0,27.839999999999996
תפ_58061-02-19,v1 sim≥40 lin,14.857142857142858,24.999999999999993
תפ_2144-04-21,v1 sim≥40 lin,1.3958333333333375,2.437500000000007
תפ_6089-07-14,v1 sim≥40 lin,9.0,22.0
תפ_47766-07-12,v1 sim≥40 lin,0.6823529411764717,3.44705882352941
תפ_9258-10-11,v1 sim≥40 lin,7.0,0.0
תפ_16779-09-22,v1 sim≥40 lin,0.16527390900649763,1.5431754874651915
תפ_52219-06-17,v1 sim≥40 lin,0.0,6.599999999999994
תפ_24758-11-22,v1 sim≥40 lin,15.864864864864865,18.513513513513516
תפ_6852-03-21,v1 sim≥40 lin,8.0,4.0
תפ_54338-03-21,v1 sim≥40 lin,38.89841986455983,40.30699774266364
תפ_46638-05-22,v1 sim≥40 lin,0.6686478454680511,0.8796433878157401
תפ_70450-03-23,v1 sim≥40 lin,15.105198019801982,18.481435643564367
תפ_17809-03-14,v1 sim≥40 lin,26.0,48.0
תפ_12406-11-15,v1 sim≥40 lin,21.259842519685037,13.186351706036746
תפ_66310-07-17,v1 sim≥40 lin,1.1203007518797001,1.8496240601503757
תפ_189-01-16,v1 sim≥40 lin,2.1369863013698627,7.06849315068493
תפ_19130-12-21,v1 sim≥40 lin,3.987654320987648,3.5432098765431945
תפ_28100-07-20,v1 sim≥40 lin,2.7468531468531445,4.372027972027972
תפח_1057-07,v1 sim≥40 lin,108.0,132.0
תפ_16521-01-22,v1 sim≥40 lin,6.9523809523809526,4.925170068027214
תפ_59614-09-23,v1 sim≥40 lin,12.0,16.0
עפ_5717-14,v1 sim≥40 lin,26.69204152249135,41.54325259515572
תפ_30966-07-22,v1 sim≥40 lin,1.0,18.000000000000007
תפח_31367-12-17,v1 sim≥40 lin,31.261682242990656,6.504672897196272
תפ_63100-02-24,v1 sim≥40 lin,9.9375,2.625
תפ_4133-01-20,v1 sim≥40 lin,2.017391304347827,1.7043478260869591
תפ_24964-09-11,v1 sim≥40 lin,20.0,24.0
תפ_45095-05-15,v1 sim≥40 lin,22.336842105263152,35.9157894736842
תפ_41805-11-12,v1 sim≥40 lin,51.0,24.0
תפ_39792-12-21,v1 sim≥40 lin,5.850000000000001,4.5
תפ_34737-09-21,v1 sim≥40 lin,0.0,19.130434782608702
עפ_4597-13,v1 sim≥40 lin,5.999999999999993,19.0
תפ_54719-09-20,v1 sim≥40 lin,2.0,2.0
תפ_52101-02-15,v1 sim≥40 lin,11.758620689655167,6.689655172413779
תפ_64832-01-15,v1 sim≥40 lin,8.0,6.0
תפח_17033-01-22,v1 sim≥40 lin,20.234042553191493,21.829787234042556
תפ_69941-03-23,v1 sim≥40 lin,26.165191740412986,22.365781710914447
עפ_7850-21,v1 sim≥40 lin,2.4378698224852045,13.710059171597635
תפח_32740-12-12,v1 sim≥40 lin,49.12499999999999,22.5
תפ_52848-09-22,v1 sim≥40 lin,10.811650485436893,12.685436893203885
תפ_20425-02-20,v1 sim≥40 lin,9.065074135090612,19.40856672158155
תפ_29898-02-14,v1 sim≥40 lin,0.4307692307692301,3.6000000000000014
תפ_7053-03-21,v1 sim≥40 lin,4.293103448275865,5.172413793103445
תפ_8416-07-21,v1 sim≥40 lin,22.0,44.85714285714285
תפ_43009-08-20,v1 sim≥40 lin,3.551347881899872,5.670731707317074
תפ_51471-12-21,v1 sim≥40 lin,8.0,0.0
תפ_14593-04-20,v1 sim≥40 lin,33.837398373983746,41.6260162601626
תפ_7676-03-23,v1 sim≥40 lin,32.879999999999995,27.940000000000012
תפ_44380-08-16,v1 sim≥40 lin,5.5140186915887845,15.607476635514015
תפ_30327-02-21,v1 sim≥40 lin,7.020265003897119,9.995323460639128
תפ_18833-05-13,v1 sim≥40 lin,0.6190476190476186,0.3095238095238102
תפ_65677-11-15,v1 sim≥40 lin,7.68,3.8399999999999963
תפ_68697-07-20,v1 sim≥40 lin,18.153284671532845,20.510948905109487
תפ_61820-08-21,v1 sim≥40 lin,9.0,12.0
תפ_45432-11-15,v1 sim≥40 lin,1.2749999999999986,7.200000000000003
תפ_17919-01-15,v1 sim≥40 lin,11.999999999999998,7.105427357601002e-15
תפ_3214-11-12,v1 sim≥40 lin,0.5357142857142865,15.803571428571427
תפח_31041-04-13,v1 sim≥40 lin,15.186440677966104,71.9322033898305
תפ_66893-12-21,v1 sim≥40 lin,12.258706467661693,2.6467661691542332
תפח_34802-06-19,v1 sim≥40 lin,36.0,0.0
עפ_3793-18,v1 sim≥40 lin,37.256410256410255,50.589743589743605
תפ_32775-09-23,v1 sim≥40 lin,42.0,24.0
תפ_37900-06-22,v1 sim≥40 lin,27.36518771331058,24.587030716723547
תפ_46737-07-22,v1 sim≥40 lin,3.0,0.0
תפ_13142-02-15,v1 sim≥40 lin,8.0,12.0
תפ_24634-04-23,v1 sim≥40 lin,6.018749999999997,8.281730769230776
תפ_57707-05-20,v1 sim≥40 lin,5.923076923076923,9.307692307692314
תפ_3197-06-22,v1 sim≥40 lin,5.594339622641513,16.415094339622645
תפ_27294-04-19,v1 sim≥40 lin,1.2998585572842973,1.8359264497878414
תפ_26552-06-23,v1 sim≥40 lin,4.273972602739729,0.8493150684931479
תפ_69933-03-23,v1 sim≥40 lin,4.307692307692314,12.639957264957275
תפ_37966-04-23,v1 sim≥40 lin,7.9999999999999964,12.0
תפ_49203-01-22,v1 sim≥40 lin,1.5705669481302778,4.553679131483712
תפ_31640-02-23,v1 sim≥40 lin,5.039215686274511,5.176470588235297
תפ_51473-05-20,v1 sim≥40 lin,5.73,7.609999999999999
תפ_60494-05-12,v1 sim≥40 lin,10.5,10.0
תפ_33009-05-16,v1 sim≥40 lin,9.765432098765432,15.23456790123457
תפ_17618-11-13,v1 sim≥40 lin,2.0144927536231876,7.840579710144926
תפ_23749-12-19,v1 sim≥40 lin,4.983783783783782,1.9783783783783804
תפ_40390-08-15,v1 sim≥40 lin,12.0,12.0
תפ_16420-10-16,v1 sim≥40 lin,43.0,54.0
תפ_18210-05-23,v1 sim≥40 lin,11.038610038610038,9.743243243243242
תפ_32883-03-22,v1 sim≥40 lin,15.032258064516128,22.516129032258064
תפ_32585-03-21,v1 sim≥40 lin,14.321739130434786,27.452173913043488
תפ_46108-06-20,v1 sim≥40 lin,3.727910238429173,1.2230014025245382
תפ_61118-07-23,v1 sim≥40 lin,1.0416666666666643,0.0
תפ_76750-01-23,v1 sim≥40 lin,25.0,38.0
תפ_32685-07-15,v1 sim≥40 lin,27.057692307692314,56.94230769230769
תפ_1136-11-21,v1 sim≥40 lin,15.064516129032256,13.354838709677423
תפ_42326-01-11,v1 sim≥40 lin,0.0,12.0
תפ_71333-10-21,v1 sim≥40 lin,0.37809187279151857,8.765017667844518
תפ_22405-05-23,v1 sim≥40 lin,45.71428571428571,52.71428571428571
תפ_7498-11-14,v1 sim≥40 lin,1.8920086393088482,2.7732181425486147
תפ_36505-12-20,v1 sim≥40 lin,23.884297520661164,34.42148760330579
תפ_15105-08-14,v1 sim≥40 lin,1.3104359313077936,1.755614266842798
תפ_70392-03-23,v1 sim≥40 lin,22.55921052631578,31.55263157894737
תפ_37387-04-18,v1 sim≥40 lin,2.643666323377957,6.187435633367656
תפ_9632-08-23,v1 sim≥40 lin,4.710526315789473,14.184210526315788
עפ_2482-22,v1 sim≥40 lin,9.276615672806749,0.7065251326881068
תפ_4764-08-22,v1 sim≥40 lin,14.398613518197571,21.93067590987868
תפ_31935-12-21,v1 sim≥40 lin,67.36585365853658,102.00000000000001
תפ_67454-11-20,v1 sim≥40 lin,11.142857142857139,17.114285714285714
תפ_5013-12,v1 sim≥40 lin,22.22727272727272,30.68181818181816
תפ_1363-04-22,v1 sim≥40 lin,4.0,12.0
תפ_52099-10-20,v1 sim≥40 lin,3.642857142857139,6.857142857142861
תפ_15209-10-23,v1 sim≥40 lin,0.3500000000000014,2.25
תפח_53763-12-15,v1 sim≥40 lin,36.0,24.0
תפ_31661-09-17,v1 sim≥40 lin,27.206106870229007,33.137404580152676
תפ_21296-11-14,v1 sim≥40 lin,4.413502109704641,17.240506329113927
תפ_18510-10-14,v1 sim≥40 lin,4.178571428571429,8.178571428571434
תפ_64303-01-22,v1 sim≥40 lin,5.387387387387385,8.630630630630627
תפ_21128-09-12,v1 sim≥40 lin,20.516129032258064,12.774193548387103
תפ_7735-04-19,v1 sim≥40 lin,2.5560975609756103,1.8780487804878092
תפ_18114-03-14,v1 sim≥40 lin,1.0,21.0
תפ_70345-03-23,v1 sim≥40 lin,12.455764075067023,31.243967828418228
תפ_54308-12-18,v1 sim≥40 lin,0.0,24.0
תפ_4531-05-21,v1 sim≥40 lin,2.0,33.000000000000014
תפ_21696-04-20,v1 sim≥40 lin,0.0,29.999999999999986
תפ_1094-05-15,v1 sim≥40 lin,5.4645247657295855,3.303882195448466
תפ_10875-12-21,v1 sim≥40 lin,1.2944444444444478,0.6000000000000085
תפ_23537-02-14,v1 sim≥40 lin,0.0,0.0
תפ_36091-07-15,v1 sim≥40 lin,42.0,45.25714285714285
תפ_34526-06-18,v1 sim≥40 lin,11.84028484231943,13.379450661241101
תפ_14488-04-19,v1 sim≥40 lin,19.0,16.0
תפ_45561-07-21,v1 sim≥40 lin,5.372413793103448,4.406896551724145
תפ_49294-07-20,v1 sim≥40 lin,6.984126984126982,6.666666666666664
תפ_31087-09-14,v1 sim≥40 lin,0.11111111111111072,10.222222222222221
תפ_50809-07-17,v1 sim≥40 lin,0.3866666666666667,0.8799999999999955
תפ_1995-03-17,v1 sim≥40 lin,14.560000000000002,14.346666666666664
תפ_13416-09-16,v1 sim≥40 lin,4.0,2.454545454545457
תפ_2058-09-17,v1 sim≥40 lin,99.10344827586206,129.9310344827586
תפ_38624-05-24,v1 sim≥40 lin,1.0,3.0
עפ_1323-13,v1 sim≥40 lin,11.013892187128945,1.0226786986464091
תפ_49632-01-18,v1 sim≥40 lin,20.1,25.30000000000001
תפ_4676-01-20,v1 sim≥40 lin,24.044742729306492,13.94183445190157
תפ_11033-11-23,v1 sim≥40 lin,8.452830188679247,15.622641509433969
תפ_10552-11-21,v1 sim≥40 lin,13.46774193548387,3.3870967741935587
תפ_17766-12-20,v1 sim≥40 lin,16.076023391812868,24.185185185185183
תפ_22971-02-22,v1 sim≥40 lin,16.03357314148681,24.335731414868107
תפ_63303-06-22,v1 sim≥40 lin,1.40625,0.5625
תפ_28779-02-12,v1 sim≥40 lin,4.000000000000001,5.000000000000002
תפ_1219-06-23,v1 sim≥40 lin,1.0909090909090917,45.09090909090909
תפ_64581-08-23,v1 sim≥40 lin,10.91891891891892,17.02702702702703
תפ_10347-10-23,v1 sim≥40 lin,3.162790697674417,6.1860465116279
תפ_35179-09-14,v1 sim≥40 lin,0.8982035928143706,2.6946107784431135
תפ_63000-01-18,v1 sim≥40 lin,5.57608695652174,13.065217391304351
תפח_49705-06-20,v1 sim≥40 lin,119.53846153846152,107.53846153846155
תפ_59804-01-17,v1 sim≥40 lin,4.784768211920532,3.609271523178812
תפ_13471-01-22,v1 sim≥40 lin,3.0,7.111111111111114
תפח_24510-09-15,v1 sim≥40 lin,51.17647058823529,74.8235294117647
תפח_47805-04-13,v1 sim≥40 lin,12.0,36.000000000000014
תפ_17860-01-19,v1 sim≥40 lin,2.901273885350319,3.020700636942678
תפ_58413-06-17,v1 sim≥40 lin,26.0,37.0
תפ_11027-10-23,v1 sim≥40 lin,3.0,11.999999999999996
תפ_57218-12-15,v1 sim≥40 lin,5.108108108108116,1.7567567567567508
תפ_69640-10-18,v1 sim≥40 lin,24.547325102880663,33.914951989026065
תפ_60792-07-18,v1 sim≥40 lin,5.776470588235291,6.837647058823521
תפ_29005-11-20,v1 sim≥40 lin,0.0,12.0
עפ_7952-15,v1 sim≥40 lin,20.571428571428573,23.142857142857146
תפ_15710-09-21,v1 sim≥40 lin,6.52,9.573333333333338
עפג_8650-04-15,v1 sim≥40 lin,3.0,0.0
תפח_34989-04-17,v1 sim≥40 lin,24.714285714285715,28.57142857142857
תפ_27625-02-21,v1 sim≥40 lin,2.196261682242991,2.5981308411214954
תפ_26087-05-16,v1 sim≥40 lin,16.75050301810865,14.839034205231385
תפ_54083-05-20,v1 sim≥40 lin,3.916666666666668,8.166666666666657
תפח_26481-08-13,v1 sim≥40 lin,24.0,36.0
תפ_1589-02-16,v1 sim≥40 lin,5.532467532467535,5.1688311688311614
תפ_15148-03-12,v1 sim≥40 lin,5.182795698924732,10.795698924731184
תפ_65070-08-21,v1 sim≥40 lin,55.64556962025317,69.56962025316457
תפ_57283-05-21,v1 sim≥40 lin,3.566176470588239,12.617647058823522
תפ_69110-11-20,v1 sim≥40 lin,2.1000000000000014,7.080000000000005
תפ_13481-02-13,v1 sim≥40 lin,5.104166666666668,10.333333333333336
תפ_31216-01-22,v1 sim≥40 lin,10.168831168831169,9.142857142857139
תפ_43844-05-15,v1 sim≥40 lin,4.0,4.0
תפ_12376-04-20,v1 sim≥40 lin,1.0728241563055043,2.9840142095914715
תפ_14786-08-19,v1 sim≥40 lin,1.759999999999998,0.9600000000000009
תפ_32339-12-19,v1 sim≥40 lin,3.5671641791044735,2.9552238805970177
תפ_14836-08-12,v1 sim≥40 lin,1.1566265060240957,2.927710843373493
תפ_43643-10-15,v1 sim≥40 lin,4.0,24.0
תפ_52515-03-20,v1 sim≥40 lin,8.0,11.166666666666668
תפ_5795-07-14,v1 sim≥40 lin,10.645833333333329,21.95833333333333
תפ_48598-11-20,v1 sim≥40 lin,0.0,12.0
תפ_26347-11-23,v1 sim≥40 lin,14.090909090909092,4.0727272727272705
תפ_46550-12-16,v1 sim≥40 lin,2.5517241379310356,2.827586206896555
תפ_26985-11-21,v1 sim≥40 lin,30.0,0.0
תפ_45994-08-21,v1 sim≥40 lin,8.0,30.0
תפ_41599-03-22,v1 sim≥40 lin,0.926829268292682,6.878048780487806
תפ_40240-09-12,v1 sim≥40 lin,1.0222222222222186,6.244444444444454
תפ_31498-01-16,v1 sim≥40 lin,34.153846153846146,47.38461538461539
תפ_44381-05-20,v1 sim≥40 lin,1.4658634538152597,0.9357429718875494
תפ_61452-12-22,v1 sim≥40 lin,14.0,8.0
תפ_15135-09-21,v1 sim≥40 lin,5.325581395348836,11.162790697674414
תפ_24154-01-12,v1 sim≥40 lin,10.086956521739129,17.652173913043477
תפ_23648-12-19,v1 sim≥40 lin,10.058823529411764,23.029411764705884
תפ_24044-06-22,v1 sim≥40 lin,4.98506348020911,3.1097834204630317
תפ_56677-02-23,v1 sim≥40 lin,5.984732824427482,2.2900763358778704
תפ_20477-02-20,v1 sim≥40 lin,14.795180722891565,23.783132530120476
תפ_37083-11-14,v1 sim≥40 lin,8.300683371298406,6.417995444191355
תפ_50986-12-16,v1 sim≥40 lin,8.347394540942929,3.181141439205959
תפ_57474-03-19,v1 sim≥40 lin,8.0,0.0
תפ_61087-12-18,v1 sim≥40 lin,6.814814814814815,5.9999999999999964
תפ_4338-04-13,v1 sim≥40 lin,4.87652095538531,3.666065795403334
תפ_37722-09-23,v1 sim≥40 lin,12.592094539527302,12.392420537897308
תפ_7813-06-22,v1 sim≥40 lin,4.741935483870968,13.741935483870968
תפ_38687-04-20,v1 sim≥40 lin,1.2969208211143677,1.1913489736070488
תפ_38368-09-21,v1 sim≥40 lin,6.634146341463417,11.231707317073173
תפ_30684-06-21,v1 sim≥40 lin,11.56896551724138,29.27586206896551
תפ_20770-11-22,v1 sim≥40 lin,6.285714285714285,0.9428571428571395
תפ_24215-06-13,v1 sim≥40 lin,1.8118110236220417,7.022047244094473
תפ_5037-10-16,v1 sim≥40 lin,7.999999999999998,8.000000000000007
תפ_36381-05-15,v1 sim≥40 lin,5.163636363636368,6.080519480519484
תפ_18039-10-21,v1 sim≥40 lin,2.2692307692307665,17.355769230769226
תפ_29984-08-16,v1 sim≥40 lin,51.73109243697479,64.1344537815126
תפ_28615-08-17,v1 sim≥40 lin,2.9921921921921957,2.4672672672672817
תפ_14885-06-24,v1 sim≥40 lin,2.518518518518519,3.6296296296296298
תפ_50998-03-23,v1 sim≥40 lin,30.0,18.0
תפ_51145-02-15,v1 sim≥40 lin,0.0,0.0
תפ_1756-04-15,v1 sim≥40 lin,45.0,80.0
תפ_39808-05-23,v1 sim≥40 lin,8.454545454545457,2.4545454545454533
תפח_26637-09-13,v1 sim≥40 lin,17.150684931506845,24.60273972602738
תפ_25546-11-23,v1 sim≥40 lin,1.731404958677686,3.132231404958688
תפ_54202-01-23,v1 sim≥40 lin,20.31481481481481,24.45833333333333
תפ_11104-07-19,v1 sim≥40 lin,11.555555555555554,13.833333333333336
תפ_40076-02-19,v1 sim≥40 lin,4.102040816326529,10.408163265306118
תפ_67387-08-23,v1 sim≥40 lin,4.726224783861671,6.224783861671476
תפ_24548-06-13,v1 sim≥40 lin,6.257466529351188,10.96395468589084
תפ_3884-10-23,v1 sim≥40 lin,12.442857142857145,16.828571428571426
תפ_23253-12-15,v1 sim≥40 lin,10.0,11.999999999999993
תפ_21139-04-17,v1 sim≥40 lin,4.233333333333331,11.199999999999996
תפ_35019-12-13,v1 sim≥40 lin,0.3421052631578947,9.631578947368421
תפ_39183-11-13,v1 sim≥40 lin,31.89873417721519,41.01265822784809
תפ_45226-12-22,v1 sim≥40 lin,0.3611111111111107,2.1388888888889
תפ_17030-02-22,v1 sim≥40 lin,0.13043478260869534,7.347826086956523
תפ_24420-01-20,v1 sim≥40 lin,5.9999999999999964,12.0
תפ_4795-12-17,v1 sim≥40 lin,30.0,84.0
תפ_67580-11-19,v1 sim≥40 lin,3.386363636363635,10.77272727272727
תפ_68529-11-21,v1 sim≥40 lin,16.798594847775174,28.34192037470725
תפ_51170-10-23,v1 sim≥40 lin,7.600000000000001,6.519999999999996
תפ_14991-07-15,v1 sim≥40 lin,100.0,84.0
תפ_30575-03-20,v1 sim≥40 lin,8.413366336633661,4.601485148514854
תפ_50819-09-11,v1 sim≥40 lin,2.0,4.0
תפ_63505-01-17,v1 sim≥40 lin,0.22222222222222232,7.733333333333334
תפ_57539-11-15,v1 sim≥40 lin,4.0,4.0
תפ_58812-10-17,v1 sim≥40 lin,3.0,0.0
תפ_22526-02-21,v1 sim≥40 lin,5.714285714285722,16.775510204081627
תפ_47048-02-20,v1 sim≥40 lin,39.8,37.4
תפ_1158-05-20,v1 sim≥40 lin,15.035714285714283,18.428571428571427
תפ_33342-01-14,v1 sim≥40 lin,4.769230769230768,3.128205128205124
תפ_14411-11-21,v1 sim≥40 lin,2.6692913385826778,4.866141732283467
תפ_40922-11-15,v1 sim≥40 lin,3.6756756756756737,11.999999999999993
תפ_4411-07-19,v1 sim≥40 lin,25.022421524663685,30.461883408071756
תפ_55035-10-18,v1 sim≥40 lin,0.0,0.1428571428571388
תפ_37047-07-20,v1 sim≥40 lin,0.13466550825369694,23.65768896611641
תפח_1103-06,v1 sim≥40 lin,70.12987012987013,90.07792207792207
תפ_30340-08-20,v1 sim≥40 lin,9.434426229508198,12.545081967213129
תפ_24163-04-15,v1 sim≥40 lin,6.0,0.0
תפ_61759-02-19,v1 sim≥40 lin,11.41880341880342,9.965811965811966
תפ_63018-05-18,v1 sim≥40 lin,0.9498525073746293,5.165191740412986
עפ_5681-23,v1 sim≥40 lin,1.5620723362658886,3.8250244379276594
תפ_3622-10-13,v1 sim≥40 lin,2.578158458244113,5.468950749464671
תפ_3549-03-13,v1 sim≥40 lin,0.0,1.0
תפ_12035-06-20,v1 sim≥40 lin,9.253731343283583,15.134328358208954
תפ_1316-04-19,v1 sim≥40 lin,12.562277580071175,20.619217081850536
תפ_32907-12-20,v1 sim≥40 lin,1.0,6.0
תפ_18957-11-20,v1 sim≥40 lin,1.0,1.6153846153846168
תפ_14115-07-19,v1 sim≥40 lin,3.9333333333333336,1.5733333333333235
תפ_36328-09-15,v1 sim≥40 lin,0.5307692307692307,5.161538461538463
תפ_48905-12-20,v1 sim≥40 lin,2.500000000000007,3.25
תפ_17856-11-21,v1 sim≥40 lin,5.7499999999999964,16.25
תפ_398-09-16,v1 sim≥40 lin,4.782608695652172,5.8043478260869605
תפ_13864-11-15,v1 sim≥40 lin,24.0,24.0
תפח_1307-09-13,v1 sim≥40 lin,28.160000000000004,34.400000000000006
תפ_59260-03-16,v1 sim≥40 lin,1.265734265734265,7.524475524475527
תפ_24614-07-23,v1 sim≥40 lin,4.59375,2.25
תפ_36369-08-17,v1 sim≥40 lin,4.772727272727273,14.0
תפח_39974-12-12,v1 sim≥40 lin,30.413793103448285,25.448275862068982
תפ_34514-06-14,v1 sim≥40 lin,12.0,5.999999999999993
תפ_19384-05-16,v1 sim≥40 lin,4.708881578947363,4.430921052631575
תפ_7942-05-18,v1 sim≥40 lin,11.261835748792272,12.892753623188405
תפ_12791-05-20,v1 sim≥40 lin,1.1696335078534013,1.9748691099476474
תפ_46930-03-22,v1 sim≥40 lin,18.085497835497833,7.532467532467535
תפ_56031-10-19,v1 sim≥40 lin,24.0,40.0
תפח_41585-03-16,v1 sim≥40 lin,4.641509433962263,3.2830188679245254
תפ_51607-08-21,v1 sim≥40 lin,26.0,30.0
תפ_6136-07-14,v1 sim≥40 lin,6.200000000000003,6.711111111111109
תפ_26654-06-14,v1 sim≥40 lin,2.0,6.0
תפ_24670-05-23,v1 sim≥40 lin,3.552713678800501e-15,2.0
תפ_17776-11-21,v1 sim≥40 lin,5.14516129032258,3.1612903225806406
תפ_13153-08-15,v1 sim≥40 lin,1.666666666666666,10.666666666666668
תפ_59004-08-23,v1 sim≥40 lin,4.361445783132533,0.4578313253012034
תפ_42223-07-16,v1 sim≥40 lin,1.2499999999999982,1.0384615384615472
עפ_5613-20,v1 sim≥40 lin,2.914634146341463,0.646341463414636
תפ_46546-02-21,v1 sim≥40 lin,2.8888888888889,12.444444444444429
תפ_49734-12-22,v1 sim≥40 lin,37.59430604982207,22.893238434163706
תפ_6904-12-14,v1 sim≥40 lin,5.911392405063292,9.443037974683541
תפ_15387-01-21,v1 sim≥40 lin,4.722222222222218,12.388888888888879
תפ_2108-08-21,v1 sim≥40 lin,6.0,36.0
תפ_57965-03-15,v1 sim≥40 lin,0.870967741935484,2.1290322580645125
תפ_53669-03-22,v1 sim≥40 lin,6.0,6.0
תפ_21113-08-12,v1 sim≥40 lin,2.0624999999999982,1.1458333333333357
תפ_7467-12-20,v1 sim≥40 lin,15.642857142857139,17.57142857142857
תפ_22417-12-21,v1 sim≥40 lin,2.1206896551724164,1.3965517241379288
תפ_52789-09-22,v1 sim≥40 lin,11.610677864427117,17.391721655668874
תפח_30145-08-13,v1 sim≥40 lin,102.0,132.0
תפ_9355-10-19,v1 sim≥40 lin,4.499999999999998,3.7272727272727266
תפ_30433-06-22,v1 sim≥40 lin,0.8035714285714306,5.625
תפ_9211-05-21,v1 sim≥40 lin,1.4583333333333304,8.687499999999993
תפ_54852-03-21,v1 sim≥40 lin,2.0,0.0
תפ_17655-10-22,v1 sim≥40 lin,4.592592592592588,8.314814814814817
תפ_7108-02-16,v1 sim≥40 lin,13.407547169811323,18.81509433962264
תפ_43245-08-20,v1 sim≥40 lin,16.46666666666667,14.399999999999991
תפ_36704-02-22,v1 sim≥40 lin,12.0,12.0
