verdict,domain,in_deg,out_deg,low,high,year,court
תפ_24514-09-15,weapon,1,2,18.0,36.0,2015,תפ
תפ_12104-01-19,weapon,0,0,16.0,30.0,2019,תפ
תפ_60788-01-19,weapon,0,0,3.0,14.0,2019,תפ
תפ_24239-05-17,drugs,0,2,7.0,20.0,2017,תפ
תפ_31487-07-12,weapon,0,0,5.0,24.0,2012,תפ
תפ_35488-11-23,weapon,0,11,24.0,40.0,2023,תפ
תפ_70876-12-20,drugs,0,0,18.0,33.0,2020,תפ
תפ_32817-12-14,drugs,0,1,5.0,12.0,2014,תפ
תפ_8696-08-12,drugs,0,0,24.0,48.0,2012,תפ
תפ_47048-02-20,weapon,3,0,12.0,24.0,2020,תפ
תפ_33546-03-13,weapon,0,0,18.0,36.0,2013,תפ
תפ_51803-04-19,weapon,0,0,6.0,18.0,2019,תפ
תפ_31812-10-22,drugs,0,0,18.0,36.0,2022,תפ
תפ_19214-08-15,drugs,3,2,6.0,15.0,2015,תפ
תפ_30039-04-20,drugs,10,2,20.0,46.0,2020,תפ
תפ_12035-06-20,weapon,0,9,12.0,36.0,2020,תפ
תפ_66542-05-20,weapon,6,9,8.0,24.0,2020,תפ
תפ_43875-08-17,drugs,7,1,0.0,10.0,2017,תפ
תפ_25146-11-12,drugs,0,0,24.0,48.0,2012,תפ
תפ_18793-10-10,weapon,0,0,8.0,15.0,2010,תפ
תפ_3170-10-24,drugs,0,4,20.0,40.0,2024,תפ
תפח_4986-04-11,weapon,1,1,240.0,300.0,2011,תפח
תפ_43752-01-19,weapon,1,3,20.0,38.0,2019,תפ
תפ_65646-12-23,weapon,0,1,14.0,32.0,2023,תפ
תפ_33508-01-15,weapon,0,0,6.0,36.0,2015,תפ
תפ_62958-09-17,weapon,1,0,6.0,12.0,2017,תפ
תפ_49685-01-24,weapon,0,0,24.0,50.0,2024,תפ
תפ_802-12-22,drugs,0,0,18.0,42.0,2022,תפ
עפ_322-15,drugs,5,0,9.0,24.0,2015,עפ
תפ_47161-08-17,weapon,3,0,10.0,36.0,2017,תפ
תפ_8474-11-18,drugs,0,0,10.0,24.0,2018,תפ
תפ_16097-08-21,drugs,2,2,22.0,46.0,2021,תפ
תפ_1410-03-24,weapon,0,2,10.0,22.0,2024,תפ
תפ_60257-12-23,weapon,0,0,8.0,18.0,2023,תפ
תפ_36599-04-15,drugs,0,0,6.0,24.0,2015,תפ
תפ_50105-10-12,drugs,0,0,36.0,72.0,2012,תפ
תפ_70404-03-23,weapon,0,0,36.0,72.0,2023,תפ
תפ_19130-12-21,weapon,3,5,16.0,40.0,2021,תפ
תפ_19936-08-19,drugs,0,0,6.0,18.0,2019,תפ
תפ_51933-05-12,drugs,11,0,10.0,24.0,2012,תפ
תפ_54703-08-17,weapon,0,0,9.0,22.0,2017,תפ
תפ_30765-08-11,weapon,0,0,3.0,12.0,2011,תפ
תפ_69202-11-18,drugs,3,0,12.0,24.0,2018,תפ
תפ_13113-07-22,drugs,0,1,15.0,30.0,2022,תפ
תפ_35274-02-19,drugs,5,0,27.0,60.0,2019,תפ
תפ_7311-12-22,weapon,0,0,10.0,24.0,2022,תפ
תפ_62866-06-20,drugs,1,1,14.0,30.0,2020,תפ
תפ_62359-01-20,drugs,0,0,0.0,6.0,2020,תפ
תפ_35683-04-18,drugs,0,0,20.0,48.0,2018,תפ
תפ_30684-06-21,weapon,2,1,60.0,108.0,2021,תפ
תפ_45025-05-22,weapon,0,8,21.0,36.0,2022,תפ
תפ_53239-10-21,weapon,0,1,12.0,30.0,2021,תפ
תפ_42497-03-21,drugs,0,1,12.0,24.0,2021,תפ
תפ_27114-03-13,drugs,0,0,0.0,24.0,2013,תפ
תפ_26563-10-14,drugs,0,0,6.0,12.0,2014,תפ
תפ_69945-03-23,weapon,1,1,38.0,60.0,2023,תפ
תפ_41728-10-23,weapon,0,0,18.0,42.0,2023,תפ
תפ_50998-03-23,weapon,0,2,42.0,66.0,2023,תפ
תפ_14531-07-16,weapon,0,0,24.0,42.0,2016,תפ
תפ_28931-09-20,drugs,0,3,9.0,20.0,2020,תפ
תפ_726-01-14,drugs,12,0,6.0,24.0,2014,תפ
תפ_30013-04-21,drugs,0,2,8.0,24.0,2021,תפ
תפ_34271-10-18,drugs,5,1,6.0,15.0,2018,תפ
תפ_39308-05-15,drugs,1,0,12.0,24.0,2015,תפ
תפ_15172-01-16,drugs,1,3,8.0,24.0,2016,תפ
תפ_41041-07-21,weapon,0,0,10.0,30.0,2021,תפ
תפ_48695-03-20,drugs,0,1,0.0,8.0,2020,תפ
תפ_67646-05-24,drugs,0,0,12.0,24.0,2024,תפ
תפ_22709-12-21,weapon,0,0,24.0,60.0,2021,תפ
תפ_16958-01-14,drugs,11,0,12.0,36.0,2014,תפ
תפ_29373-12-23,drugs,0,1,9.0,30.0,2023,תפ
תפ_14215-07-23,drugs,0,2,10.0,20.0,2023,תפ
תפ_39424-11-22,drugs,0,5,10.0,24.0,2022,תפ
תפ_52882-04-15,drugs,5,0,30.0,70.0,2015,תפ
תפ_51474-08-18,weapon,0,0,10.0,36.0,2018,תפ
תפ_31892-08-21,drugs,0,6,0.0,10.0,2021,תפ
תפ_34055-07-13,drugs,0,0,10.0,24.0,2013,תפ
תפ_13322-07-22,drugs,0,3,6.0,14.0,2022,תפ
תפ_59117-03-21,drugs,0,0,12.0,24.0,2021,תפ
עפ_907-14,weapon,4,0,24.0,48.0,2014,עפ
תפ_10347-10-23,weapon,1,2,24.0,48.0,2023,תפ
תפ_69899-11-20,drugs,0,2,0.0,18.0,2020,תפ
תפ_42333-07-15,drugs,1,0,10.0,24.0,2015,תפ
תפ_32541-01-21,drugs,0,0,4.0,15.0,2021,תפ
תפח_42681-11-18,drugs,0,0,84.0,144.0,2018,תפח
תפ_54338-03-21,weapon,6,1,48.0,96.0,2021,תפ
תפ_38014-02-22,drugs,0,1,16.0,36.0,2022,תפ
תפח_15217-03-19,weapon,0,4,252.0,336.0,2019,תפח
תפ_5434-11-18,drugs,0,0,8.0,18.0,2018,תפ
תפ_20538-11-17,drugs,0,1,18.0,36.0,2017,תפ
תפ_45798-02-16,weapon,1,0,6.0,18.0,2016,תפ
תפ_44357-06-12,weapon,0,0,24.0,60.0,2012,תפ
תפ_13301-07-18,weapon,1,7,24.0,50.0,2018,תפ
תפ_60394-12-12,drugs,0,0,10.0,24.0,2012,תפ
תפ_37506-04-24,weapon,0,0,9.0,24.0,2024,תפ
תפק_22029-08-19,drugs,0,0,7.0,24.0,2019,תפק
תפ_54676-12-22,drugs,0,1,0.0,6.0,2022,תפ
תפ_18163-03-15,drugs,0,0,6.0,16.0,2015,תפ
תפ_1363-04-22,weapon,1,2,12.0,30.0,2022,תפ
תפ_11406-06-20,drugs,0,1,5.0,12.0,2020,תפ
תפ_60476-05-13,drugs,1,1,8.0,27.0,2013,תפ
תפ_13769-09-17,drugs,0,0,10.0,24.0,2017,תפ
תפ_5858-02-20,drugs,0,1,30.0,54.0,2020,תפ
תפ_31498-01-16,weapon,1,1,12.0,36.0,2016,תפ
תפ_26620-12-16,drugs,2,0,30.0,60.0,2016,תפ
תפ_42225-09-17,drugs,2,5,9.0,18.0,2017,תפ
תפ_26702-01-23,weapon,0,4,60.0,96.0,2023,תפ
תפ_50071-08-16,weapon,0,3,24.0,48.0,2016,תפ
תפ_51176-10-17,drugs,1,2,18.0,36.0,2017,תפ
תפ_52848-09-22,weapon,7,4,32.0,62.0,2022,תפ
תפ_17856-06-17,weapon,0,4,24.0,60.0,2017,תפ
תפ_18418-04-18,weapon,1,0,12.0,36.0,2018,תפ
תפ_69612-01-23,drugs,0,0,24.0,48.0,2023,תפ
תפ_24650-09-22,drugs,0,0,30.0,60.0,2022,תפ
תפ_51145-02-15,weapon,0,1,36.0,72.0,2015,תפ
תפ_63287-04-21,drugs,0,0,23.0,51.0,2021,תפ
תפ_19741-04-17,weapon,1,2,6.0,24.0,2017,תפ
תפ_32722-12-19,drugs,0,1,9.0,30.0,2019,תפ
תפ_24251-07-13,drugs,0,0,8.0,16.0,2013,תפ
תפ_35979-08-19,weapon,0,1,12.0,36.0,2019,תפ
תפ_28744-03-21,weapon,5,5,18.0,36.0,2021,תפ
תפ_8641-08-12,weapon,0,0,15.0,48.0,2012,תפ
תפ_53220-09-24,weapon,0,0,9.0,18.0,2024,תפ
תפ_58237-07-21,drugs,0,0,7.0,18.0,2021,תפ
תפ_1788-06-17,drugs,4,0,6.0,18.0,2017,תפ
תפ_16980-01-14,drugs,4,1,6.0,18.0,2014,תפ
תפ_35543-02-20,weapon,0,2,0.0,12.0,2020,תפ
תפ_55187-03-18,drugs,0,0,14.0,24.0,2018,תפ
תפ_54176-01-13,drugs,0,0,30.0,60.0,2013,תפ
תפ_53612-08-20,weapon,1,0,24.0,48.0,2020,תפ
תפ_8684-06-16,weapon,4,0,6.0,18.0,2016,תפ
תפ_9569-10-18,weapon,3,0,18.0,30.0,2018,תפ
תפ_22611-02-17,drugs,2,3,6.0,18.0,2017,תפ
תפ_67105-12-14,drugs,0,1,0.0,8.0,2014,תפ
תפ_23459-03-16,drugs,0,0,0.0,6.0,2016,תפ
תפ_44477-08-20,drugs,1,1,30.0,54.0,2020,תפ
תפ_7109-02-21,weapon,0,3,20.0,40.0,2021,תפ
תפ_18820-07-15,drugs,0,0,10.0,24.0,2015,תפ
תפ_23648-12-19,weapon,2,4,12.0,24.0,2019,תפ
תפ_1484-03-24,drugs,0,0,36.0,60.0,2024,תפ
תפ_54873-07-15,drugs,0,0,8.0,25.0,2015,תפ
תפ_45874-03-19,drugs,0,5,6.0,18.0,2019,תפ
תפ_50263-01-13,drugs,0,0,8.0,18.0,2013,תפ
תפ_43884-01-23,drugs,0,0,12.0,24.0,2023,תפ
תפ_22804-10-19,drugs,0,0,8.0,24.0,2019,תפ
תפ_5000-12,weapon,6,1,12.0,48.0,2012,תפ
תפ_56960-06-22,drugs,0,0,0.0,12.0,2022,תפ
תפ_55487-09-22,drugs,0,0,2.0,10.0,2022,תפ
תפ_33848-05-14,drugs,3,0,18.0,40.0,2014,תפ
תפ_13927-04-13,drugs,0,0,10.0,40.0,2013,תפ
תפ_54514-04-22,weapon,0,2,20.0,50.0,2022,תפ
תפ_27405-05-22,weapon,1,3,48.0,72.0,2022,תפ
תפ_35865-07-17,drugs,0,2,10.0,20.0,2017,תפ
תפ_53692-11-14,weapon,1,0,12.0,28.0,2014,תפ
תפ_3384-12-23,weapon,0,7,22.0,36.0,2023,תפ
תפ_14308-10-13,weapon,0,0,18.0,42.0,2013,תפ
תפ_28473-08-23,drugs,0,1,8.0,18.0,2023,תפ
עפ_32-14,weapon,22,0,36.0,84.0,2014,עפ
תפ_5464-01-22,drugs,0,0,4.0,18.0,2022,תפ
תפ_14379-12-16,drugs,0,0,14.0,28.0,2016,תפ
תפ_21629-02-23,drugs,0,0,18.0,24.0,2023,תפ
תפ_31811-03-21,weapon,0,3,18.0,40.0,2021,תפ
תפ_13549-10-21,drugs,0,2,0.0,18.0,2021,תפ
תפ_4676-01-20,weapon,4,0,24.0,48.0,2020,תפ
תפ_57384-09-16,drugs,0,0,30.0,60.0,2016,תפ
תפ_41688-08-17,drugs,0,3,8.0,15.0,2017,תפ
תפ_62242-01-23,drugs,1,0,9.0,20.0,2023,תפ
תפ_33690-08-13,weapon,0,0,5.0,20.0,2013,תפ
תפ_34514-06-14,weapon,1,0,30.0,54.0,2014,תפ
תפ_50846-09-11,weapon,0,0,3.0,8.0,2011,תפ
תפ_30091-09-14,drugs,0,0,14.0,28.0,2014,תפ
תפ_43471-12-22,weapon,0,1,18.0,36.0,2022,תפ
תפ_12406-11-15,weapon,4,5,18.0,84.0,2015,תפ
תפ_54047-01-13,drugs,0,0,0.0,18.0,2013,תפ
תפ_7813-06-22,weapon,0,4,21.0,24.0,2022,תפ
תפ_17778-01-14,drugs,0,0,18.0,40.0,2014,תפ
תפ_65088-02-18,drugs,0,0,0.0,10.0,2018,תפ
עפ_6341-14,weapon,3,0,24.0,60.0,2014,עפ
תפ_46604-02-21,weapon,0,0,14.0,36.0,2021,תפ
תפ_33446-10-18,drugs,0,0,18.0,36.0,2018,תפ
תפ_34079-05-20,drugs,0,0,16.0,32.0,2020,תפ
תפ_6433-05-14,weapon,1,0,12.0,48.0,2014,תפ
תפ_33318-10-23,weapon,0,2,48.0,72.0,2023,תפ
תפ_31175-03-15,drugs,0,0,0.0,8.0,2015,תפ
תפ_25852-02-20,drugs,0,1,0.0,6.0,2020,תפ
תפ_14944-08-18,drugs,0,5,12.0,36.0,2018,תפ
תפ_3952-03-22,drugs,0,0,12.0,24.0,2022,תפ
תפ_42879-09-21,drugs,0,1,7.0,18.0,2021,תפ
תפ_28847-09-20,drugs,10,0,20.0,45.0,2020,תפ
תפ_35686-08-21,drugs,0,0,33.0,12.0,2021,תפ
תפ_20884-05-22,drugs,0,1,2.0,10.0,2022,תפ
תפ_55185-02-20,weapon,6,2,15.0,36.0,2020,תפ
תפ_29529-07-20,weapon,4,7,18.0,40.0,2020,תפ
תפ_39787-11-13,drugs,0,0,30.0,50.0,2013,תפ
תפ_8887-10-21,drugs,0,3,9.0,24.0,2021,תפ
תפ_76171-01-23,drugs,0,1,36.0,72.0,2023,תפ
תפ_37468-09-16,drugs,1,1,36.0,84.0,2016,תפ
תפ_60914-01-14,drugs,1,0,0.0,8.0,2014,תפ
תפ_53633-09-22,weapon,0,0,16.0,32.0,2022,תפ
תפ_950-09-17,weapon,0,5,9.0,36.0,2017,תפ
תפ_46868-01-17,drugs,0,0,4.0,12.0,2017,תפ
תפ_51207-09-12,weapon,5,0,6.0,12.0,2012,תפ
תפ_37009-12-14,drugs,0,0,6.0,18.0,2014,תפ
תפ_43383-07-21,drugs,0,0,18.0,36.0,2021,תפ
תפ_25307-08-16,drugs,0,0,3.0,14.0,2016,תפ
תפ_19005-11-20,drugs,1,0,25.0,50.0,2020,תפ
תפ_52009-02-15,weapon,0,0,20.0,48.0,2015,תפ
תפ_65378-12-19,weapon,1,2,8.0,20.0,2019,תפ
תפח_34337-05-11,weapon,0,1,120.0,156.0,2011,תפח
תפ_21086-11-21,drugs,0,0,30.0,54.0,2021,תפ
תפ_43085-06-21,weapon,2,7,48.0,84.0,2021,תפ
תפ_16015-05-21,drugs,0,0,16.0,36.0,2021,תפ
תפ_429-03-17,drugs,0,0,30.0,48.0,2017,תפ
תפח_47805-04-13,weapon,0,2,84.0,84.0,2013,תפח
תפ_24788-12-19,drugs,0,0,2.0,10.0,2019,תפ
תפ_19253-06-19,weapon,0,0,6.0,12.0,2019,תפ
תפ_20510-04-16,drugs,0,0,0.0,18.0,2016,תפ
עפ_5590-16,weapon,8,0,8.0,96.0,2016,עפ
תפ_53788-02-16,drugs,4,0,0.0,8.0,2016,תפ
תפ_2802-11-19,drugs,3,2,30.0,52.0,2019,תפ
תפ_21459-01-16,weapon,0,2,20.0,40.0,2016,תפ
תפ_33835-10-15,drugs,0,6,0.0,12.0,2015,תפ
תפ_59422-07-14,weapon,1,1,48.0,84.0,2014,תפ
תפ_47156-02-14,drugs,1,0,1.0,12.0,2014,תפ
תפ_19988-08-19,drugs,1,0,0.0,12.0,2019,תפ
תפ_41597-11-23,drugs,0,5,9.0,18.0,2023,תפ
תפ_8999-05-14,weapon,3,0,12.0,36.0,2014,תפ
תפ_57089-02-19,drugs,0,1,6.0,24.0,2019,תפ
תפח_16193-01-15,weapon,0,0,72.0,144.0,2015,תפח
תפ_398-09-16,weapon,3,2,24.0,48.0,2016,תפ
תפ_8843-02-15,drugs,18,0,28.0,52.0,2015,תפ
תפ_21800-08-23,drugs,0,2,10.0,20.0,2023,תפ
תפ_34832-04-19,drugs,1,0,6.0,24.0,2019,תפ
תפ_55217-12-19,drugs,0,1,5.0,12.0,2019,תפ
תפ_50970-11-21,drugs,0,3,42.0,72.0,2021,תפ
תפ_15535-02-20,drugs,1,0,8.0,15.0,2020,תפ
תפ_22639-07-22,drugs,0,0,0.0,12.0,2022,תפ
תפ_44456-12-23,weapon,0,0,30.0,50.0,2023,תפ
תפ_13785-04-15,weapon,6,0,10.0,36.0,2015,תפ
תפ_53373-04-13,drugs,0,3,8.0,18.0,2013,תפ
תפ_17021-03-13,drugs,0,0,8.0,20.0,2013,תפ
תפ_14663-06-22,drugs,1,0,10.0,24.0,2022,תפ
תפ_31806-06-20,drugs,0,0,12.0,22.0,2020,תפ
תפ_16646-09-14,drugs,0,0,8.0,32.0,2014,תפ
תפ_33842-02-14,drugs,0,0,6.0,24.0,2014,תפ
תפ_27785-07-23,weapon,0,0,2.0,10.0,2023,תפ
תפ_57767-11-16,drugs,0,0,10.0,24.0,2016,תפ
תפ_43524-02-20,drugs,0,0,6.0,12.0,2020,תפ
תפ_56842-06-15,drugs,1,0,3.0,9.0,2015,תפ
תפ_28334-07-22,weapon,1,0,13.0,30.0,2022,תפ
תפ_13-02-14,weapon,0,1,9.0,18.0,2014,תפ
תפ_62673-03-24,drugs,0,0,24.0,40.0,2024,תפ
תפ_1581-07-15,drugs,0,0,0.0,12.0,2015,תפ
תפ_19417-11-16,weapon,6,0,15.0,30.0,2016,תפ
תפ_20367-05-16,weapon,0,4,10.0,36.0,2016,תפ
תפ_32305-12-23,drugs,0,0,22.0,46.0,2023,תפ
תפ_15638-01-19,drugs,0,0,0.0,12.0,2019,תפ
תפ_69325-10-21,drugs,0,0,8.0,20.0,2021,תפ
תפ_57613-12-21,drugs,0,0,55.0,96.0,2021,תפ
תפ_7053-12-20,weapon,0,1,14.0,28.0,2020,תפ
תפ_49367-12-10,drugs,0,0,12.0,24.0,2010,תפ
תפ_12111-12-12,drugs,3,0,6.0,18.0,2012,תפ
תפ_61273-12-15,drugs,1,0,15.0,30.0,2015,תפ
תפ_15727-06-23,drugs,0,0,144.0,240.0,2023,תפ
תפ_6163-03-19,drugs,0,1,0.0,6.0,2019,תפ
תפ_43916-09-17,drugs,0,0,6.0,24.0,2017,תפ
תפ_26801-07-13,drugs,0,0,36.0,84.0,2013,תפ
תפ_61202-03-22,drugs,1,5,18.0,36.0,2022,תפ
תפ_39491-09-17,drugs,0,0,9.0,24.0,2017,תפ
תפ_55925-11-17,drugs,0,0,24.0,60.0,2017,תפ
תפח_18482-11-11,weapon,0,0,72.0,132.0,2011,תפח
תפ_42326-01-11,weapon,1,0,36.0,96.0,2011,תפ
תפ_67545-11-21,drugs,0,0,12.0,24.0,2021,תפ
תפ_63774-01-19,drugs,0,0,6.0,20.0,2019,תפ
תפ_39201-05-18,drugs,3,0,12.0,26.0,2018,תפ
תפ_51828-02-14,weapon,0,1,12.0,28.0,2014,תפ
תפ_19950-09-23,weapon,0,0,12.0,24.0,2023,תפ
תפ_35676-08-21,drugs,0,0,12.0,24.0,2021,תפ
תפ_63470-09-17,weapon,0,1,3.0,12.0,2017,תפ
תפ_22029-03-21,weapon,10,2,9.0,36.0,2021,תפ
תפ_50121-12-11,weapon,0,1,2.0,12.0,2011,תפ
עפ_4597-13,weapon,4,0,48.0,84.0,2013,עפ
תפח_58351-07-14,weapon,0,0,6.0,22.0,2014,תפח
תפ_34108-01-23,drugs,1,5,10.0,24.0,2023,תפ
תפ_41694-03-20,weapon,0,1,18.0,36.0,2020,תפ
תפ_8188-06-23,weapon,0,12,28.0,46.0,2023,תפ
תפ_1390-09-20,drugs,0,0,3.0,9.0,2020,תפ
תפ_32834-08-16,drugs,0,0,9.0,20.0,2016,תפ
תפ_62278-03-24,drugs,0,0,12.0,24.0,2024,תפ
תפ_56677-02-23,weapon,0,5,28.0,42.0,2023,תפ
עפ_1901-19,weapon,0,0,54.0,90.0,2019,עפ
תפ_32243-08-21,drugs,0,0,19.0,43.0,2021,תפ
תפ_14998-08-16,drugs,8,0,0.0,12.0,2016,תפ
תפ_60792-07-18,weapon,0,2,26.0,52.0,2018,תפ
תפ_15059-08-20,drugs,4,0,15.0,42.0,2020,תפ
תפ_27164-09-23,weapon,0,0,24.0,48.0,2023,תפ
תפ_6681-09-21,drugs,0,0,36.0,72.0,2021,תפ
תפ_6992-06-18,drugs,0,0,10.0,24.0,2018,תפ
תפ_49232-01-17,drugs,0,1,8.0,18.0,2017,תפ
תפ_44877-06-13,weapon,0,1,24.0,44.0,2013,תפ
תפ_31536-01-20,drugs,0,0,2.0,12.0,2020,תפ
תפ_19469-07-22,drugs,0,2,24.0,50.0,2022,תפ
תפ_62893-04-21,drugs,0,0,10.0,24.0,2021,תפ
תפ_13748-03-15,drugs,0,0,6.0,24.0,2015,תפ
תפ_10150-06-13,drugs,0,0,0.0,15.0,2013,תפ
תפ_32523-12-13,drugs,0,0,6.0,18.0,2013,תפ
תפ_4788-09-15,weapon,0,1,6.0,18.0,2015,תפ
תפ_37987-11-23,drugs,0,1,36.0,66.0,2023,תפ
תפ_53777-03-22,drugs,0,0,9.0,18.0,2022,תפ
תפ_70392-03-23,weapon,4,1,66.0,102.0,2023,תפ
תפ_47548-07-15,weapon,0,0,10.0,24.0,2015,תפ
תפ_15801-11-14,drugs,0,0,6.0,14.0,2014,תפ
תפ_2717-07-16,drugs,0,3,18.0,36.0,2016,תפ
תפח_35646-03-11,weapon,0,0,120.0,216.0,2011,תפח
תפ_63100-02-24,weapon,2,2,24.0,40.0,2024,תפ
תפ_59205-02-18,drugs,0,0,8.0,18.0,2018,תפ
תפ_4435-07-19,drugs,3,4,14.0,36.0,2019,תפ
תפ_45713-07-17,weapon,2,1,24.0,48.0,2017,תפ
תפ_58075-11-22,drugs,1,0,6.0,12.0,2022,תפ
תפ_29566-04-21,weapon,0,1,18.0,40.0,2021,תפ
תפ_34526-06-18,weapon,5,5,12.0,36.0,2018,תפ
תפ_60307-10-13,weapon,0,0,6.0,24.0,2013,תפ
תפ_69110-11-20,weapon,0,4,15.0,36.0,2020,תפ
תפ_40834-09-15,weapon,1,0,24.0,48.0,2015,תפ
תפ_633-05-17,weapon,1,4,36.0,72.0,2017,תפ
תפ_5085-07-17,weapon,0,5,9.0,30.0,2017,תפ
תפ_58908-08-19,drugs,0,0,10.0,30.0,2019,תפ
תפ_66147-10-13,drugs,0,0,0.0,12.0,2013,תפ
תפ_25351-06-21,drugs,0,0,6.0,15.0,2021,תפ
תפ_13780-01-13,drugs,0,0,12.0,24.0,2013,תפ
תפ_22338-06-09,weapon,0,1,8.0,30.0,2009,תפ
תפ_54444-04-22,weapon,1,0,36.0,60.0,2022,תפ
תפ_35326-09-23,weapon,0,0,65.0,100.0,2023,תפ
תפ_34366-04-24,weapon,0,0,18.0,36.0,2024,תפ
תפ_6793-04-23,weapon,0,0,12.0,28.0,2023,תפ
תפ_19391-11-24,drugs,0,1,6.0,14.0,2024,תפ
תפ_10788-12-21,drugs,0,0,8.0,20.0,2021,תפ
תפ_35571-06-24,drugs,0,3,24.0,50.0,2024,תפ
תפ_16168-08-15,drugs,0,0,30.0,60.0,2015,תפ
תפ_32363-02-18,drugs,0,0,7.0,18.0,2018,תפ
תפ_15425-02-14,drugs,4,2,12.0,30.0,2014,תפ
תפ_52256-03-20,weapon,6,0,10.0,24.0,2020,תפ
תפ_10003-05-16,drugs,0,0,0.0,15.0,2016,תפ
תפ_57218-12-15,weapon,2,0,18.0,50.0,2015,תפ
תפ_51506-01-22,weapon,0,2,28.0,58.0,2022,תפ
תפ_52188-03-22,weapon,4,0,66.0,96.0,2022,תפ
תפ_67454-11-20,weapon,4,1,20.0,48.0,2020,תפ
תפ_16835-07-16,weapon,1,2,24.0,60.0,2016,תפ
תפ_12325-09-15,weapon,3,0,22.0,48.0,2015,תפ
תפ_31746-10-22,drugs,0,2,8.0,24.0,2022,תפ
תפ_20853-12-22,drugs,0,0,6.0,14.0,2022,תפ
תפ_16143-03-18,drugs,1,0,6.0,20.0,2018,תפ
תפ_4867-04-18,drugs,0,0,0.0,18.0,2018,תפ
תפ_56714-06-19,weapon,0,0,8.0,24.0,2019,תפ
תפ_8304-05-20,drugs,0,0,0.0,8.0,2020,תפ
תפ_44658-09-22,drugs,0,3,11.0,24.0,2022,תפ
תפ_54272-09-14,weapon,0,5,48.0,96.0,2014,תפ
תפ_26521-02-14,weapon,0,1,7.0,30.0,2014,תפ
תפ_30015-07-16,weapon,0,7,24.0,42.0,2016,תפ
תפ_29898-02-14,weapon,3,1,8.0,18.0,2014,תפ
תפ_41967-08-17,weapon,0,4,12.0,24.0,2017,תפ
תפ_9160-02-15,drugs,2,1,45.0,85.0,2015,תפ
תפ_11545-01-19,drugs,1,4,18.0,36.0,2019,תפ
תפ_45191-09-14,weapon,0,0,42.0,96.0,2014,תפ
תפ_54327-08-20,drugs,0,3,10.0,24.0,2020,תפ
תפ_62301-07-22,weapon,0,0,48.0,72.0,2022,תפ
תפ_12125-10-17,drugs,0,0,10.0,32.0,2017,תפ
תפ_34888-05-24,drugs,0,0,16.0,36.0,2024,תפ
תפ_27373-07-20,drugs,0,0,9.0,18.0,2020,תפ
תפ_39668-07-14,drugs,0,0,6.0,12.0,2014,תפ
תפ_18353-12-19,drugs,2,0,6.0,18.0,2019,תפ
תפ_9370-04-15,drugs,1,0,12.0,36.0,2015,תפ
תפ_32659-05-18,weapon,0,5,16.0,48.0,2018,תפ
תפ_1197-06-19,drugs,0,0,18.0,42.0,2019,תפ
תפ_38069-12-20,drugs,0,0,12.0,24.0,2020,תפ
תפ_17501-07-17,drugs,0,1,18.0,30.0,2017,תפ
תפ_45228-07-16,weapon,2,2,10.0,30.0,2016,תפ
תפ_35843-03-22,weapon,0,5,34.0,58.0,2022,תפ
תפ_7874-11-21,drugs,0,0,4.0,12.0,2021,תפ
תפ_13179-07-14,weapon,4,0,14.0,40.0,2014,תפ
תפ_27791-08-16,drugs,0,0,0.0,10.0,2016,תפ
תפ_7597-05-20,weapon,3,0,48.0,108.0,2020,תפ
תפ_32948-06-18,drugs,0,0,0.0,16.0,2018,תפ
עפ_1323-13,weapon,169,0,12.0,48.0,2013,עפ
תפ_25154-10-16,drugs,0,0,12.0,24.0,2016,תפ
תפ_28451-09-17,drugs,1,0,3.0,10.0,2017,תפ
תפ_7860-01-13,weapon,0,0,120.0,168.0,2013,תפ
תפ_47987-12-22,drugs,2,0,30.0,60.0,2022,תפ
תפח_63535-10-13,weapon,0,1,120.0,168.0,2013,תפח
תפ_9968-05-16,weapon,0,4,10.0,24.0,2016,תפ
תפ_998-08-14,weapon,0,2,12.0,30.0,2014,תפ
תפ_66041-01-18,drugs,0,0,18.0,36.0,2018,תפ
תפ_18011-01-20,drugs,0,0,108.0,168.0,2020,תפ
תפ_54272-11-23,drugs,0,2,18.0,36.0,2023,תפ
תפ_38869-11-24,drugs,0,0,15.0,30.0,2024,תפ
תפ_8204-10-13,drugs,0,0,8.0,24.0,2013,תפ
תפ_33834-02-20,drugs,0,0,15.0,35.0,2020,תפ
תפ_4515-02-13,drugs,0,0,10.0,20.0,2013,תפ
תפ_4712-02-24,drugs,3,0,8.0,20.0,2024,תפ
תפ_30972-10-18,weapon,0,3,8.0,30.0,2018,תפ
תפ_9228-05-21,drugs,0,1,18.0,40.0,2021,תפ
תפ_79589-07-24,drugs,0,0,10.0,24.0,2024,תפ
תפ_7684-08-22,drugs,0,0,2.0,8.0,2022,תפ
תפ_15943-12-16,weapon,0,0,12.0,36.0,2016,תפ
תפ_16389-10-13,drugs,0,0,6.0,12.0,2013,תפ
תפ_23577-02-19,drugs,0,3,15.0,30.0,2019,תפ
תפ_51165-08-19,drugs,0,1,12.0,26.0,2019,תפ
תפ_17856-11-21,weapon,0,4,25.0,50.0,2021,תפ
תפ_23659-04-22,drugs,0,6,6.0,20.0,2022,תפ
תפח_31041-04-13,weapon,3,4,72.0,180.0,2013,תפח
תפ_15771-02-13,weapon,0,0,120.0,180.0,2013,תפ
