verdict,domain,in_deg,out_deg,low,high,year,court
תפ_7906-06-15,drugs,0,2,15.0,30.0,2015,תפ
תפ_9111-02-15,weapon,3,1,10.0,36.0,2015,תפ
תפ_53127-06-16,drugs,0,8,6.0,16.0,2016,תפ
תפ_41805-11-12,weapon,1,1,72.0,120.0,2012,תפ
תפ_74742-06-20,weapon,0,2,45.0,65.0,2020,תפ
תפ_38883-05-22,weapon,4,7,18.0,36.0,2022,תפ
תפ_64384-03-16,drugs,0,0,15.0,30.0,2016,תפ
תפ_32882-09-21,weapon,0,1,48.0,72.0,2021,תפ
תפ_35265-10-12,drugs,0,0,3.0,8.0,2012,תפ
תפ_32835-09-21,drugs,0,0,26.0,50.0,2021,תפ
תפ_68352-01-18,drugs,0,0,38.0,68.0,2018,תפ
תפ_52569-05-16,drugs,1,3,36.0,56.0,2016,תפ
תפ_15965-12-21,drugs,0,0,20.0,48.0,2021,תפ
תפ_51649-06-24,drugs,0,0,12.0,24.0,2024,תפ
תפ_40492-12-14,weapon,2,2,7.0,24.0,2014,תפ
תפ_48568-10-15,drugs,2,1,6.0,18.0,2015,תפ
תפ_3429-07-20,weapon,0,5,48.0,72.0,2020,תפ
עפג_36558-08-21,drugs,0,0,12.0,24.0,2021,עפג
תפ_27961-04-18,drugs,2,2,6.0,18.0,2018,תפ
תפ_40886-04-24,drugs,0,0,6.0,15.0,2024,תפ
תפ_23749-12-19,weapon,0,8,30.0,54.0,2019,תפ
תפח_41778-05-11,weapon,0,0,36.0,60.0,2011,תפח
תפ_54432-02-17,weapon,11,4,10.0,30.0,2017,תפ
תפ_45537-07-17,drugs,0,1,10.0,30.0,2017,תפ
תפ_21873-05-14,drugs,6,0,6.0,24.0,2014,תפ
תפ_16794-04-17,drugs,0,0,0.0,9.0,2017,תפ
תפ_23532-07-18,weapon,0,1,24.0,60.0,2018,תפ
תפ_7089-03-21,weapon,0,1,18.0,30.0,2021,תפ
תפ_65068-11-22,drugs,0,2,4.0,12.0,2022,תפ
תפ_14441-01-22,weapon,0,0,10.0,24.0,2022,תפ
תפ_26069-10-19,weapon,3,5,14.0,38.0,2019,תפ
תפ_12376-10-18,weapon,0,0,30.0,60.0,2018,תפ
תפ_50079-03-13,drugs,0,0,48.0,96.0,2013,תפ
תפח_63752-10-15,weapon,1,0,108.0,168.0,2015,תפח
תפ_21561-02-21,drugs,0,0,0.0,12.0,2021,תפ
תפ_27542-11-14,drugs,1,0,3.0,12.0,2014,תפ
תפ_2510-07-19,weapon,0,0,10.0,22.0,2019,תפ
תפ_24964-09-11,weapon,1,0,30.0,60.0,2011,תפ
תפ_10115-02-21,weapon,0,0,60.0,84.0,2021,תפ
תפ_16006-05-14,drugs,0,0,0.0,11.0,2014,תפ
תפ_27685-11-15,weapon,0,1,30.0,60.0,2015,תפ
תפ_15747-08-22,drugs,0,7,24.0,72.0,2022,תפ
תפ_63953-01-24,weapon,0,8,12.0,24.0,2024,תפ
תפ_54455-01-21,weapon,0,0,12.0,36.0,2021,תפ
תפ_53521-04-24,weapon,0,0,12.0,36.0,2024,תפ
תפ_49331-02-16,weapon,0,0,6.0,24.0,2016,תפ
תפ_32561-09-13,drugs,0,0,6.0,20.0,2013,תפ
תפ_52205-06-22,drugs,0,1,6.0,18.0,2022,תפ
תפ_51094-10-14,weapon,3,1,0.0,12.0,2014,תפ
תפ_64660-01-22,drugs,0,1,33.0,60.0,2022,תפ
תפ_34334-04-15,drugs,0,0,12.0,20.0,2015,תפ
תפ_7419-03-15,drugs,0,0,6.0,18.0,2015,תפ
תפ_48537-12-23,weapon,0,0,40.0,70.0,2023,תפ
תפ_63997-02-19,drugs,0,0,24.0,40.0,2019,תפ
תפ_19260-11-14,drugs,0,1,6.0,18.0,2014,תפ
תפ_33541-02-20,drugs,0,1,24.0,48.0,2020,תפ
תפ_39297-02-18,drugs,0,1,8.0,24.0,2018,תפ
תפ_30618-02-18,drugs,3,0,8.0,16.0,2018,תפ
תפ_44169-08-22,weapon,3,4,22.0,40.0,2022,תפ
תפ_12469-10-16,drugs,1,1,6.0,18.0,2016,תפ
תפ_12606-07-22,weapon,0,5,54.0,96.0,2022,תפ
תפ_30538-02-19,drugs,4,3,18.0,54.0,2019,תפ
תפ_20825-08-14,drugs,3,0,1.0,3.0,2014,תפ
תפ_20482-10-16,drugs,0,2,24.0,48.0,2016,תפ
תפ_1659-04-17,drugs,0,0,0.0,18.0,2017,תפ
תפ_6832-11-23,weapon,0,11,20.0,36.0,2023,תפ
תפ_17610-09-15,drugs,2,2,6.0,14.0,2015,תפ
תפ_26685-11-18,drugs,0,0,0.0,8.0,2018,תפ
תפ_39808-05-23,weapon,1,4,36.0,54.0,2023,תפ
תפ_58027-12-21,weapon,2,3,28.0,50.0,2021,תפ
תפחע_7212-11-23,drugs,0,0,240.0,300.0,2023,תפחע
תפ_39831-02-22,weapon,1,1,48.0,62.0,2022,תפ
תפ_16052-05-23,drugs,0,0,12.0,24.0,2023,תפ
תפ_50359-12-17,drugs,0,0,3.0,10.0,2017,תפ
תפ_69278-05-18,drugs,5,2,18.0,48.0,2018,תפ
תפ_39690-02-21,drugs,0,0,6.0,18.0,2021,תפ
תפ_19235-03-13,weapon,0,0,42.0,66.0,2013,תפ
תפ_40111-05-14,weapon,0,0,84.0,156.0,2014,תפ
תפ_25009-02-23,weapon,4,1,20.0,40.0,2023,תפ
תפ_15376-06-13,weapon,0,1,12.0,18.0,2013,תפ
תפ_32339-12-19,weapon,3,3,20.0,50.0,2019,תפ
תפ_27929-03-19,weapon,1,4,9.0,36.0,2019,תפ
תפ_27743-10-21,drugs,0,3,12.0,30.0,2021,תפ
תפ_1463-04-19,drugs,0,0,0.0,10.0,2019,תפ
תפ_23338-07-20,drugs,0,0,12.0,12.0,2020,תפ
תפ_13504-12-09,drugs,0,0,0.0,4.0,2009,תפ
תפ_19856-07-22,drugs,0,0,2.0,9.0,2022,תפ
תפ_9437-11-15,drugs,0,0,6.0,18.0,2015,תפ
תפ_28675-02-12,weapon,0,0,12.0,36.0,2012,תפ
תפ_36220-12-15,drugs,0,0,3.0,12.0,2015,תפ
תפ_59614-09-23,weapon,0,4,34.0,58.0,2023,תפ
תפ_50631-06-23,drugs,2,3,20.0,42.0,2023,תפ
תפ_39214-12-15,drugs,0,3,15.0,30.0,2015,תפ
תפ_4765-11-22,drugs,0,0,7.0,18.0,2022,תפ
תפ_15481-02-22,drugs,1,0,0.0,5.0,2022,תפ
תפ_19932-03-17,drugs,0,0,6.0,18.0,2017,תפ
תפ_5649-09-21,drugs,2,5,36.0,72.0,2021,תפ
תפ_48974-11-20,drugs,0,0,4.0,10.0,2020,תפ
תפ_32264-10-17,weapon,0,1,20.0,36.0,2017,תפ
תפ_13842-12-12,weapon,0,0,5.0,24.0,2012,תפ
תפ_53503-07-17,drugs,0,0,10.0,25.0,2017,תפ
תפ_50551-03-18,weapon,10,0,15.0,40.0,2018,תפ
תפ_13142-02-15,weapon,0,5,20.0,48.0,2015,תפ
תפ_17262-09-22,drugs,0,0,24.0,48.0,2022,תפ
תפ_620-01-17,drugs,6,6,54.0,90.0,2017,תפ
תפ_17860-01-19,weapon,6,1,12.0,36.0,2019,תפ
תפ_68942-01-19,drugs,2,2,21.0,48.0,2019,תפ
תפ_2211-11-19,drugs,1,7,24.0,48.0,2019,תפ
תפ_44505-08-14,drugs,0,0,8.0,24.0,2014,תפ
תפ_64418-09-16,drugs,3,0,0.0,10.0,2016,תפ
תפ_34610-05-12,weapon,0,0,18.0,48.0,2012,תפ
תפ_30702-07-20,drugs,0,0,6.0,18.0,2020,תפ
תפ_522-05-17,weapon,0,2,48.0,96.0,2017,תפ
תפח_43709-11-14,weapon,0,0,384.0,999.0,2014,תפח
תפ_2782-10-12,weapon,0,0,2.0,10.0,2012,תפ
תפ_43245-08-20,weapon,0,2,20.0,84.0,2020,תפ
תפ_14553-12-23,drugs,1,3,28.0,48.0,2023,תפ
תפ_22971-02-22,weapon,0,7,48.0,84.0,2022,תפ
תפ_99-01-18,weapon,0,0,3.0,12.0,2018,תפ
תפ_51354-01-19,drugs,0,0,6.0,24.0,2019,תפ
תפ_55496-07-13,drugs,0,0,3.0,15.0,2013,תפ
תפ_16798-04-13,drugs,0,0,6.0,16.0,2013,תפ
תפ_40450-09-15,weapon,1,1,6.0,24.0,2015,תפ
תפ_66437-07-20,drugs,0,1,30.0,60.0,2020,תפ
תפ_37474-03-20,drugs,0,6,45.0,75.0,2020,תפ
תפח_2606-05-16,weapon,0,3,180.0,252.0,2016,תפח
תפ_7800-05-21,drugs,0,0,10.0,36.0,2021,תפ
תפ_45199-01-22,drugs,1,0,40.0,80.0,2022,תפ
תפ_18336-12-19,drugs,0,0,2.0,12.0,2019,תפ
תפ_16595-03-21,drugs,0,2,9.0,24.0,2021,תפ
תפ_27417-07-23,drugs,0,4,30.0,60.0,2023,תפ
תפ_56601-02-14,weapon,0,0,6.0,20.0,2014,תפ
תפ_41886-08-15,weapon,0,2,12.0,36.0,2015,תפ
תפ_8458-06-16,weapon,0,0,6.0,18.0,2016,תפ
תפ_4612-07-22,weapon,0,3,38.0,60.0,2022,תפ
תפ_16752-10-20,weapon,1,0,18.0,40.0,2020,תפ
תפ_49410-09-23,drugs,0,0,6.0,18.0,2023,תפ
תפ_53541-02-11,drugs,0,0,0.0,6.0,2011,תפ
תפ_52587-01-13,drugs,0,0,3.0,8.0,2013,תפ
תפ_26596-01-24,drugs,0,2,20.0,50.0,2024,תפ
תפ_33552-09-16,weapon,5,1,18.0,42.0,2016,תפ
תפ_60380-03-22,drugs,0,6,40.0,60.0,2022,תפ
תפ_1802-01-21,weapon,0,0,24.0,48.0,2021,תפ
תפ_2058-09-17,weapon,2,4,30.0,60.0,2017,תפ
תפ_16222-01-19,weapon,0,0,3.0,15.0,2019,תפ
תפ_67855-03-22,weapon,0,0,10.0,30.0,2022,תפ
תפ_56177-03-18,weapon,5,2,84.0,132.0,2018,תפ
תפ_7498-11-14,weapon,7,0,36.0,72.0,2014,תפ
תפ_58524-11-19,weapon,6,5,20.0,40.0,2019,תפ
תפ_60321-05-21,drugs,0,0,8.0,20.0,2021,תפ
תפ_52246-06-22,drugs,0,0,12.0,24.0,2022,תפ
תפ_79708-01-25,drugs,0,0,9.0,24.0,2025,תפ
תפ_33252-04-17,drugs,0,0,5.0,16.0,2017,תפ
תפ_5037-10-16,weapon,0,1,20.0,40.0,2016,תפ
תפ_59596-08-18,drugs,0,0,8.0,24.0,2018,תפ
תפ_42761-01-18,drugs,1,6,66.0,102.0,2018,תפ
תפ_18484-08-19,drugs,0,0,2.0,9.0,2019,תפ
תפ_63213-06-20,drugs,0,0,24.0,60.0,2020,תפ
תפ_39019-05-15,drugs,0,0,15.0,30.0,2015,תפ
תפ_10229-09-20,drugs,0,0,5.0,18.0,2020,תפ
תפ_23454-02-17,drugs,2,0,0.0,10.0,2017,תפ
תפ_14061-08-15,drugs,0,0,10.0,24.0,2015,תפ
תפ_116-07-16,drugs,0,3,9.0,20.0,2016,תפ
תפ_57680-10-15,drugs,0,0,6.0,18.0,2015,תפ
תפ_21056-10-19,drugs,0,0,6.0,12.0,2019,תפ
תפ_56714-02-16,drugs,0,0,9.0,24.0,2016,תפ
תפ_29520-01-21,drugs,0,1,9.0,30.0,2021,תפ
תפ_54487-02-16,drugs,4,0,8.0,20.0,2016,תפ
תפ_2043-04-21,drugs,0,0,8.0,18.0,2021,תפ
תפ_26801-10-19,weapon,0,2,3.0,12.0,2019,תפ
תפ_53669-03-22,weapon,0,4,36.0,50.0,2022,תפ
תפ_6678-12-20,drugs,2,2,12.0,36.0,2020,תפ
תפ_41876-08-23,drugs,1,7,30.0,60.0,2023,תפ
תפ_18479-10-21,drugs,0,0,18.0,36.0,2021,תפ
תפ_36704-02-22,weapon,0,2,84.0,108.0,2022,תפ
תפ_15063-11-20,drugs,0,0,20.0,50.0,2020,תפ
תפ_43941-10-14,drugs,2,0,0.0,12.0,2014,תפ
תפ_1580-11-23,weapon,0,7,22.0,50.0,2023,תפ
תפ_16387-08-16,drugs,0,0,3.0,12.0,2016,תפ
תפ_35608-04-18,weapon,16,0,24.0,72.0,2018,תפ
תפ_23782-02-20,weapon,1,1,24.0,60.0,2020,תפ
תפ_72164-03-23,weapon,0,0,54.0,78.0,2023,תפ
תפ_13583-12-21,drugs,0,0,0.0,10.0,2021,תפ
תפ_22555-02-20,drugs,0,0,2.0,8.0,2020,תפ
תפ_27986-11-22,weapon,0,5,32.0,54.0,2022,תפ
תפ_7871-06-14,drugs,3,0,8.0,18.0,2014,תפ
תפ_55489-01-21,drugs,0,0,18.0,36.0,2021,תפ
תפ_47113-02-22,drugs,0,0,8.0,20.0,2022,תפ
תפ_28236-11-16,drugs,0,0,16.0,30.0,2016,תפ
עפ_1238-19,weapon,0,0,5.0,14.0,2019,עפ
תפ_1197-11-21,drugs,1,3,8.0,24.0,2021,תפ
תפ_51886-02-24,drugs,0,6,40.0,65.0,2024,תפ
תפ_32156-02-19,drugs,0,3,18.0,36.0,2019,תפ
תפ_2008-03-14,drugs,0,0,6.0,12.0,2014,תפ
תפ_41803-01-16,drugs,0,0,6.0,18.0,2016,תפ
תפ_8310-10-18,weapon,0,3,6.0,30.0,2018,תפ
תפ_59003-05-24,weapon,0,0,36.0,54.0,2024,תפ
תפ_28725-02-20,drugs,0,0,6.0,18.0,2020,תפ
תפ_23872-02-19,weapon,0,7,18.0,36.0,2019,תפ
תפ_59260-03-16,weapon,0,3,12.0,30.0,2016,תפ
תפ_28282-01-14,weapon,0,0,8.0,24.0,2014,תפ
תפ_67471-06-18,drugs,4,4,9.0,18.0,2018,תפ
תפ_53625-07-22,drugs,0,5,18.0,36.0,2022,תפ
תפ_191230-15,drugs,0,0,24.0,54.0,2015,תפ
תפ_47627-07-15,drugs,3,0,24.0,48.0,2015,תפ
תפח_1168-08,weapon,1,0,24.0,168.0,2008,תפח
עפ_8988-16,drugs,81,0,28.0,48.0,2016,עפ
תפ_66741-06-22,weapon,0,0,8.0,24.0,2022,תפ
תפ_34197-11-21,drugs,0,4,30.0,48.0,2021,תפ
תפח_46590-06-18,weapon,0,1,300.0,360.0,2018,תפח
תפ_67342-07-18,drugs,1,2,18.0,60.0,2018,תפ
תפ_19424-11-15,weapon,0,0,6.0,16.0,2015,תפ
תפ_17109-06-12,drugs,0,0,24.0,84.0,2012,תפ
תפ_34196-02-24,drugs,0,0,2.0,12.0,2024,תפ
תפ_70166-03-23,weapon,3,8,66.0,102.0,2023,תפ
תפ_56648-11-23,drugs,1,0,9.0,18.0,2023,תפ
תפ_27584-11-15,weapon,0,0,36.0,72.0,2015,תפ
תפ_28420-12-14,drugs,1,0,10.0,33.0,2014,תפ
תפ_69225-11-16,drugs,0,0,18.0,36.0,2016,תפ
תפ_4088-10-20,weapon,0,0,34.0,60.0,2020,תפ
תפ_15997-02-20,drugs,0,0,0.0,10.0,2020,תפ
תפ_66922-03-22,drugs,0,4,6.0,18.0,2022,תפ
תפ_33582-01-23,drugs,0,0,24.0,50.0,2023,תפ
תפ_9109-02-16,drugs,0,1,60.0,96.0,2016,תפ
תפ_11608-07-16,drugs,6,3,24.0,42.0,2016,תפ
תפ_44964-02-14,drugs,0,0,5.0,22.0,2014,תפ
תפ_9873-02-17,weapon,0,2,10.0,24.0,2017,תפ
תפ_39193-12-15,weapon,1,4,12.0,36.0,2015,תפ
תפ_8516-03-12,drugs,1,0,72.0,120.0,2012,תפ
תפ_41873-07-14,weapon,0,0,12.0,36.0,2014,תפ
תפ_27581-02-13,weapon,0,1,24.0,8.0,2013,תפ
תפ_6904-12-14,weapon,5,3,12.0,36.0,2014,תפ
תפ_20154-07-20,weapon,0,3,24.0,48.0,2020,תפ
תפ_35364-01-18,weapon,1,4,42.0,72.0,2018,תפ
תפ_52355-03-22,weapon,3,1,19.0,42.0,2022,תפ
תפ_19639-05-19,drugs,0,0,5.0,15.0,2019,תפ
תפ_56173-02-18,drugs,0,0,10.0,26.0,2018,תפ
תפ_9264-02-21,weapon,0,4,14.0,36.0,2021,תפ
תפ_52204-12-21,drugs,1,2,10.0,20.0,2021,תפ
תפ_13525-04-21,drugs,0,0,6.0,14.0,2021,תפ
תפ_1430-07-23,drugs,0,0,10.0,24.0,2023,תפ
תפ_8254-02-20,weapon,0,2,12.0,36.0,2020,תפ
תפ_11014-01-23,weapon,0,0,4.0,12.0,2023,תפ
תפ_33382-01-16,drugs,1,0,9.0,24.0,2016,תפ
תפ_3667-07-15,drugs,0,2,30.0,50.0,2015,תפ
תפ_21477-06-19,drugs,1,2,60.0,96.0,2019,תפ
תפ_273-10-15,weapon,1,1,24.0,48.0,2015,תפ
תפ_5726-02-16,drugs,0,0,18.0,36.0,2016,תפ
תפ_30617-02-22,weapon,0,5,14.0,30.0,2022,תפ
תפ_43009-08-20,weapon,14,2,18.0,36.0,2020,תפ
תפ_37111-12-15,drugs,0,0,14.0,30.0,2015,תפ
תפ_15802-04-22,weapon,0,0,30.0,54.0,2022,תפ
תפ_34507-07-19,weapon,0,0,30.0,60.0,2019,תפ
תפ_7414-01-15,drugs,5,0,8.0,18.0,2015,תפ
תפ_26943-07-17,drugs,0,1,6.0,18.0,2017,תפ
תפק_29591-10-20,drugs,0,0,8.0,20.0,2020,תפק
תפ_41952-02-22,weapon,1,4,30.0,42.0,2022,תפ
תפ_16374-08-19,drugs,0,0,1.0,6.0,2019,תפ
תפ_26792-04-16,drugs,1,2,36.0,60.0,2016,תפ
תפ_59488-11-21,weapon,2,3,30.0,60.0,2021,תפ
תפ_23071-12-22,weapon,0,0,60.0,96.0,2022,תפ
תפ_14885-06-24,weapon,0,3,8.0,18.0,2024,תפ
תפ_26004-12-23,drugs,0,0,30.0,60.0,2023,תפ
תפ_12109-06-15,weapon,3,5,8.0,30.0,2015,תפ
תפ_25053-07-24,weapon,0,3,6.0,24.0,2024,תפ
תפ_24156-11-12,drugs,3,0,10.0,12.0,2012,תפ
תפ_927-09-21,drugs,1,0,8.0,18.0,2021,תפ
תפ_54568-08-24,weapon,0,0,27.0,40.0,2024,תפ
תפ_37966-04-23,weapon,1,1,32.0,54.0,2023,תפ
תפ_25832-11-13,drugs,0,0,0.0,10.0,2013,תפ
תפ_48071-01-23,drugs,1,5,15.0,30.0,2023,תפ
תפ_7271-08-21,drugs,1,0,16.0,36.0,2021,תפ
תפ_11982-05-10,weapon,0,0,36.0,96.0,2010,תפ
תפ_4855-08-15,weapon,1,0,7.0,20.0,2015,תפ
תפ_12213-10-16,weapon,1,2,15.0,36.0,2016,תפ
תפ_9850-08-22,drugs,0,0,3.0,9.0,2022,תפ
תפ_520-05-14,drugs,0,0,9.0,24.0,2014,תפ
תפ_55068-09-14,drugs,0,0,8.0,18.0,2014,תפ
תפ_45644-11-22,drugs,0,0,16.0,36.0,2022,תפ
תפ_58553-06-21,drugs,0,0,30.0,60.0,2021,תפ
תפ_24689-03-15,drugs,1,0,6.0,20.0,2015,תפ
תפ_42431-08-23,drugs,1,2,15.0,30.0,2023,תפ
תפ_10316-06-13,drugs,4,1,6.0,24.0,2013,תפ
תפ_639-02-14,drugs,0,0,8.0,18.0,2014,תפ
תפ_6985-07-22,weapon,4,4,30.0,48.0,2022,תפ
תפ_978-02-24,weapon,0,0,24.0,42.0,2024,תפ
תפ_11220-12-18,drugs,1,6,24.0,60.0,2018,תפ
תפ_53450-04-13,drugs,0,0,6.0,14.0,2013,תפ
תפ_30094-09-19,drugs,0,2,7.0,18.0,2019,תפ
תפ_824-06-17,drugs,0,1,8.0,20.0,2017,תפ
תפ_9723-10-19,weapon,0,0,12.0,30.0,2019,תפ
תפ_63561-01-15,drugs,0,0,0.0,8.0,2015,תפ
תפ_60349-11-16,drugs,5,0,12.0,48.0,2016,תפ
תפ_9561-03-21,drugs,0,1,10.0,28.0,2021,תפ
תפ_23796-08-14,weapon,0,0,15.0,40.0,2014,תפ
תפ_68578-11-16,drugs,0,0,8.0,30.0,2016,תפ
תפ_69643-05-18,weapon,0,0,12.0,24.0,2018,תפ
תפ_66310-07-17,weapon,4,5,12.0,36.0,2017,תפ
תפ_46424-05-24,drugs,0,4,10.0,24.0,2024,תפ
תפ_58562-06-21,drugs,0,1,8.0,18.0,2021,תפ
תפ_21355-08-18,drugs,1,1,6.0,18.0,2018,תפ
תפ_22371-09-21,drugs,0,0,6.0,12.0,2021,תפ
תפ_23774-03-17,drugs,1,3,10.0,24.0,2017,תפ
תפ_18557-10-21,weapon,1,6,27.0,52.0,2021,תפ
תפח_20524-05-12,weapon,0,0,12.0,36.0,2012,תפח
תפ_21991-04-20,drugs,0,1,25.0,50.0,2020,תפ
תפ_41271-08-14,weapon,1,2,12.0,48.0,2014,תפ
תפ_19985-04-14,drugs,0,0,0.0,15.0,2014,תפ
תפ_35566-04-18,drugs,0,0,18.0,36.0,2018,תפ
תפ_23642-03-17,drugs,0,0,60.0,96.0,2017,תפ
תפ_34898-10-21,drugs,0,0,4.0,12.0,2021,תפ
תפ_14754-02-13,weapon,0,0,8.0,24.0,2013,תפ
תפ_26298-07-23,drugs,0,0,9.0,24.0,2023,תפ
תפ_2312-01-21,weapon,0,3,6.0,18.0,2021,תפ
תפ_32585-03-21,weapon,4,0,10.0,18.0,2021,תפ
תפ_5013-12,weapon,3,2,36.0,72.0,2012,תפ
תפ_28162-11-16,drugs,0,1,15.0,36.0,2016,תפ
תפ_61056-01-16,weapon,0,0,3.0,12.0,2016,תפ
תפ_1175-08-21,drugs,0,4,10.0,24.0,2021,תפ
תפ_42974-11-12,drugs,0,0,8.0,18.0,2012,תפ
תפ_530-02-13,weapon,0,0,18.0,45.0,2013,תפ
תפ_62580-12-18,drugs,0,0,3.0,9.0,2018,תפ
תפ_12451-03-23,drugs,0,0,2.0,10.0,2023,תפ
תפ_3537-01-23,weapon,3,2,16.0,30.0,2023,תפ
תפ_27780-05-15,weapon,1,2,6.0,20.0,2015,תפ
תפ_48983-06-18,drugs,0,3,0.0,8.0,2018,תפ
תפ_33916-02-22,drugs,1,4,20.0,46.0,2022,תפ
תפ_18944-02-19,drugs,0,2,30.0,48.0,2019,תפ
תפ_35163-03-18,weapon,0,0,24.0,72.0,2018,תפ
תפ_72237-05-24,weapon,0,0,12.0,24.0,2024,תפ
תפ_49923-08-18,drugs,0,0,12.0,24.0,2018,תפ
תפ_10078-11-13,weapon,0,0,3.0,8.0,2013,תפ
תפ_37002-02-16,drugs,1,1,5.0,18.0,2016,תפ
תפ_7467-12-20,weapon,0,5,42.0,60.0,2020,תפ
תפ_1838-02-16,drugs,1,1,8.0,20.0,2016,תפ
תפ_1387-01-22,drugs,0,0,18.0,36.0,2022,תפ
תפ_32956-11-20,drugs,1,3,24.0,48.0,2020,תפ
תפ_24379-12-20,drugs,0,2,7.0,20.0,2020,תפ
תפ_26622-12-23,weapon,0,0,12.0,30.0,2023,תפ
תפ_35904-07-14,drugs,0,1,10.0,50.0,2014,תפ
תפ_13632-08-17,weapon,0,5,15.0,30.0,2017,תפ
תפ_64206-07-21,drugs,1,0,1.0,6.0,2021,תפ
תפ_67193-02-19,drugs,1,0,16.0,62.0,2019,תפ
תפ_30558-12-21,drugs,1,2,9.0,20.0,2021,תפ
תפ_15712-06-13,drugs,0,1,3.0,15.0,2013,תפ
תפ_30391-06-20,weapon,1,0,24.0,48.0,2020,תפ
תפ_4353-02-23,weapon,0,4,12.0,36.0,2023,תפ
תפ_46051-06-15,drugs,1,1,4.0,18.0,2015,תפ
תפ_36823-02-21,drugs,0,4,36.0,72.0,2021,תפ
תפ_45432-11-15,weapon,0,4,24.0,60.0,2015,תפ
תפ_54543-06-21,drugs,0,6,18.0,44.0,2021,תפ
תפ_10300-06-20,weapon,4,2,24.0,60.0,2020,תפ
תפ_9304-08-09,weapon,0,0,6.0,18.0,2009,תפ
תפ_8900-11-22,drugs,0,2,6.0,12.0,2022,תפ
תפ_12194-06-23,drugs,4,3,28.0,60.0,2023,תפ
תפ_16638-07-21,weapon,0,1,7.0,14.0,2021,תפ
תפ_49995-09-17,weapon,9,0,6.0,18.0,2017,תפ
תפ_39535-03-13,weapon,0,0,12.0,36.0,2013,תפ
תפח_53498-02-20,weapon,0,1,120.0,156.0,2020,תפח
תפ_26036-08-21,weapon,2,4,20.0,50.0,2021,תפ
עפ_6029-03,drugs,125,0,10.0,20.0,2003,עפ
תפ_4039-05-19,drugs,0,0,22.0,40.0,2019,תפ
תפ_26019-02-18,drugs,0,0,30.0,60.0,2018,תפ
תפ_45965-07-16,weapon,1,2,6.0,18.0,2016,תפ
תפ_49467-11-20,drugs,0,0,4.0,14.0,2020,תפ
תפ_2003-15,drugs,3,0,6.0,24.0,2015,תפ
תפ_30191-05-15,weapon,0,2,36.0,720.0,2015,תפ
תפ_3503-09-20,drugs,2,3,12.0,24.0,2020,תפ
תפ_63505-01-17,weapon,0,4,6.0,14.0,2017,תפ
תפ_16058-02-19,drugs,0,2,16.0,32.0,2019,תפ
תפ_14829-07-16,drugs,2,2,6.0,18.0,2016,תפ
תפ_53884-05-21,drugs,0,0,2.0,12.0,2021,תפ
תפ_1589-02-16,weapon,0,4,18.0,30.0,2016,תפ
תפ_58621-06-19,weapon,0,0,6.0,18.0,2019,תפ
תפ_61258-11-21,drugs,0,1,9.0,24.0,2021,תפ
תפ_4677-02-14,drugs,0,1,6.0,12.0,2014,תפ
תפ_11199-09-21,drugs,0,3,42.0,84.0,2021,תפ
תפ_13044-03-22,weapon,0,0,18.0,36.0,2022,תפ
תפ_56739-09-20,weapon,7,5,18.0,36.0,2020,תפ
תפ_43597-08-21,weapon,0,4,18.0,36.0,2021,תפ
תפ_68454-05-18,drugs,2,0,0.0,18.0,2018,תפ
תפ_58269-02-19,drugs,0,1,4.0,14.0,2019,תפ
עפג_9036-02-23,weapon,0,0,0.0,8.0,2023,עפג
תפ_14020-05-15,weapon,0,0,3.0,12.0,2015,תפ
תפ_2599-09-17,drugs,0,3,36.0,84.0,2017,תפ
תפ_26868-10-20,drugs,0,0,6.0,18.0,2020,תפ
עפג_42358-10-14,weapon,0,0,7.0,20.0,2014,עפג
תפ_14236-12-21,drugs,0,0,6.0,12.0,2021,תפ
תפ_52557-08-15,weapon,0,1,6.0,12.0,2015,תפ
תפ_56235-06-13,drugs,2,0,24.0,48.0,2013,תפ
תפ_16541-01-21,weapon,2,3,22.0,48.0,2021,תפ
תפ_52145-01-20,drugs,0,3,6.0,18.0,2020,תפ
עפ_2283-22,weapon,53,0,18.0,40.0,2022,עפ
תפ_18114-03-14,weapon,0,1,4.0,9.0,2014,תפ
תפ_3106-09-24,weapon,0,0,6.0,15.0,2024,תפ
תפ_55877-12-22,weapon,0,0,10.0,24.0,2022,תפ
תפ_50754-02-20,drugs,0,0,6.0,24.0,2020,תפ
תפ_66114-01-23,drugs,2,3,6.0,16.0,2023,תפ
תפ_14488-04-19,weapon,2,1,17.0,40.0,2019,תפ
תפ_5683-04-21,weapon,0,0,30.0,60.0,2021,תפ
תפ_28241-11-15,drugs,0,0,15.0,30.0,2015,תפ
תפ_14547-02-15,weapon,0,0,5.0,9.0,2015,תפ
תפ_38550-12-23,weapon,0,1,22.0,45.0,2023,תפ
תפ_2724-08-19,weapon,0,1,9.0,36.0,2019,תפ
עפ_1987-15,drugs,32,0,24.0,44.0,2015,עפ
פל_9037-11-12,drugs,0,0,18.0,48.0,2012,פל
תפ_39345-03-20,weapon,1,14,30.0,60.0,2020,תפ
תפ_4636-12-13,drugs,0,0,15.0,30.0,2013,תפ
תפ_40055-10-18,drugs,0,0,4.0,12.0,2018,תפ
תפ_28246-06-21,weapon,2,2,84.0,120.0,2021,תפ
תפ_51183-08-20,weapon,0,0,12.0,36.0,2020,תפ
