domain,rep,model,task,F1,AP_PR
drugs,GPT-Schema,gemma3_27b,1,0.8543689320388349,0.8926554139981561
drugs,GPT-Schema,llama3_70b,0,0.8333333333333334,0.8811984368215372
drugs,GPT-Schema,llama3_70b,1,0.8080808080808081,0.8531348570375926
drugs,GPT-Schema,qwen3_235b,0,0.84375,0.9305277959511244
drugs,GPT-Schema,qwen3_235b,1,0.8125,0.8905015344251184
drugs,GPT-Schema,qwen_hf,0,0.8378378378378378,0.9208242588212193
drugs,GPT-Schema,qwen_hf,1,0.8205128205128205,0.8977884624101445
drugs,GPT-Free,gpt4,0,0.8831168831168831,0.921114673641232
drugs,GPT-Free,gpt4,1,0.8043478260869565,0.877646870923026
drugs,GPT-Free,gpt5mini,0,0.8947368421052632,0.9413073750737613
drugs,GPT-Free,gpt5mini,1,0.8461538461538461,0.9052155939129003
drugs,GPT-Free,gpt52,0,0.8767123287671232,0.9236137113580722
drugs,GPT-Free,gpt52,1,0.8163265306122449,0.8903635484483227
drugs,GPT-Free,gpt51_thinking,0,0.8985507246376812,0.930116118784219
drugs,GPT-Free,gpt51_thinking,1,0.8155339805825242,0.8928886025522389
drugs,GPT-Free,claude_sonnet_4_6,0,0.8732394366197183,0.8952351568959163
drugs,GPT-Free,claude_sonnet_4_6,1,0.8163265306122449,0.8697760987157943
drugs,GPT-Free,gemini_25_pro,0,0.8695652173913043,0.8631828811148056
drugs,GPT-Free,gemini_25_pro,1,0.8125,0.8410689413025012
drugs,GPT-Free,gemini_3_flash,0,0.8888888888888888,0.8899125847618311
drugs,GPT-Free,gemini_3_flash,1,0.8041237113402062,0.8650795543063807
drugs,GPT-Free,gemma3_27b,0,0.8787878787878788,0.9033296103198524
drugs,GPT-Free,gemma3_27b,1,0.8035714285714286,0.868869693377581
drugs,GPT-Free,llama3_70b,0,0.8421052631578947,0.8966999848412284
drugs,GPT-Free,llama3_70b,1,0.7789473684210526,0.8431391609735621
drugs,GPT-Free,qwen3_235b,0,0.8732394366197183,0.9267312542016295
drugs,GPT-Free,qwen3_235b,1,0.8080808080808081,0.8782664701178688
drugs,GPT-Free,qwen_hf,0,0.8823529411764706,0.9337286295278776
drugs,GPT-Free,qwen_hf,1,0.7956989247311828,0.8817961031779981
drugs,GPT-Law,gpt4,0,0.8918918918918919,0.9151709981834206
drugs,GPT-Law,gpt4,1,0.7956989247311828,0.8755636237782793
drugs,GPT-Law,gpt5mini,0,0.8888888888888888,0.9145230287960111
drugs,GPT-Law,gpt5mini,1,0.7865168539325843,0.8603842081755895
drugs,GPT-Law,gpt52,0,0.8767123287671232,0.9075817481512096
drugs,GPT-Law,gpt52,1,0.8,0.8672739048442251
drugs,GPT-Law,gpt51_thinking,0,0.8823529411764706,0.9027442356850957
drugs,GPT-Law,gpt51_thinking,1,0.8172043010752689,0.8709927277904561
drugs,GPT-Law,claude_sonnet_4_6,0,0.8888888888888888,0.9282365442834037
drugs,GPT-Law,claude_sonnet_4_6,1,0.8131868131868132,0.8902694733550581
drugs,GPT-Law,gemini_25_pro,0,0.8648648648648649,0.8675986905974079
drugs,GPT-Law,gemini_25_pro,1,0.8043478260869565,0.845829877609513
drugs,GPT-Law,gemini_3_flash,0,0.8648648648648649,0.8666134784806622
drugs,GPT-Law,gemini_3_flash,1,0.8041237113402062,0.8488505460218602
drugs,GPT-Law,gemma3_27b,0,0.8148148148148148,0.8738782660699254
drugs,GPT-Law,gemma3_27b,1,0.7878787878787878,0.8449807930293701
drugs,GPT-Law,llama3_70b,0,0.8059701492537313,0.87470454867194
drugs,GPT-Law,llama3_70b,1,0.7678571428571429,0.8575764902233483
drugs,GPT-Law,qwen3_235b,0,0.8656716417910447,0.8974768961741827
drugs,GPT-Law,qwen3_235b,1,0.8,0.8764758150379135
drugs,GPT-Law,qwen_hf,0,0.8405797101449275,0.8943571185537531
drugs,GPT-Law,qwen_hf,1,0.7708333333333334,0.8601603120060908
drugs,Raw-Facts,gpt4,0,0.8767123287671232,0.8860496964518647
drugs,Raw-Facts,gpt4,1,0.8,0.868547434547384
drugs,Raw-Facts,gpt5mini,0,0.9090909090909091,0.95843663805578
drugs,Raw-Facts,gpt5mini,1,0.7906976744186046,0.8867759359561036
drugs,Raw-Facts,gpt52,0,0.8732394366197183,0.9256306963136232
drugs,Raw-Facts,gpt52,1,0.8351648351648352,0.8936881396832617
drugs,Raw-Facts,gpt51_thinking,0,0.8985507246376812,0.9216325295255404
drugs,Raw-Facts,gpt51_thinking,1,0.8260869565217391,0.8801445945199855
drugs,Raw-Facts,claude_sonnet_4_6,0,0.8611111111111112,0.9113787265521539
drugs,Raw-Facts,claude_sonnet_4_6,1,0.8421052631578947,0.8891211643806751
drugs,Raw-Facts,gemini_25_pro,0,0.8857142857142857,0.8891657154704136
drugs,Raw-Facts,gemini_25_pro,1,0.7954545454545454,0.8469978500033256
drugs,Raw-Facts,gemini_3_flash,0,0.8888888888888888,0.8936727063435137
drugs,Raw-Facts,gemini_3_flash,1,0.8247422680412371,0.8799124519810768
drugs,Raw-Facts,gemma3_27b,0,0.8292682926829268,0.8821982745387
drugs,Raw-Facts,gemma3_27b,1,0.8148148148148148,0.8639446939003678
drugs,Raw-Facts,llama3_70b,0,0.8533333333333334,0.8708907199057807
drugs,Raw-Facts,llama3_70b,1,0.7835051546391752,0.8229220973258601
drugs,Raw-Facts,qwen3_235b,0,0.8648648648648649,0.8907909817062961
drugs,Raw-Facts,qwen3_235b,1,0.8085106382978723,0.8685672413398374
drugs,Raw-Facts,qwen_hf,0,0.8205128205128205,0.8564272668497912
drugs,Raw-Facts,qwen_hf,1,0.8247422680412371,0.8497127431686308
drugs,Hybrid-Manual,gpt4,0,0.8888888888888888,0.9520180434708833
drugs,Hybrid-Manual,gpt4,1,0.8367346938775511,0.91860246986051
drugs,Hybrid-Manual,gpt5mini,0,0.8648648648648649,0.9459488116429433
drugs,Hybrid-Manual,gpt5mini,1,0.8387096774193549,0.91540061977951
drugs,Hybrid-Manual,gpt52,0,0.8732394366197183,0.9479896242191326
drugs,Hybrid-Manual,gpt52,1,0.8351648351648352,0.9134104693507119
drugs,Hybrid-Manual,gpt51_thinking,0,0.8985507246376812,0.9440024953103056
drugs,Hybrid-Manual,gpt51_thinking,1,0.82,0.8970058044732779
drugs,Hybrid-Manual,claude_sonnet_4_6,0,0.9041095890410958,0.9635395788766283
drugs,Hybrid-Manual,claude_sonnet_4_6,1,0.8163265306122449,0.9120831300898344
drugs,Hybrid-Manual,gemini_25_pro,0,0.88,0.8982796480874744
drugs,Hybrid-Manual,gemini_25_pro,1,0.8041237113402062,0.8922795424912511
drugs,Hybrid-Manual,gemini_3_flash,0,0.8695652173913043,0.9270964981932465
drugs,Hybrid-Manual,gemini_3_flash,1,0.8421052631578947,0.8992022775736601
drugs,Hybrid-Manual,gemma3_27b,0,0.88,0.9242504409171075
drugs,Hybrid-Manual,gemma3_27b,1,0.8118811881188119,0.8801906683123407
drugs,Hybrid-Manual,llama3_70b,0,0.868421052631579,0.9253240458271973
drugs,Hybrid-Manual,llama3_70b,1,0.7872340425531915,0.8593245315427285
drugs,Hybrid-Manual,qwen3_235b,0,0.8857142857142857,0.940787985413601
drugs,Hybrid-Manual,qwen3_235b,1,0.8163265306122449,0.882871119211746
drugs,Hybrid-Manual,qwen_hf,0,0.8918918918918919,0.9451306225571464
drugs,Hybrid-Manual,qwen_hf,1,0.8421052631578947,0.9062862447080661
drugs,Hybrid-Full,gpt4,0,0.8405797101449275,0.9264477995531346
drugs,Hybrid-Full,gpt4,1,0.82,0.8890026476719204
drugs,Hybrid-Full,gpt5mini,0,0.85,0.9373146915402555
drugs,Hybrid-Full,gpt5mini,1,0.8,0.8857864487689828
drugs,Hybrid-Full,gpt52,0,0.9117647058823529,0.9631152106853555
drugs,Hybrid-Full,gpt52,1,0.8478260869565217,0.9170447876238537
drugs,Hybrid-Full,gpt51_thinking,0,0.8955223880597015,0.9493440563268151
drugs,Hybrid-Full,gpt51_thinking,1,0.84,0.9088008803282307
drugs,Hybrid-Full,claude_sonnet_4_6,0,0.9117647058823529,0.9719009527394621
drugs,Hybrid-Full,claude_sonnet_4_6,1,0.8367346938775511,0.9077371602548996
drugs,Hybrid-Full,gemini_25_pro,0,0.8918918918918919,0.9112699428628468
drugs,Hybrid-Full,gemini_25_pro,1,0.8172043010752689,0.860247153344175
drugs,Hybrid-Full,gemini_3_flash,0,0.8888888888888888,0.9514023029527489
drugs,Hybrid-Full,gemini_3_flash,1,0.8235294117647058,0.8944526963773876
drugs,Hybrid-Full,gemma3_27b,0,0.868421052631579,0.89701540436457
drugs,Hybrid-Full,gemma3_27b,1,0.822429906542056,0.8682626250451262
drugs,Hybrid-Full,llama3_70b,0,0.8493150684931506,0.8671815408085431
drugs,Hybrid-Full,llama3_70b,1,0.7899159663865546,0.8519948694273565
drugs,Hybrid-Full,qwen3_235b,0,0.8615384615384616,0.9336572272319782
drugs,Hybrid-Full,qwen3_235b,1,0.8141592920353983,0.8910851259366797
drugs,Hybrid-Full,qwen_hf,0,0.8571428571428571,0.9266406588135702
drugs,Hybrid-Full,qwen_hf,1,0.8,0.877322350970885
weapon,Manual,gpt4,0,0.7472527472527473,0.77487248815609
weapon,Manual,gpt4,1,0.821917808219178,0.8924105846201398
weapon,Manual,gpt5mini,0,0.7012987012987013,0.7215084710113254
weapon,Manual,gpt5mini,1,0.7741935483870968,0.8436853011951544
weapon,Manual,gpt52,0,0.7341772151898734,0.7959496242312321
weapon,Manual,gpt52,1,0.8461538461538461,0.8785845375876233
weapon,Manual,gpt51_thinking,0,0.7727272727272727,0.8152594519845273
weapon,Manual,gpt51_thinking,1,0.8688524590163934,0.8937846762697852
weapon,Manual,claude_sonnet_4_6,0,0.7358490566037735,0.7477229998335255
weapon,Manual,claude_sonnet_4_6,1,0.8503937007874016,0.8585827222231696
weapon,Manual,gemini_25_pro,0,0.7346938775510204,0.7869334648165841
weapon,Manual,gemini_25_pro,1,0.7971014492753623,0.8452585251036139
weapon,Manual,gemini_3_flash,0,0.7128712871287128,0.7527186359292427
weapon,Manual,gemini_3_flash,1,0.8549618320610687,0.8997004100356726
weapon,Manual,gemma3_27b,0,0.6451612903225806,0.6397940906126426
weapon,Manual,gemma3_27b,1,0.8053691275167785,0.771145187475963
weapon,Manual,llama3_70b,0,0.544,0.5415723949140504
weapon,Manual,llama3_70b,1,0.726027397260274,0.6716532716019193
weapon,Manual,qwen3_235b,0,0.6582278481012658,0.67427956260137
weapon,Manual,qwen3_235b,1,0.7891156462585034,0.8211985117172922
weapon,Manual,qwen_hf,0,0.673469387755102,0.664445775217183
weapon,Manual,qwen_hf,1,0.8115942028985508,0.8340191354636122
weapon,GPT-Schema,gpt4,0,0.7,0.7231042999638073
weapon,GPT-Schema,gpt4,1,0.7819548872180451,0.8227616713694277
weapon,GPT-Schema,gpt5mini,0,0.7045454545454546,0.7053547184133434
weapon,GPT-Schema,gpt5mini,1,0.7786259541984732,0.7561868664218732
weapon,GPT-Schema,gpt52,0,0.7608695652173914,0.7320811176300785
weapon,GPT-Schema,gpt52,1,0.7964601769911505,0.8280874436631922
weapon,GPT-Schema,gpt51_thinking,0,0.72,0.7573415864110653
weapon,GPT-Schema,gpt51_thinking,1,0.7671232876712328,0.8000914149659581
weapon,GPT-Schema,claude_sonnet_4_6,0,0.7551020408163265,0.7496699324919696
weapon,GPT-Schema,claude_sonnet_4_6,1,0.7899159663865546,0.7970392092080426
weapon,GPT-Schema,gemini_25_pro,0,0.6987951807228916,0.7670755315486103
weapon,GPT-Schema,gemini_25_pro,1,0.7741935483870968,0.8246146116380458
weapon,GPT-Schema,gemini_3_flash,0,0.75,0.7692179990573536
weapon,GPT-Schema,gemini_3_flash,1,0.8057553956834532,0.857356097318054
weapon,GPT-Schema,gemma3_27b,0,0.6086956521739131,0.5916040817299668
weapon,GPT-Schema,gemma3_27b,1,0.7388535031847133,0.6750487454564895
weapon,GPT-Schema,llama3_70b,0,0.5294117647058824,0.5041447473298262
weapon,GPT-Schema,llama3_70b,1,0.654320987654321,0.607648564802265
weapon,GPT-Schema,qwen3_235b,0,0.6875,0.6572800138359609
weapon,GPT-Schema,qwen3_235b,1,0.7671232876712328,0.7775276691100476
weapon,GPT-Schema,qwen_hf,0,0.6285714285714286,0.641896337547474
weapon,GPT-Schema,qwen_hf,1,0.7284768211920529,0.7320756584046271
weapon,GPT-Free,gpt4,0,0.7160493827160493,0.7554780406523272
weapon,GPT-Free,gpt4,1,0.7457627118644068,0.8336762800381194
weapon,GPT-Free,gpt5mini,0,0.6829268292682927,0.679878260809953
weapon,GPT-Free,gpt5mini,1,0.7391304347826086,0.7760833098728257
weapon,GPT-Free,gpt52,0,0.7222222222222222,0.7829389037011127
weapon,GPT-Free,gpt52,1,0.8029197080291971,0.8544490842190057
weapon,GPT-Free,gpt51_thinking,0,0.7032967032967034,0.7225123758055153
weapon,GPT-Free,gpt51_thinking,1,0.7777777777777778,0.8203483117728787
weapon,GPT-Free,claude_sonnet_4_6,0,0.6923076923076923,0.7644126487169289
weapon,GPT-Free,claude_sonnet_4_6,1,0.7786259541984732,0.8512321469206894
weapon,GPT-Free,gemini_25_pro,0,0.6666666666666666,0.6669666044872072
weapon,GPT-Free,gemini_25_pro,1,0.7549668874172185,0.7805081943281664
weapon,GPT-Free,gemini_3_flash,0,0.7333333333333333,0.6484071559698402
weapon,GPT-Free,gemini_3_flash,1,0.7647058823529411,0.8111404043739534
weapon,GPT-Free,gemma3_27b,0,0.6306306306306306,0.534318440672886
weapon,GPT-Free,gemma3_27b,1,0.7424242424242424,0.6928340957516296
weapon,GPT-Free,llama3_70b,0,0.5684210526315789,0.5550102779246566
weapon,GPT-Free,llama3_70b,1,0.7065868263473054,0.6977326371529877
weapon,GPT-Free,qwen3_235b,0,0.7037037037037037,0.6958491319140306
weapon,GPT-Free,qwen3_235b,1,0.7596899224806202,0.7810196658652511
weapon,GPT-Free,qwen_hf,0,0.6481481481481481,0.6472396504786149
weapon,GPT-Free,qwen_hf,1,0.76,0.7960923712945426
weapon,GPT-Law,gpt4,0,0.6262626262626263,0.6682291042765478
weapon,GPT-Law,gpt4,1,0.75,0.817870177082521
weapon,GPT-Law,gpt5mini,0,0.6206896551724138,0.6295822086500712
weapon,GPT-Law,gpt5mini,1,0.7577639751552795,0.7930997292725546
weapon,GPT-Law,gpt52,0,0.6756756756756757,0.7237517302203395
weapon,GPT-Law,gpt52,1,0.828125,0.8323472672664911
weapon,GPT-Law,gpt51_thinking,0,0.7096774193548387,0.7227215128995055
weapon,GPT-Law,gpt51_thinking,1,0.7833333333333333,0.8304058694394469
weapon,GPT-Law,claude_sonnet_4_6,0,0.6666666666666666,0.6921821613352709
weapon,GPT-Law,claude_sonnet_4_6,1,0.7887323943661971,0.7945250287330963
weapon,GPT-Law,gemini_25_pro,0,0.6019417475728155,0.5934151672607915
weapon,GPT-Law,gemini_25_pro,1,0.7218045112781954,0.7757646297434216
weapon,GPT-Law,gemini_3_flash,0,0.68,0.6445515790757957
weapon,GPT-Law,gemini_3_flash,1,0.7868852459016393,0.8393424532860947
weapon,GPT-Law,gemma3_27b,0,0.578125,0.5361216132303122
weapon,GPT-Law,gemma3_27b,1,0.7516778523489933,0.6962304949424594
weapon,GPT-Law,llama3_70b,0,0.5669291338582677,0.5723864993117334
weapon,GPT-Law,llama3_70b,1,0.7297297297297297,0.6954371389777373
weapon,GPT-Law,qwen3_235b,0,0.6526315789473685,0.6473014074408117
weapon,GPT-Law,qwen3_235b,1,0.7225806451612903,0.7449717609047026
weapon,GPT-Law,qwen_hf,0,0.6206896551724138,0.5623024344325327
weapon,GPT-Law,qwen_hf,1,0.7445255474452555,0.7057196415405655
weapon,Raw-Facts,gpt4,0,0.7586206896551724,0.7526284135696577
weapon,Raw-Facts,gpt4,1,0.7777777777777778,0.8497383800348517
weapon,Raw-Facts,gpt5mini,0,0.6666666666666666,0.6744959399030939
weapon,Raw-Facts,gpt5mini,1,0.75,0.7821333108477981
weapon,Raw-Facts,gpt52,0,0.7341772151898734,0.7864117026305216
weapon,Raw-Facts,gpt52,1,0.8,0.8353387690218947
weapon,Raw-Facts,gpt51_thinking,0,0.7252747252747253,0.733133959446719
weapon,Raw-Facts,gpt51_thinking,1,0.7878787878787878,0.8566985020887964
weapon,Raw-Facts,claude_sonnet_4_6,0,0.7532467532467533,0.7740336304199904
weapon,Raw-Facts,claude_sonnet_4_6,1,0.782608695652174,0.8626305797193226
weapon,Raw-Facts,gemini_25_pro,0,0.65,0.652422130392965
weapon,Raw-Facts,gemini_25_pro,1,0.7692307692307693,0.8213002159586709
weapon,Raw-Facts,gemini_3_flash,0,0.7157894736842105,0.6380652555855366
weapon,Raw-Facts,gemini_3_flash,1,0.7851851851851852,0.8195460038926462
weapon,Raw-Facts,gemma3_27b,0,0.7102803738317757,0.6674255284011381
weapon,Raw-Facts,gemma3_27b,1,0.7878787878787878,0.8303994728389891
weapon,Raw-Facts,llama3_70b,0,0.5806451612903226,0.6331646824299991
weapon,Raw-Facts,llama3_70b,1,0.7172413793103448,0.7325622181174376
weapon,Raw-Facts,qwen3_235b,0,0.7209302325581395,0.6656941475433594
weapon,Raw-Facts,qwen3_235b,1,0.7819548872180451,0.8419720458905356
weapon,Raw-Facts,qwen_hf,0,0.6732673267326733,0.6364318230384975
weapon,Raw-Facts,qwen_hf,1,0.7692307692307693,0.8349725441227625
weapon,Hybrid-Manual,gpt4,0,0.7567567567567568,0.8276437003932839
weapon,Hybrid-Manual,gpt4,1,0.8027210884353742,0.8829926438068576
weapon,Hybrid-Manual,gpt5mini,0,0.7126436781609196,0.7160395496005355
weapon,Hybrid-Manual,gpt5mini,1,0.8142857142857143,0.8128048517958074
weapon,Hybrid-Manual,gpt52,0,0.7608695652173914,0.7441212425776726
weapon,Hybrid-Manual,gpt52,1,0.8296296296296296,0.8827680306856543
weapon,Hybrid-Manual,gpt51_thinking,0,0.7619047619047619,0.807867784455041
weapon,Hybrid-Manual,gpt51_thinking,1,0.8142857142857143,0.8974215781663937
weapon,Hybrid-Manual,claude_sonnet_4_6,0,0.7469879518072289,0.8111494209413854
weapon,Hybrid-Manual,claude_sonnet_4_6,1,0.8321167883211679,0.8966119376123697
weapon,Hybrid-Manual,gemini_25_pro,0,0.72,0.6826305403516866
weapon,Hybrid-Manual,gemini_25_pro,1,0.8264462809917356,0.8487075638260684
weapon,Hybrid-Manual,gemini_3_flash,0,0.7073170731707317,0.6940118620730786
weapon,Hybrid-Manual,gemini_3_flash,1,0.821917808219178,0.8503483391330298
weapon,Hybrid-Manual,gemma3_27b,0,0.6728971962616822,0.6281391244484071
weapon,Hybrid-Manual,gemma3_27b,1,0.7714285714285715,0.7405158735227543
weapon,Hybrid-Manual,llama3_70b,0,0.6153846153846154,0.5345282669516692
weapon,Hybrid-Manual,llama3_70b,1,0.72,0.7136973439264162
weapon,Hybrid-Manual,qwen3_235b,0,0.7073170731707317,0.7333762755579386
weapon,Hybrid-Manual,qwen3_235b,1,0.7605633802816901,0.7919066167339973
weapon,Hybrid-Manual,qwen_hf,0,0.6796116504854369,0.7276837117882555
weapon,Hybrid-Manual,qwen_hf,1,0.7741935483870968,0.8302247346537148
weapon,Hybrid-Full,gpt4,0,0.7111111111111111,0.7990789591211228
weapon,Hybrid-Full,gpt4,1,0.8057553956834532,0.8769562837529916
weapon,Hybrid-Full,gpt5mini,0,0.6875,0.6280316945457429
weapon,Hybrid-Full,gpt5mini,1,0.7887323943661971,0.7842316524150448
weapon,Hybrid-Full,gpt52,0,0.7741935483870968,0.8093645208246927
weapon,Hybrid-Full,gpt52,1,0.8405797101449275,0.8644344279336914
weapon,Hybrid-Full,gpt51_thinking,0,0.6944444444444444,0.7085754318380392
weapon,Hybrid-Full,gpt51_thinking,1,0.8085106382978723,0.8187903134286825
weapon,Hybrid-Full,claude_sonnet_4_6,0,0.8089887640449438,0.8282993558542587
weapon,Hybrid-Full,claude_sonnet_4_6,1,0.8181818181818182,0.8872057912330331
weapon,Hybrid-Full,gemini_25_pro,0,0.7058823529411765,0.6747833934985756
weapon,Hybrid-Full,gemini_25_pro,1,0.8073394495412844,0.8402357500121137
weapon,Hybrid-Full,gemini_3_flash,0,0.7169811320754716,0.737684582831966
weapon,Hybrid-Full,gemini_3_flash,1,0.8260869565217391,0.8770558483136259
weapon,Hybrid-Full,gemma3_27b,0,0.5932203389830508,0.519885441456117
weapon,Hybrid-Full,gemma3_27b,1,0.7482014388489209,0.6731132800981653
weapon,Hybrid-Full,llama3_70b,0,0.5826771653543307,0.5490588362415145
weapon,Hybrid-Full,llama3_70b,1,0.7567567567567568,0.7098997039650212
weapon,Hybrid-Full,qwen3_235b,0,0.6428571428571429,0.6739931094551401
weapon,Hybrid-Full,qwen3_235b,1,0.78125,0.8104001613995464
weapon,Hybrid-Full,qwen_hf,0,0.6336633663366337,0.6333282426701052
weapon,Hybrid-Full,qwen_hf,1,0.7412587412587412,0.7511605209993732
