domain,query,pick,category,sources,n_sources
drugs,תפ_7420-05-19,תפ_44279-06-21,NEITHER,hist:extended,1
drugs,תפ_7420-05-19,תפ_12012-07-24,NEITHER,current_union|supervised_baseline,2
drugs,תפ_7420-05-19,תפ_64660-01-22,cit_only,hist:main,1
drugs,תפ_7420-05-19,תפ_34210-08-18,sup100_only,filtered,1
drugs,תפ_7420-05-19,תפ_7833-06-21,sup100_only,filtered,1
drugs,תפ_7420-05-19,תפ_10086-06-18,NEITHER,simcse,1
drugs,תפ_11145-05-20,תפ_50860-02-20,NEITHER,5fold,1
drugs,תפ_11145-05-20,תפ_22531-05-19,both,current_union|supervised_baseline,2
drugs,תפ_11145-05-20,תפ_17921-04-22,NEITHER,5fold_v2,1
drugs,תפ_11145-05-20,תפ_27495-05-20,NEITHER,simcse,1
drugs,תפ_11145-05-20,תפ_59284-06-21,sup100_only,simcse,1
drugs,תפ_11145-05-20,תפ_264-07-22,sup100_only,current_union|supervised_baseline,2
drugs,תפ_11145-05-20,תפ_30377-04-18,NEITHER,simcse,1
drugs,תפ_11145-05-20,תפ_57084-03-22,NEITHER,filtered,1
drugs,תפ_11145-05-20,תפ_40639-10-17,NEITHER,simcse,1
drugs,תפ_11145-05-20,תפ_25085-02-19,NEITHER,filtered,1
drugs,תפ_37606-11-22,תפ_1276-05-15,sup100_only,5fold_v2,1
drugs,תפ_37606-11-22,תפ_13769-09-17,NEITHER,simcse,1
drugs,תפ_37606-11-22,תפ_26963-10-18,sup100_only,5fold_v2,1
drugs,תפ_37606-11-22,תפ_40512-02-20,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_37606-11-22,תפ_54208-06-22,NEITHER,current_union|simcse|supervised_baseline,3
drugs,תפ_37606-11-22,תפ_64384-03-16,sup100_only,current_union|supervised_baseline,2
drugs,תפ_37606-11-22,תפ_44877-06-13,NEITHER,current_union|supervised_baseline,2
drugs,תפ_37606-11-22,תפ_16802-02-20,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_37606-11-22,תפ_39019-05-15,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_37606-11-22,תפ_42431-08-23,sup100_only,current_union|supervised_baseline,2
drugs,תפ_21339-07-21,תפ_21806-01-19,sup100_only,5fold,1
drugs,תפ_21339-07-21,תפ_29899-12-18,NEITHER,filtered,1
drugs,תפ_21339-07-21,תפ_28435-02-22,sup100_only,filtered,1
drugs,תפ_21339-07-21,תפ_50841-04-22,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_21339-07-21,תפ_56456-03-19,NEITHER,5fold,1
drugs,תפ_21339-07-21,תפ_51933-05-12,NEITHER,5fold,1
drugs,תפ_21339-07-21,תפ_15091-06-21,sup100_only,5fold,1
drugs,תפ_21339-07-21,תפ_54723-06-22,sup100_only,5fold,1
drugs,תפ_21339-07-21,תפ_19856-07-22,sup100_only,filtered,1
drugs,תפ_21339-07-21,תפ_54728-02-20,NEITHER,5fold,1
drugs,תפ_53884-05-21,תפ_20330-11-23,NEITHER,simcse,1
drugs,תפ_53884-05-21,תפ_60835-04-21,NEITHER,simcse,1
drugs,תפ_53884-05-21,תפ_1722-05-21,NEITHER,simcse,1
drugs,תפ_53884-05-21,תפ_47780-11-21,sup100_only,5fold_v2,1
drugs,תפ_53884-05-21,תפ_25934-06-19,NEITHER,simcse,1
drugs,תפ_53884-05-21,תפ_42796-02-24,NEITHER,simcse,1
drugs,תפ_53884-05-21,תפ_35074-05-17,NEITHER,simcse,1
drugs,תפ_53884-05-21,תפ_24302-08-20,NEITHER,simcse,1
drugs,תפ_53884-05-21,תפ_44591-05-18,sup100_only,5fold,1
drugs,תפ_53884-05-21,תפ_12451-03-23,NEITHER,5fold,1
drugs,תפ_56173-02-18,תפ_56179-02-18,NEITHER,simcse,1
drugs,תפ_56173-02-18,תפ_30310-09-23,sup100_only,5fold,1
drugs,תפ_56173-02-18,תפ_16457-06-19,NEITHER,5fold,1
drugs,תפ_56173-02-18,תפ_65884-10-13,NEITHER,5fold,1
drugs,תפ_56173-02-18,תפ_34668-04-22,sup100_only,simcse,1
drugs,תפ_56173-02-18,תפ_26963-10-18,NEITHER,simcse,1
drugs,תפ_56173-02-18,תפ_50913-11-21,NEITHER,5fold_v2,1
drugs,תפ_56173-02-18,תפ_47357-06-16,NEITHER,5fold,1
drugs,תפ_56173-02-18,תפ_48152-02-20,NEITHER,current_union|supervised_baseline,2
drugs,תפ_56173-02-18,תפ_20928-07-12,sup100_only,5fold,1
drugs,תפ_37780-12-18,תפ_42162-12-21,NEITHER,5fold,1
drugs,תפ_37780-12-18,תפ_6944-03-22,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_37780-12-18,תפ_22611-02-17,cit_only,hist:extended,1
drugs,תפ_37780-12-18,תפ_45150-03-20,NEITHER,current_union|supervised_baseline,2
drugs,תפ_37780-12-18,תפ_5778-09-20,cit_only,hist:extended,1
drugs,תפ_37780-12-18,תפ_6322-04-16,sup100_only,current_union|supervised_baseline,2
drugs,תפ_37780-12-18,תפ_37987-11-23,NEITHER,simcse,1
drugs,תפ_37780-12-18,תפ_65386-09-19,sup100_only,filtered,1
drugs,תפ_37780-12-18,תפ_60295-03-22,NEITHER,5fold_v2,1
drugs,תפ_37780-12-18,תפ_9804-01-24,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_47156-02-14,תפ_3491-09-16,NEITHER,simcse,1
drugs,תפ_47156-02-14,תפ_16723-07-14,NEITHER,5fold,1
drugs,תפ_47156-02-14,תפ_18163-03-15,sup100_only,filtered,1
drugs,תפ_47156-02-14,תפ_33658-01-18,NEITHER,5fold_v2,1
drugs,תפ_47156-02-14,תפ_22715-06-17,NEITHER,5fold,1
drugs,תפ_47156-02-14,תפ_23836-05-13,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_47156-02-14,תפ_60682-03-14,NEITHER,hist:main,1
drugs,תפ_47156-02-14,תפ_14615-05-21,NEITHER,simcse,1
drugs,תפ_47156-02-14,תפ_46039-04-17,sup100_only,filtered,1
drugs,תפ_47156-02-14,תפ_9705-01-21,NEITHER,simcse,1
drugs,תפ_67009-02-23,תפ_44591-05-18,sup100_only,filtered,1
drugs,תפ_67009-02-23,תפ_44070-11-23,cit_only,hist:extended,1
drugs,תפ_67009-02-23,תפ_33125-01-14,sup100_only,current_union|supervised_baseline,2
drugs,תפ_67009-02-23,תפ_53373-04-13,NEITHER,5fold,1
drugs,תפ_67009-02-23,תפ_6384-03-24,cit_only,hist:extended,1
drugs,תפ_67009-02-23,תפ_17921-04-22,cit_only,hist:extended,1
drugs,תפ_67009-02-23,תפ_27553-06-22,NEITHER,simcse,1
drugs,תפ_67009-02-23,תפ_4765-11-22,sup100_only,filtered,1
drugs,תפ_67009-02-23,תפ_35208-03-22,NEITHER,5fold,1
drugs,תפ_67009-02-23,תפ_59572-07-15,sup100_only,current_union|supervised_baseline,2
drugs,תפ_57318-09-16,תפ_49156-08-15,NEITHER,5fold_v2,1
drugs,תפ_57318-09-16,תפ_10316-06-13,NEITHER,5fold,1
drugs,תפ_57318-09-16,תפ_12202-10-14,NEITHER,5fold,1
drugs,תפ_57318-09-16,תפ_46051-06-15,NEITHER,5fold,1
drugs,תפ_57318-09-16,תפ_67160-08-21,sup100_only,current_union|supervised_baseline,2
drugs,תפ_57318-09-16,תפ_31736-06-21,NEITHER,5fold,1
drugs,תפ_57318-09-16,תפ_51953-01-23,sup100_only,filtered,1
drugs,תפ_57318-09-16,תפ_54771-02-16,NEITHER,filtered,1
drugs,תפ_57318-09-16,תפ_19872-12-15,NEITHER,current_union|supervised_baseline,2
drugs,תפ_57318-09-16,תפ_25474-11-15,sup100_only,current_union|supervised_baseline,2
drugs,תפ_22639-07-22,תפ_40484-05-16,NEITHER,simcse,1
drugs,תפ_22639-07-22,תפ_17917-05-14,cit_only,hist:extended,1
drugs,תפ_22639-07-22,תפ_33839-04-18,NEITHER,5fold_v2,1
drugs,תפ_22639-07-22,תפ_47396-07-19,cit_only,hist:extended,1
drugs,תפ_22639-07-22,תפ_21666-04-17,sup100_only,5fold,1
drugs,תפ_22639-07-22,תפ_49472-07-18,sup100_only,5fold_v2,1
drugs,תפ_22639-07-22,תפ_54487-02-16,NEITHER,5fold,1
drugs,תפ_22639-07-22,תפ_54351-11-21,NEITHER,simcse,1
drugs,תפ_22639-07-22,תפ_38574-12-18,sup100_only,current_union|supervised_baseline,2
drugs,תפ_22639-07-22,תפ_17043-07-13,NEITHER,simcse,1
drugs,תפ_25034-03-13,תפ_3332-07-16,NEITHER,simcse,1
drugs,תפ_25034-03-13,תפ_44877-06-13,NEITHER,5fold,1
drugs,תפ_25034-03-13,תפ_58723-03-16,sup100_only,filtered,1
drugs,תפ_25034-03-13,תפ_60484-03-22,NEITHER,5fold,1
drugs,תפ_25034-03-13,תפ_45136-02-13,NEITHER,simcse,1
drugs,תפ_25034-03-13,תפ_305-12-12,NEITHER,5fold,1
drugs,תפ_25034-03-13,תפ_53503-07-17,NEITHER,simcse,1
drugs,תפ_25034-03-13,תפ_57031-01-14,NEITHER,simcse,1
drugs,תפ_25034-03-13,תפ_57334-05-13,cit_only,hist:extended,1
drugs,תפ_25034-03-13,תפ_16800-01-24,NEITHER,filtered,1
drugs,תפ_1197-06-19,תפ_59284-06-21,NEITHER,simcse,1
drugs,תפ_1197-06-19,תפ_60835-04-21,NEITHER,simcse,1
drugs,תפ_1197-06-19,תפ_17921-04-22,NEITHER,simcse,1
drugs,תפ_1197-06-19,תפ_38478-03-19,NEITHER,5fold_v2,1
drugs,תפ_1197-06-19,תפ_33658-01-18,NEITHER,simcse,1
drugs,תפ_1197-06-19,תפ_264-07-22,NEITHER,simcse,1
drugs,תפ_1197-06-19,תפ_3717-04-14,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_1197-06-19,תפ_1722-05-21,NEITHER,5fold_v2,1
drugs,תפ_1197-06-19,תפ_35074-05-17,NEITHER,5fold_v2,1
drugs,תפ_1197-06-19,תפ_11868-03-19,NEITHER,5fold_v2,1
drugs,תפ_44503-01-23,תפ_66547-03-23,NEITHER,simcse,1
drugs,תפ_44503-01-23,תפ_31244-04-25,NEITHER,current_union|supervised_baseline,2
drugs,תפ_44503-01-23,תפ_35581-05-22,NEITHER,current_union|supervised_baseline,2
drugs,תפ_44503-01-23,תפ_15208-11-20,NEITHER,simcse,1
drugs,תפ_44503-01-23,תפ_61720-01-23,sup100_only,5fold_v2,1
drugs,תפ_44503-01-23,תפ_4001-11-12,NEITHER,simcse,1
drugs,תפ_44503-01-23,תפ_40199-07-20,NEITHER,5fold_v2,1
drugs,תפ_44503-01-23,תפ_37932-05-20,sup100_only,filtered,1
drugs,תפ_44503-01-23,תפ_23613-02-22,cit_only,hist:extended,1
drugs,תפ_44503-01-23,תפ_28736-03-20,NEITHER,simcse,1
drugs,תפ_40577-09-18,תפ_59284-06-21,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_40577-09-18,תפ_49244-01-22,NEITHER,simcse,1
drugs,תפ_40577-09-18,תפ_25269-01-20,NEITHER,5fold_v2,1
drugs,תפ_40577-09-18,תפ_54179-08-22,NEITHER,simcse,1
drugs,תפ_40577-09-18,תפ_17921-04-22,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_40577-09-18,תפ_38478-03-19,NEITHER,simcse,1
drugs,תפ_40577-09-18,תפ_28032-06-19,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_40577-09-18,תפ_15315-06-23,sup100_only,5fold,1
drugs,תפ_40577-09-18,תפ_10111-08-17,NEITHER,simcse,1
drugs,תפ_40577-09-18,תפ_2125-05-20,sup100_only,5fold_v2|current_union|supervised_baseline,3
drugs,תפ_520-05-14,תפ_28162-11-16,NEITHER,simcse,1
drugs,תפ_520-05-14,תפ_37111-12-15,NEITHER,simcse,1
drugs,תפ_520-05-14,תפ_56746-05-13,NEITHER,simcse,1
drugs,תפ_520-05-14,תפ_13704-12-23,sup100_only,current_union|supervised_baseline,2
drugs,תפ_520-05-14,תפ_56159-05-13,NEITHER,simcse,1
drugs,תפ_520-05-14,תפ_27542-11-14,cit_only,current_union|supervised_baseline,2
drugs,תפ_520-05-14,תפ_42276-07-17,cit_only,current_union|supervised_baseline,2
drugs,תפ_520-05-14,תפ_18320-05-19,NEITHER,current_union|supervised_baseline,2
drugs,תפ_520-05-14,תפ_35208-03-22,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_520-05-14,תפ_16209-03-13,both,current_union|filtered|supervised_baseline,3
drugs,תפ_50359-12-17,תפ_16798-04-13,sup100_only,5fold_v2,1
drugs,תפ_50359-12-17,תפ_15801-11-14,NEITHER,5fold_v2,1
drugs,תפ_50359-12-17,תפ_45331-07-14,sup100_only,current_union|supervised_baseline,2
drugs,תפ_50359-12-17,תפ_21208-09-13,sup100_only,5fold,1
drugs,תפ_50359-12-17,תפ_52796-01-15,NEITHER,filtered,1
drugs,תפ_50359-12-17,תפ_2217-07-15,NEITHER,simcse,1
drugs,תפ_50359-12-17,תפ_33630-06-13,NEITHER,simcse,1
drugs,תפ_50359-12-17,תפ_60760-03-22,sup100_only,current_union|supervised_baseline,2
drugs,תפ_50359-12-17,תפ_49410-09-23,sup100_only,filtered,1
drugs,תפ_50359-12-17,תפ_1390-09-20,NEITHER,simcse,1
drugs,תפ_17610-09-15,תפ_10316-06-13,NEITHER,5fold|current_union|supervised_baseline,3
drugs,תפ_17610-09-15,תפ_46051-06-15,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_17610-09-15,תפ_49156-08-15,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_17610-09-15,תפ_22160-02-14,both,hist:extended,1
drugs,תפ_17610-09-15,תפ_27961-04-18,sup100_only,current_union|supervised_baseline,2
drugs,תפ_17610-09-15,תפ_40199-07-20,cit_only,hist:extended,1
drugs,תפ_17610-09-15,תפ_55217-12-19,cit_only,hist:retry1,1
drugs,תפ_17610-09-15,תפ_59017-02-21,NEITHER,5fold_v2,1
drugs,תפ_17610-09-15,תפ_57185-01-24,NEITHER,filtered,1
drugs,תפ_17610-09-15,תפ_12202-10-14,sup100_only,5fold_v2|current_union|supervised_baseline,3
drugs,תפ_34832-04-19,תפ_9437-11-15,NEITHER,filtered,1
drugs,תפ_34832-04-19,תפ_65302-03-22,NEITHER,5fold,1
drugs,תפ_34832-04-19,תפ_9228-05-21,NEITHER,current_union|supervised_baseline,2
drugs,תפ_34832-04-19,תפ_53375-08-15,sup100_only,current_union|supervised_baseline,2
drugs,תפ_34832-04-19,תפ_27103-01-18,NEITHER,filtered,1
drugs,תפ_34832-04-19,תפ_24079-11-19,sup100_only,simcse,1
drugs,תפ_34832-04-19,תפ_76171-01-23,NEITHER,simcse,1
drugs,תפ_34832-04-19,תפ_45156-04-15,NEITHER,simcse,1
drugs,תפ_34832-04-19,תפ_60057-12-19,NEITHER,hist:retry2,1
drugs,תפ_34832-04-19,תפ_56624-12-19,NEITHER,current_union|supervised_baseline,2
drugs,תפ_62092-06-16,תפ_20585-05-12,NEITHER,simcse,1
drugs,תפ_62092-06-16,תפ_39936-04-12,NEITHER,5fold_v2|current_union|supervised_baseline,3
drugs,תפ_62092-06-16,תפ_45489-04-21,NEITHER,5fold_v2|current_union|supervised_baseline,3
drugs,תפ_62092-06-16,תפ_49401-08-15,both,hist:main,1
drugs,תפ_62092-06-16,תפ_33658-01-18,both,current_union|simcse|supervised_baseline,3
drugs,תפ_62092-06-16,תפ_11191-03-24,sup100_only,current_union|supervised_baseline,2
drugs,תפ_62092-06-16,תפ_66982-09-16,NEITHER,filtered,1
drugs,תפ_62092-06-16,תפ_9787-04-14,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_62092-06-16,תפ_54205-05-15,NEITHER,simcse,1
drugs,תפ_62092-06-16,תפ_15587-10-21,cit_only,hist:extended,1
drugs,תפ_24053-04-20,תפ_69400-07-20,sup100_only,filtered,1
drugs,תפ_24053-04-20,תפ_49472-07-18,sup100_only,filtered,1
drugs,תפ_24053-04-20,עפ_6029-03,sup100_only,current_union|supervised_baseline,2
drugs,תפ_24053-04-20,תפ_33197-04-22,sup100_only,current_union|supervised_baseline,2
drugs,תפ_24053-04-20,תפ_21666-04-17,NEITHER,current_union|filtered|supervised_baseline,3
drugs,תפ_24053-04-20,תפ_8689-04-21,sup100_only,filtered,1
drugs,תפ_24053-04-20,תפ_49387-04-24,sup100_only,current_union|supervised_baseline,2
drugs,תפ_24053-04-20,תפ_50219-07-15,sup100_only,current_union|supervised_baseline,2
drugs,תפ_24053-04-20,תפ_22804-10-19,sup100_only,current_union|supervised_baseline,2
drugs,תפ_24053-04-20,תפ_5188-10-21,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_10152-09-17,תפ_17415-10-21,sup100_only,5fold,1
drugs,תפ_10152-09-17,תפ_21059-03-16,NEITHER,simcse,1
drugs,תפ_10152-09-17,תפ_48239-03-20,sup100_only,current_union|supervised_baseline,2
drugs,תפ_10152-09-17,תפ_63025-03-15,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_10152-09-17,תפ_4435-07-19,sup100_only,current_union|supervised_baseline,2
drugs,תפ_10152-09-17,תפ_14313-09-19,NEITHER,simcse,1
drugs,תפ_10152-09-17,תפ_32174-07-20,both,current_union|filtered|supervised_baseline,3
drugs,תפ_10152-09-17,תפ_38680-05-20,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_10152-09-17,תפ_69281-11-20,sup100_only,current_union|supervised_baseline,2
drugs,תפ_10152-09-17,תפ_41368-09-22,NEITHER,5fold,1
drugs,תפ_34888-05-24,תפ_50631-06-23,both,hist:extended,1
drugs,תפ_34888-05-24,תפ_45156-04-15,sup100_only,5fold,1
drugs,תפ_34888-05-24,תפ_8203-05-23,NEITHER,5fold,1
drugs,תפ_34888-05-24,תפ_39034-01-18,cit_only,current_union|supervised_baseline,2
drugs,תפ_34888-05-24,תפ_35571-06-24,both,hist:extended,1
drugs,תפ_34888-05-24,תפ_13223-02-22,NEITHER,filtered,1
drugs,תפ_34888-05-24,תפ_51354-02-17,NEITHER,5fold,1
drugs,תפ_34888-05-24,תפ_25154-10-16,NEITHER,5fold,1
drugs,תפ_34888-05-24,תפ_65884-10-13,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_34888-05-24,תפ_63997-02-19,NEITHER,filtered,1
drugs,תפ_34094-12-13,תפ_48791-03-21,sup100_only,current_union|supervised_baseline,2
drugs,תפ_34094-12-13,תפ_35581-05-22,NEITHER,5fold_v2,1
drugs,תפ_34094-12-13,תפ_44601-05-14,sup100_only,filtered,1
drugs,תפ_34094-12-13,תפ_5310-01-17,sup100_only,current_union|supervised_baseline,2
drugs,תפ_34094-12-13,תפ_36849-09-20,sup100_only,current_union|supervised_baseline,2
drugs,תפ_34094-12-13,תפ_1463-04-19,sup100_only,current_union|supervised_baseline,2
drugs,תפ_34094-12-13,תפ_57360-05-13,NEITHER,simcse,1
drugs,תפ_34094-12-13,תפ_2125-05-20,sup100_only,current_union|supervised_baseline,2
drugs,תפ_34094-12-13,תפ_36431-04-15,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_34094-12-13,תפ_55830-11-18,sup100_only,filtered,1
drugs,תפ_31425-08-20,תפ_4308-08-23,both,current_union|supervised_baseline,2
drugs,תפ_31425-08-20,תפ_50970-11-21,cit_only,current_union|simcse|supervised_baseline,3
drugs,תפ_31425-08-20,תפ_46967-02-21,cit_only,hist:main,1
drugs,תפ_31425-08-20,תפ_58591-08-18,cit_only,5fold|current_union|supervised_baseline,3
drugs,תפ_31425-08-20,תפ_11220-12-18,cit_only,hist:main,1
drugs,תפ_31425-08-20,תפ_17667-07-19,NEITHER,5fold_v2,1
drugs,תפ_31425-08-20,תפ_2802-11-19,sup100_only,current_union|supervised_baseline,2
drugs,תפ_31425-08-20,תפ_24514-09-15,sup100_only,filtered,1
drugs,תפ_31425-08-20,תפ_2599-09-17,cit_only,hist:main,1
drugs,תפ_31425-08-20,תפ_9649-10-22,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_60340-02-17,תפ_15596-04-19,NEITHER,simcse,1
drugs,תפ_60340-02-17,תפ_8483-03-16,NEITHER,filtered,1
drugs,תפ_60340-02-17,תפ_47753-11-14,NEITHER,5fold_v2,1
drugs,תפ_60340-02-17,תפ_6399-03-17,NEITHER,hist:main,1
drugs,תפ_60340-02-17,תפ_59939-11-17,both,hist:extended,1
drugs,תפ_60340-02-17,תפ_36469-02-12,NEITHER,current_union|supervised_baseline,2
drugs,תפ_60340-02-17,תפ_56678-03-17,cit_only,hist:extended,1
drugs,תפ_60340-02-17,תפ_33947-10-15,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_60340-02-17,תפ_55462-06-20,NEITHER,simcse,1
drugs,תפ_60340-02-17,תפ_18285-08-16,sup100_only,filtered,1
drugs,תפ_1659-04-17,תפ_4001-11-12,NEITHER,5fold,1
drugs,תפ_1659-04-17,תפ_14449-06-13,NEITHER,filtered,1
drugs,תפ_1659-04-17,תפ_22426-12-15,sup100_only,current_union|supervised_baseline,2
drugs,תפ_1659-04-17,תפ_26039-03-12,sup100_only,current_union|supervised_baseline,2
drugs,תפ_1659-04-17,תפ_15208-11-20,sup100_only,filtered,1
drugs,תפ_1659-04-17,תפ_54068-08-20,sup100_only,current_union|supervised_baseline,2
drugs,תפ_1659-04-17,תפ_26647-05-17,NEITHER,5fold_v2,1
drugs,תפ_1659-04-17,תפ_40199-07-20,NEITHER,5fold,1
drugs,תפ_1659-04-17,תפ_22722-05-13,NEITHER,filtered,1
drugs,תפ_1659-04-17,תפ_2415-12-13,NEITHER,5fold_v2,1
drugs,תפ_34196-02-24,תפ_44070-11-23,cit_only,hist:extended,1
drugs,תפ_34196-02-24,תפ_11868-03-19,NEITHER,5fold,1
drugs,תפ_34196-02-24,תפ_264-07-22,both,hist:extended,1
drugs,תפ_34196-02-24,תפ_17921-04-22,cit_only,hist:extended,1
drugs,תפ_34196-02-24,תפ_12451-03-23,both,current_union|supervised_baseline,2
drugs,תפ_34196-02-24,תפ_16379-07-21,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_34196-02-24,תפ_15315-06-23,NEITHER,current_union|supervised_baseline,2
drugs,תפ_34196-02-24,תפ_31837-04-21,NEITHER,5fold_v2,1
drugs,תפ_34196-02-24,תפ_28032-06-19,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_34196-02-24,תפ_33146-01-21,sup100_only,filtered,1
drugs,תפ_56714-02-16,תפ_67471-06-18,NEITHER,simcse,1
drugs,תפ_56714-02-16,תפ_30013-04-21,NEITHER,filtered,1
drugs,תפ_56714-02-16,תפ_61820-08-21,NEITHER,simcse,1
drugs,תפ_56714-02-16,תפ_16980-01-14,NEITHER,5fold_v2,1
drugs,תפ_56714-02-16,תפ_13549-10-21,NEITHER,5fold_v2,1
drugs,תפ_56714-02-16,תפ_16690-05-19,NEITHER,simcse,1
drugs,תפ_56714-02-16,תפ_62924-03-22,sup100_only,current_union|supervised_baseline,2
drugs,תפ_56714-02-16,תפ_37002-02-16,NEITHER,5fold,1
drugs,תפ_56714-02-16,תפ_45160-04-24,NEITHER,5fold_v2,1
drugs,תפ_56714-02-16,תפ_23659-04-22,NEITHER,5fold_v2|current_union|supervised_baseline,3
drugs,תפ_56513-03-19,תפ_1175-08-21,NEITHER,5fold,1
drugs,תפ_56513-03-19,תפ_46868-01-17,sup100_only,simcse,1
drugs,תפ_56513-03-19,תפ_44642-02-16,NEITHER,5fold_v2,1
drugs,תפ_56513-03-19,תפ_55353-01-21,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_56513-03-19,תפ_44591-05-18,NEITHER,filtered,1
drugs,תפ_56513-03-19,תפ_12352-03-20,NEITHER,5fold_v2,1
drugs,תפ_56513-03-19,תפ_11406-06-20,sup100_only,simcse,1
drugs,תפ_56513-03-19,תפ_45794-05-23,NEITHER,simcse,1
drugs,תפ_56513-03-19,תפ_6553-05-14,sup100_only,current_union|supervised_baseline,2
drugs,תפ_56513-03-19,תפ_55179-03-18,sup100_only,simcse,1
drugs,תפ_6574-09-21,תפ_22297-11-20,NEITHER,5fold,1
drugs,תפ_6574-09-21,תפ_6985-07-22,cit_only,5fold|current_union|supervised_baseline,3
drugs,תפ_6574-09-21,תפ_1516-10-16,NEITHER,5fold,1
drugs,תפ_6574-09-21,תפ_41830-12-21,NEITHER,filtered,1
drugs,תפ_6574-09-21,תפ_3006-01-14,NEITHER,5fold|current_union|supervised_baseline,3
drugs,תפ_6574-09-21,תפ_54732-03-18,NEITHER,filtered,1
drugs,תפ_6574-09-21,תפ_24758-11-22,NEITHER,5fold_v2,1
drugs,תפ_6574-09-21,תפ_46939-09-23,NEITHER,filtered,1
drugs,תפ_6574-09-21,תפ_9264-02-21,NEITHER,5fold|current_union|supervised_baseline,3
drugs,תפ_6574-09-21,תפ_19410-07-20,sup100_only,current_union|supervised_baseline,2
drugs,תפ_24959-03-23,תפ_59284-06-21,sup100_only,simcse,1
drugs,תפ_24959-03-23,תפ_44070-11-23,cit_only,hist:extended,1
drugs,תפ_24959-03-23,תפ_31177-02-21,NEITHER,simcse,1
drugs,תפ_24959-03-23,תפ_6384-03-24,both,hist:extended,1
drugs,תפ_24959-03-23,תפ_264-07-22,both,hist:extended,1
drugs,תפ_24959-03-23,תפ_12451-03-23,both,current_union|simcse|supervised_baseline,3
drugs,תפ_24959-03-23,תפ_38478-03-19,NEITHER,5fold_v2|current_union|supervised_baseline,3
drugs,תפ_24959-03-23,תפ_28032-06-19,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_24959-03-23,תפ_33146-01-21,sup100_only,current_union|filtered|supervised_baseline,3
drugs,תפ_24959-03-23,תפ_17921-04-22,cit_only,hist:extended,1
drugs,תפ_34108-01-23,תפ_59947-08-20,NEITHER,simcse,1
drugs,תפ_34108-01-23,תפ_30013-04-21,cit_only,hist:main,1
drugs,תפ_34108-01-23,תפ_25537-07-24,cit_only,current_union|supervised_baseline,2
drugs,תפ_34108-01-23,תפ_1491-03-23,NEITHER,current_union|supervised_baseline,2
drugs,תפ_34108-01-23,תפ_32793-08-18,cit_only,hist:main,1
drugs,תפ_34108-01-23,תפ_13549-10-21,sup100_only,5fold,1
drugs,תפ_34108-01-23,תפ_45794-05-23,both,current_union|supervised_baseline,2
drugs,תפ_34108-01-23,תפ_42707-08-21,sup100_only,5fold,1
drugs,תפ_34108-01-23,תפ_2482-05-20,sup100_only,5fold|current_union|supervised_baseline,3
drugs,תפ_34108-01-23,תפ_24379-12-20,NEITHER,filtered,1
drugs,תפ_34334-04-15,תפ_824-06-17,NEITHER,simcse,1
drugs,תפ_34334-04-15,תפ_63025-03-15,NEITHER,5fold,1
drugs,תפ_34334-04-15,תפ_13748-03-15,sup100_only,current_union|simcse|supervised_baseline,3
drugs,תפ_34334-04-15,תפ_44604-11-22,NEITHER,5fold|current_union|supervised_baseline,3
drugs,תפ_34334-04-15,תפ_9582-10-20,sup100_only,5fold_v2|current_union|supervised_baseline,3
drugs,תפ_34334-04-15,תפ_53298-06-20,NEITHER,current_union|filtered|supervised_baseline,3
drugs,תפ_34334-04-15,תפק_11489-02-23,NEITHER,5fold,1
drugs,תפ_34334-04-15,תפ_60183-03-21,NEITHER,simcse,1
drugs,תפ_34334-04-15,תפ_37495-01-20,NEITHER,simcse,1
drugs,תפ_34334-04-15,תפ_39513-02-21,NEITHER,simcse,1
drugs,תפ_43841-11-19,תפ_10603-12-18,NEITHER,current_union|supervised_baseline,2
