v1,v2,domain,cit_type,d_lo,d_hi
תפ_13373-10-23,תפ_63696-02-18,drugs,cocite,16.0,28.0
תפ_26357-10-15,תפ_52417-01-13,drugs,cocite,12.0,12.0
תפ_29832-08-15,תפ_48224-08-18,drugs,cocite,3.0,10.0
תפ_16952-12-21,תפ_5341-07-19,drugs,cocite,4.0,0.0
תפ_20638-04-22,תפ_26928-08-19,drugs,cocite,3.0,37.0
תפ_21291-04-23,תפ_8988-11-22,drugs,cocite,6.0,12.0
תפ_3618-03-23,תפ_66306-03-19,drugs,cocite,1.0,0.0
תפ_34752-02-21,תפ_49244-01-22,drugs,cocite,3.0,6.0
תפ_46896-11-15,תפ_50079-03-13,drugs,cocite,30.0,60.0
תפ_25085-02-19,תפ_9763-11-19,drugs,cocite,7.0,12.0
תפ_21162-10-19,תפ_44336-03-19,drugs,cocite,12.0,0.0
תפ_5687-03-23,תפ_57425-01-22,drugs,cocite,96.0,118.0
תפ_10150-06-13,תפ_73367-01-19,drugs,cocite,6.0,3.0
תפ_54607-07-19,תפ_58453-07-22,weapon,"1hop,2hop",2.0,6.0
תפ_1491-03-23,תפ_16389-10-13,drugs,cocite,1.0,8.0
תפ_25835-05-18,תפ_59117-03-21,drugs,cocite,4.0,6.0
תפ_54568-08-24,תפ_63360-04-21,weapon,cocite,9.0,5.0
תפ_12699-03-18,תפ_3667-07-15,drugs,cocite,6.0,2.0
תפ_26357-10-15,תפ_35299-09-23,drugs,cocite,4.0,8.0
תפ_16015-05-21,תפ_63696-02-18,drugs,cocite,8.0,16.0
תפ_40239-09-17,תפ_46896-11-15,drugs,cocite,24.0,60.0
תפ_27593-03-13,תפ_28157-02-23,drugs,cocite,0.0,4.0
תפ_31628-07-15,תפ_59009-05-21,drugs,cocite,6.0,12.0
תפ_12158-04-23,תפ_2599-09-17,drugs,cocite,16.0,36.0
תפ_47874-04-19,תפ_58944-08-21,drugs,cocite,4.0,6.0
תפ_39941-11-19,תפ_68697-07-20,weapon,cocite,5.0,4.0
תפ_27683-01-21,תפ_5911-11-16,drugs,cocite,6.0,2.0
תפ_39936-04-12,תפ_42712-02-12,drugs,cocite,30.0,72.0
תפ_34982-07-23,תפ_44840-06-16,weapon,1hop,1.0,0.0
תפ_21339-07-21,תפ_63696-02-18,drugs,cocite,8.0,12.0
תפ_42164-10-19,תפ_43875-08-17,drugs,cocite,20.0,30.0
תפ_20638-04-22,תפ_8843-02-15,drugs,"1hop,2hop,cocite",1.0,3.0
תפ_33658-01-18,תפ_35202-10-15,drugs,cocite,22.0,30.0
תפ_41783-12-17,תפ_65292-07-23,drugs,cocite,0.0,4.0
תפ_18163-03-15,תפ_30197-04-17,drugs,cocite,2.0,4.0
תפ_29090-08-15,תפ_46903-02-13,drugs,"1hop,cocite",2.0,2.0
תפ_41950-02-19,תפ_67029-11-18,drugs,cocite,1.0,9.0
תפ_32895-05-22,תפ_60842-12-14,drugs,cocite,42.0,90.0
תפ_22021-09-22,תפ_34974-01-12,drugs,cocite,12.0,12.0
תפ_22021-09-22,תפ_34752-02-21,drugs,cocite,9.0,6.0
תפ_11370-07-16,תפ_8988-11-22,drugs,cocite,14.0,24.0
תפ_18320-05-19,תפ_21384-01-23,drugs,cocite,12.0,30.0
תפ_15963-02-13,תפ_48479-07-22,drugs,cocite,8.0,12.0
תפ_50079-03-13,תפ_53127-06-16,drugs,cocite,42.0,80.0
תפ_12158-04-23,תפ_35299-09-23,drugs,cocite,6.0,20.0
תפ_16419-02-21,תפ_41688-08-17,drugs,cocite,4.0,1.0
תפ_17860-01-19,תפ_32308-03-24,weapon,"2hop,cocite",12.0,4.0
תפ_18163-03-15,תפ_30678-02-22,drugs,cocite,0.0,2.0
תפ_49055-02-18,תפ_67473-10-21,drugs,cocite,0.0,0.0
תפ_34752-02-21,תפ_59009-05-21,drugs,cocite,0.0,0.0
תפ_59117-03-21,תפ_6659-02-21,drugs,cocite,3.0,12.0
תפ_19827-06-15,תפ_49055-02-18,drugs,cocite,1.0,0.0
תפ_20638-04-22,תפ_44666-10-18,drugs,cocite,22.0,37.0
תפ_32895-05-22,תפ_58944-08-21,drugs,cocite,2.0,6.0
תפ_35488-11-23,תפ_39723-12-22,weapon,cocite,2.0,4.0
תפ_15747-08-22,תפ_21291-04-23,drugs,cocite,12.0,6.0
תפ_27475-05-21,תפ_44843-01-19,drugs,cocite,6.0,8.0
תפ_54205-05-15,תפ_56159-05-13,drugs,cocite,6.0,6.0
תפ_3867-05-14,תפ_9380-03-21,drugs,cocite,2.0,2.0
תפ_305-12-12,תפ_42974-11-12,drugs,cocite,4.0,6.0
תפ_16958-01-14,תפ_63025-03-15,drugs,cocite,2.0,6.0
תפ_15747-08-22,תפ_18163-03-15,drugs,cocite,18.0,56.0
תפ_21503-07-23,תפ_3618-03-23,drugs,cocite,3.0,0.0
תפ_21503-07-23,תפ_44843-01-19,drugs,cocite,12.0,14.0
תפ_43084-09-20,תפ_44279-06-21,drugs,cocite,16.0,28.0
תפ_11134-01-19,תפ_29566-01-22,weapon,2hop,1.0,6.0
תפ_39019-05-15,תפ_6681-09-21,drugs,cocite,21.0,42.0
תפ_27625-02-21,תפ_49591-09-23,weapon,"1hop,cocite",12.0,18.0
תפ_35299-09-23,תפ_67029-11-18,drugs,cocite,8.0,13.0
תפ_18163-03-15,תפ_27103-01-18,drugs,cocite,3.0,8.0
תפ_43982-06-17,תפ_4760-10-18,drugs,cocite,24.0,48.0
תפ_24154-01-12,תפ_32817-12-14,drugs,cocite,31.0,60.0
תפ_17268-12-15,תפ_48352-05-15,drugs,cocite,0.0,4.0
תפ_12158-04-23,תפ_52417-01-13,drugs,cocite,14.0,24.0
תפ_16273-02-16,תפ_23613-02-22,drugs,"2hop,cocite",30.0,54.0
תפ_27475-05-21,תפ_42974-11-12,drugs,cocite,2.0,0.0
תפ_2275-06-17,תפ_50607-03-19,drugs,cocite,3.0,6.0
תפ_25537-07-24,תפ_5726-02-16,drugs,cocite,7.0,14.0
תפ_30003-03-22,תפ_6659-02-21,drugs,cocite,15.0,24.0
תפ_60842-12-14,תפ_6681-09-21,drugs,cocite,12.0,36.0
תפ_24514-09-15,תפ_34668-04-22,drugs,"2hop,cocite",9.0,9.0
תפ_48598-11-20,תפ_63018-05-18,weapon,2hop,6.0,18.0
תפ_49244-01-22,תפ_50079-03-13,drugs,cocite,42.0,78.0
תפ_30197-04-17,תפ_38176-10-14,drugs,cocite,28.0,52.0
תפ_57425-01-22,תפ_9380-03-21,drugs,cocite,17.0,30.0
תפ_42431-08-23,תפ_55035-10-18,drugs,1hop,3.0,18.0
תפ_25835-05-18,תפ_39308-05-15,drugs,cocite,4.0,6.0
תפ_41189-09-15,תפ_63025-03-15,drugs,cocite,5.0,18.0
תפ_65292-07-23,תפ_6681-09-21,drugs,cocite,27.0,50.0
תפ_33658-01-18,תפ_62794-11-21,drugs,cocite,6.0,12.0
תפ_41783-12-17,תפ_67029-11-18,drugs,cocite,3.0,3.0
תפ_21384-01-23,תפ_24278-11-22,drugs,cocite,8.0,12.0
תפ_49331-02-16,תפ_68763-07-20,weapon,cocite,12.0,16.0
תפ_24278-11-22,תפ_51810-03-15,drugs,cocite,7.0,22.0
תפ_40440-10-12,תפ_45937-12-18,drugs,2hop,9.0,12.0
עפ_6029-03,תפ_54072-05-16,drugs,"1hop,2hop,cocite",4.0,4.0
תפ_31628-07-15,תפ_55496-07-13,drugs,cocite,0.0,3.0
תפ_37764-03-21,תפ_44279-06-21,drugs,cocite,15.0,28.0
תפ_51354-02-17,תפ_61158-05-20,drugs,cocite,1.0,4.0
תפ_44336-03-19,תפ_49244-01-22,drugs,cocite,30.0,30.0
תפ_27164-09-23,תפ_3884-10-23,weapon,cocite,0.0,0.0
תפ_1463-04-19,תפ_15587-10-21,drugs,cocite,8.0,14.0
תפ_30678-02-22,תפ_58167-11-10,drugs,cocite,5.0,1.0
תפ_18218-11-19,תפ_9220-06-20,drugs,cocite,24.0,30.0
תפ_1463-04-19,תפ_26839-11-16,drugs,cocite,10.0,26.0
תפ_19412-05-18,תפ_67029-11-18,drugs,cocite,3.0,5.0
תפ_19412-05-18,תפ_46914-06-18,drugs,cocite,3.0,5.0
תפ_40239-09-17,תפ_60914-01-14,drugs,cocite,42.0,88.0
תפ_67473-10-21,תפ_69865-03-18,drugs,cocite,8.0,10.0
תפ_32895-05-22,תפ_42712-02-12,drugs,cocite,30.0,66.0
תפ_65884-10-13,תפ_9380-03-21,drugs,cocite,11.0,40.0
תפ_51810-03-15,תפ_67029-11-18,drugs,cocite,3.0,7.0
תפ_43982-06-17,תפ_9380-03-21,drugs,cocite,11.0,16.0
תפ_26620-12-16,תפ_54487-02-16,drugs,2hop,22.0,40.0
תפ_46173-08-15,תפ_48152-02-20,drugs,cocite,3.0,0.0
תפ_1197-11-21,תפ_27475-05-21,drugs,cocite,2.0,6.0
תפ_14398-01-17,תפ_37340-06-12,drugs,2hop,0.0,0.0
תפ_46967-02-21,תפ_47874-04-19,drugs,cocite,24.0,30.0
תפ_4730-11-21,תפ_64232-11-22,drugs,cocite,8.0,11.0
תפ_10150-06-13,תפ_42956-04-22,drugs,cocite,20.0,27.0
תפ_54036-06-19,תפ_5687-03-23,drugs,cocite,110.0,132.0
תפ_34752-02-21,תפ_36831-09-13,drugs,cocite,15.0,31.0
תפ_21280-11-18,תפ_60394-12-12,drugs,cocite,2.0,6.0
תפ_32895-05-22,תפ_50079-03-13,drugs,cocite,42.0,78.0
תפ_1136-11-21,תפ_11370-07-16,drugs,cocite,19.0,30.0
תפ_48152-02-20,תפ_809-09-18,drugs,cocite,15.0,24.0
תפ_27683-01-21,תפ_31628-07-15,drugs,cocite,3.0,2.0
תפ_1108-05-15,תפ_43875-08-17,drugs,cocite,18.0,30.0
תפ_54176-01-13,תפ_65292-07-23,drugs,cocite,21.0,38.0
תפ_12158-04-23,תפ_26032-04-14,drugs,cocite,4.0,2.0
תפ_12699-03-18,תפ_44843-01-19,drugs,cocite,24.0,38.0
תפ_39345-03-20,תפ_68697-07-20,weapon,cocite,15.0,20.0
תפ_39491-09-17,תפ_48152-02-20,drugs,cocite,0.0,6.0
תפ_4460-04-18,תפ_59971-01-17,drugs,2hop,10.0,2.0
תפ_12158-04-23,תפ_18320-05-19,drugs,cocite,14.0,36.0
תפ_27103-01-18,תפ_42974-11-12,drugs,cocite,1.0,6.0
תפ_33658-01-18,תפ_47474-01-14,drugs,cocite,60.0,78.0
תפ_17021-03-13,תפ_60842-12-14,drugs,cocite,40.0,88.0
תפ_47941-06-15,תפ_49875-05-23,drugs,cocite,9.0,12.0
תפ_10150-06-13,תפ_29216-07-16,drugs,cocite,18.0,21.0
תפ_1491-03-23,תפ_47474-01-14,drugs,cocite,59.0,82.0
תפ_48983-06-18,תפ_58237-07-21,drugs,cocite,7.0,10.0
תפ_27085-10-15,תפ_54732-03-18,drugs,cocite,5.0,12.0
תפ_21339-07-21,תפ_50105-10-12,drugs,cocite,36.0,64.0
תפ_40639-10-17,תפ_49244-01-22,drugs,cocite,0.0,3.0
תפ_15787-01-17,תפ_737-10-13,drugs,"1hop,2hop",6.0,0.0
תפ_1136-11-21,תפ_47874-04-19,drugs,cocite,23.0,30.0
תפ_22021-09-22,תפ_44336-03-19,drugs,cocite,18.0,18.0
תפ_37764-03-21,תפ_69202-11-18,drugs,2hop,11.0,24.0
תפ_16020-10-22,תפ_60444-08-19,drugs,cocite,3.0,0.0
תפ_49625-04-17,תפ_6681-09-21,drugs,cocite,6.0,12.0
תפ_3001-08-12,תפ_44503-10-13,drugs,1hop,4.0,6.0
תפ_1136-11-21,תפ_35074-05-17,drugs,cocite,29.0,36.0
תפ_43084-09-20,תפ_45156-04-15,drugs,cocite,12.0,12.0
תפ_12143-06-20,תפ_809-09-18,drugs,cocite,12.0,18.0
תפ_43983-05-19,תפ_52417-01-13,drugs,cocite,12.0,18.0
תפ_25085-02-19,תפ_26928-08-19,drugs,cocite,19.0,6.0
תפ_4911-12-16,תפ_59117-03-21,drugs,cocite,12.0,16.0
תפ_20638-04-22,תפ_47301-07-16,drugs,cocite,19.0,31.0
תפ_22679-09-16,תפ_32817-12-14,drugs,cocite,61.0,90.0
תפ_12111-12-12,תפ_2232-08-15,drugs,2hop,6.0,18.0
תפ_38531-11-18,תפ_49055-02-18,drugs,cocite,10.0,12.0
תפ_44336-03-19,תפ_59009-05-21,drugs,cocite,27.0,24.0
תפ_11608-07-16,תפ_30310-09-23,drugs,"2hop,cocite",15.0,22.0
תפ_25146-11-12,תפ_46967-02-21,drugs,cocite,12.0,12.0
תפ_29520-01-21,תפ_7154-12-16,drugs,cocite,3.0,0.0
תפ_39259-05-22,תפ_54026-01-20,drugs,cocite,9.0,12.0
תפ_20638-04-22,תפ_46662-04-15,drugs,2hop,3.0,7.0
תפ_49055-02-18,תפ_53127-06-16,drugs,cocite,2.0,2.0
תפ_17415-10-21,תפ_39299-11-18,drugs,cocite,27.0,36.0
תפ_48281-08-18,תפ_58167-11-10,drugs,cocite,5.0,2.0
תפ_12158-04-23,תפ_27103-01-18,drugs,cocite,11.0,24.0
תפ_29216-07-16,תפ_59117-03-21,drugs,cocite,6.0,12.0
תפ_18449-04-23,תפ_49591-09-23,weapon,"1hop,cocite",3.0,12.0
תפ_16540-08-21,תפ_4760-10-18,drugs,cocite,6.0,0.0
תפ_28107-06-20,תפ_44279-06-21,drugs,cocite,5.0,2.0
תפ_13236-03-18,תפ_50079-03-13,drugs,cocite,36.0,60.0
תפ_40602-04-24,תפ_6961-02-22,weapon,"1hop,cocite",8.0,32.0
תפ_27683-01-21,תפ_9369-01-13,drugs,cocite,3.0,4.0
תפ_41783-12-17,תפ_44336-03-19,drugs,cocite,27.0,30.0
תפ_31628-07-15,תפ_8988-11-22,drugs,cocite,27.0,42.0
תפ_24278-11-22,תפ_41189-09-15,drugs,cocite,5.0,18.0
תפ_35299-09-23,תפ_43983-05-19,drugs,cocite,4.0,14.0
תפ_27593-03-13,תפ_40239-09-17,drugs,cocite,36.0,84.0
תפ_20484-05-16,תפ_46967-02-21,drugs,cocite,36.0,51.0
תפ_52355-03-22,תפ_54444-04-22,weapon,cocite,17.0,18.0
תפ_34053-04-18,תפ_36831-09-13,drugs,cocite,16.0,41.0
תפ_21355-08-18,תפ_60914-01-14,drugs,cocite,6.0,10.0
תפ_19830-10-20,תפ_57409-11-18,drugs,cocite,2.0,2.0
תפ_53373-04-13,תפ_7154-12-16,drugs,cocite,4.0,12.0
תפ_47874-04-19,תפ_54036-06-19,drugs,cocite,2.0,6.0
תפ_1870-04-16,תפ_3001-08-12,drugs,"2hop,cocite",2.0,0.0
תפ_26620-12-16,תפ_26685-11-18,drugs,cocite,30.0,52.0
תפ_19985-04-14,תפ_50607-03-19,drugs,cocite,15.0,15.0
עפ_6029-03,תפ_20534-02-12,drugs,"1hop,cocite",50.0,76.0
תפ_17021-03-13,תפ_47874-04-19,drugs,cocite,4.0,10.0
תפ_17415-10-21,תפ_48152-02-20,drugs,cocite,0.0,6.0
תפ_3766-09-21,תפ_69865-03-18,drugs,cocite,9.0,16.0
תפ_23408-05-15,תפ_58944-08-21,drugs,cocite,16.0,16.0
תפ_36328-09-15,תפ_371-10-15,weapon,cocite,72.0,120.0
תפ_21162-10-19,תפ_34974-01-12,drugs,cocite,18.0,30.0
תפ_18163-03-15,תפ_39308-05-15,drugs,cocite,6.0,8.0
תפ_38176-10-14,תפ_4760-10-18,drugs,cocite,6.0,12.0
תפ_10150-06-13,תפ_12708-04-14,drugs,cocite,18.0,25.0
תפ_45025-05-22,תפ_53043-09-20,weapon,cocite,3.0,0.0
תפ_42164-10-19,תפ_5726-02-16,drugs,cocite,2.0,4.0
תפ_39308-05-15,תפ_45433-09-17,drugs,cocite,12.0,6.0
תפ_52785-01-20,תפ_7800-05-21,drugs,cocite,14.0,12.0
תפ_26032-04-14,תפ_46735-02-20,drugs,cocite,6.0,14.0
תפ_429-03-17,תפ_46173-08-15,drugs,cocite,24.0,30.0
תפ_41783-12-17,תפ_43875-08-17,drugs,cocite,9.0,8.0
תפ_327-04-17,תפ_49625-04-17,drugs,cocite,20.0,34.0
תפ_24689-03-15,תפ_41189-09-15,drugs,cocite,1.0,8.0
תפ_21678-03-18,תפ_31602-06-20,drugs,2hop,12.0,21.0
תפ_34974-01-12,תפ_40055-03-18,drugs,cocite,9.0,12.0
תפ_19827-06-15,תפ_31628-07-15,drugs,cocite,4.0,6.0
תפ_15927-07-23,תפ_6659-02-21,drugs,cocite,1.0,6.0
תפ_60914-01-14,תפ_7154-12-16,drugs,cocite,12.0,22.0
תפ_2548-02-19,תפ_31837-04-21,drugs,cocite,4.0,0.0
תפ_50031-07-23,תפ_68319-11-22,weapon,1hop,2.0,0.0
תפ_21162-10-19,תפ_43983-05-19,drugs,cocite,6.0,6.0
תפ_66982-09-16,תפ_7154-12-16,drugs,cocite,9.0,25.0
תפ_40567-08-16,תפ_44279-06-21,drugs,cocite,0.0,4.0
תפ_3867-05-14,תפ_65292-07-23,drugs,cocite,0.0,4.0
תפ_3867-05-14,תפ_5391-02-20,drugs,cocite,15.0,36.0
תפ_10108-11-21,תפ_48152-02-20,drugs,cocite,0.0,0.0
תפ_5775-02-18,תפ_73367-01-19,drugs,cocite,24.0,42.0
תפ_27593-03-13,תפ_39019-05-15,drugs,cocite,9.0,18.0
תפ_13935-05-24,תפ_43084-09-20,drugs,cocite,12.0,24.0
תפ_1108-05-15,תפ_26685-11-18,drugs,cocite,18.0,32.0
תפ_10182-01-24,תפ_11443-11-22,weapon,cocite,36.0,72.0
תפ_26792-04-16,תפ_34053-04-18,drugs,cocite,28.0,46.0
תפ_54072-05-16,תפ_54176-01-13,drugs,cocite,24.0,36.0
תפ_27475-05-21,תפ_44336-03-19,drugs,cocite,30.0,30.0
תפ_20538-12-22,תפ_31579-08-23,drugs,"1hop,cocite",5.0,7.0
תפ_60914-01-14,תפ_63696-02-18,drugs,cocite,8.0,12.0
תפ_17021-03-13,תפ_39568-06-21,drugs,cocite,0.0,4.0
תפ_44336-03-19,תפ_47874-04-19,drugs,cocite,24.0,18.0
תפ_19830-10-20,תפ_54179-09-14,drugs,2hop,0.0,6.0
תפ_21162-10-19,תפ_7154-12-16,drugs,cocite,12.0,18.0
תפ_39214-12-15,תפ_9380-03-21,drugs,cocite,8.0,10.0
תפ_23774-03-17,תפ_54340-08-19,drugs,cocite,1.0,4.0
תפ_18163-03-15,תפ_39936-04-12,drugs,cocite,0.0,4.0
תפ_58966-01-18,תפ_65386-09-19,drugs,2hop,30.0,50.0
תפ_22588-03-22,תפ_3548-09-24,weapon,"2hop,cocite",7.0,10.0
תפ_29731-05-21,תפ_5726-02-16,drugs,cocite,4.0,12.0
תפ_3867-05-14,תפ_62573-05-18,drugs,cocite,8.0,6.0
תפ_16690-05-19,תפ_51938-04-21,drugs,2hop,3.0,12.0
תפ_24278-11-22,תפ_46967-02-21,drugs,cocite,26.0,30.0
תפ_21280-11-18,תפ_59117-03-21,drugs,cocite,4.0,6.0
תפ_58167-11-10,תפ_60394-12-12,drugs,cocite,9.0,9.0
עפ_6029-03,תפ_13718-09-16,drugs,2hop,38.0,64.0
תפ_26792-04-16,תפ_66306-03-19,drugs,cocite,26.0,36.0
תפ_24154-01-12,תפ_26792-04-16,drugs,cocite,0.0,12.0
תפ_11592-05-19,תפ_16958-01-14,drugs,2hop,0.0,0.0
תפ_13373-10-23,תפ_27683-01-21,drugs,cocite,24.0,34.0
תפ_15927-07-23,תפ_50860-02-20,drugs,cocite,16.0,16.0
תפ_38149-09-17,תפ_54472-09-22,drugs,cocite,1.0,3.0
תפ_13373-10-23,תפ_21605-07-13,drugs,cocite,18.0,30.0
תפ_40239-09-17,תפ_48479-07-22,drugs,cocite,28.0,60.0
תפ_33475-10-17,תפ_58237-07-21,drugs,cocite,2.0,6.0
תפ_2599-09-17,תפ_7154-12-16,drugs,cocite,24.0,54.0
תפ_16389-10-13,תפ_36422-07-13,drugs,cocite,18.0,43.0
תפ_29520-01-21,תפ_39491-09-17,drugs,cocite,0.0,6.0
תפ_429-03-17,תפ_7027-07-19,drugs,cocite,6.0,2.0
תפ_23443-04-21,תפ_3867-05-14,drugs,cocite,7.0,12.0
תפ_37764-03-21,תפ_4911-12-16,drugs,cocite,23.0,40.0
תפ_42879-09-21,תפ_45433-09-17,drugs,cocite,17.0,12.0
תפ_39936-04-12,תפ_9380-03-21,drugs,cocite,1.0,8.0
תפ_13935-05-24,תפ_40055-03-18,drugs,cocite,3.0,6.0
תפ_42956-04-22,תפ_63696-02-18,drugs,cocite,12.0,22.0
תפ_327-04-17,תפ_59117-03-21,drugs,cocite,2.0,2.0
תפ_23533-01-24,תפ_33772-09-24,weapon,"1hop,cocite",0.0,0.0
תפ_10150-06-13,תפ_16540-08-21,drugs,cocite,48.0,69.0
תפ_26357-10-15,תפ_4730-11-21,drugs,cocite,9.0,18.0
תפ_11267-01-18,תפ_21056-10-19,drugs,2hop,0.0,6.0
תפ_26620-12-16,תפ_57341-02-23,drugs,cocite,12.0,24.0
תפ_12699-03-18,תפ_59971-01-17,drugs,cocite,6.0,0.0
תפ_18218-11-19,תפ_27864-06-19,drugs,cocite,36.0,42.0
תפ_21806-01-19,תפ_50607-03-19,drugs,cocite,9.0,18.0
תפ_23454-02-17,תפ_36422-07-13,drugs,cocite,24.0,45.0
תפ_17415-10-21,תפ_27295-12-17,drugs,cocite,3.0,6.0
תפ_44279-06-21,תפ_58237-07-21,drugs,cocite,1.0,2.0
תפ_30538-02-19,תפ_64232-11-22,drugs,cocite,17.0,11.0
תפ_12480-04-16,תפ_74569-05-24,weapon,cocite,32.0,25.0
תפ_43525-01-21,תפ_52417-01-13,drugs,cocite,4.0,6.0
תפ_26620-12-16,תפ_49055-02-18,drugs,cocite,22.0,42.0
תפ_47874-04-19,תפ_5911-11-16,drugs,cocite,6.0,18.0
תפ_15091-06-21,תפ_2482-05-20,drugs,cocite,0.0,6.0
תפ_24154-01-12,תפ_33024-01-18,drugs,cocite,12.0,24.0
תפ_5496-11-20,תפ_6681-09-21,drugs,cocite,31.0,57.0
תפ_33439-01-21,תפ_40055-03-18,drugs,cocite,5.0,10.0
תפ_11370-07-16,תפ_52882-04-15,drugs,cocite,14.0,40.0
תפ_22679-09-16,תפ_62573-05-18,drugs,cocite,65.0,90.0
תפ_42879-09-21,תפ_46735-02-20,drugs,cocite,11.0,18.0
תפ_33666-05-15,תפ_59009-05-21,drugs,cocite,27.0,36.0
תפ_15842-11-20,תפ_34027-04-18,weapon,"2hop,cocite",24.0,36.0
תפ_16389-10-13,תפ_49625-04-17,drugs,cocite,24.0,48.0
תפ_2599-09-17,תפ_40239-09-17,drugs,cocite,6.0,12.0
תפ_25835-05-18,תפ_42974-11-12,drugs,cocite,0.0,0.0
תפ_10150-06-13,תפ_38176-10-14,drugs,cocite,36.0,57.0
תפ_27683-01-21,תפ_46173-08-15,drugs,cocite,6.0,4.0
תפ_30003-03-22,תפ_46786-01-23,drugs,cocite,5.0,10.0
תפ_33658-01-18,תפ_5391-02-20,drugs,cocite,18.0,30.0
תפ_13373-10-23,תפ_4760-10-18,drugs,cocite,18.0,36.0
תפ_14998-08-16,תפ_16419-02-21,drugs,2hop,4.0,2.0
תפ_14553-12-23,תפ_50105-10-12,drugs,cocite,8.0,24.0
תפ_3548-09-24,תפ_50068-09-23,weapon,cocite,10.0,22.0
תפ_3618-03-23,תפ_6659-02-21,drugs,cocite,6.0,12.0
תפ_38531-11-18,תפ_63696-02-18,drugs,cocite,10.0,10.0
תפ_46896-11-15,תפ_7154-12-16,drugs,cocite,6.0,6.0
תפ_15927-07-23,תפ_31628-07-15,drugs,cocite,13.0,18.0
תפ_21339-07-21,תפ_42956-04-22,drugs,cocite,20.0,34.0
תפ_31628-07-15,תפ_34792-10-18,drugs,cocite,3.0,6.0
תפ_2599-09-17,תפ_47941-06-15,drugs,cocite,33.0,72.0
תפ_16389-10-13,תפ_40892-01-24,drugs,cocite,14.0,30.0
תפ_12699-03-18,תפ_48983-06-18,drugs,cocite,24.0,40.0
תפ_20414-08-12,תפ_39308-05-15,drugs,cocite,4.0,6.0
תפ_22679-09-16,תפ_43875-08-17,drugs,cocite,66.0,92.0
תפ_29520-01-21,תפ_52567-05-23,drugs,cocite,20.0,12.0
תפ_17021-03-13,תפ_49244-01-22,drugs,cocite,2.0,2.0
תפ_23408-05-15,תפ_39308-05-15,drugs,cocite,12.0,16.0
תפ_45644-11-22,תפ_47304-02-18,drugs,cocite,4.0,6.0
תפ_12699-03-18,תפ_55496-07-13,drugs,cocite,21.0,33.0
תפ_46786-01-23,תפ_64232-11-22,drugs,cocite,10.0,15.0
תפ_10150-06-13,תפ_43983-05-19,drugs,cocite,18.0,27.0
תפ_22981-12-22,תפ_56754-10-20,drugs,cocite,0.0,14.0
תפ_50716-11-19,תפ_53043-09-20,weapon,cocite,5.0,0.0
תפ_30433-06-22,תפ_31962-08-23,weapon,cocite,20.0,22.0
תפ_49034-02-19,תפ_5188-10-21,drugs,2hop,10.0,16.0
תפ_16209-03-13,תפ_39936-04-12,drugs,1hop,0.0,12.0
תפ_4001-11-12,תפ_66306-03-19,drugs,2hop,10.0,15.0
תפ_12761-11-15,תפ_29566-01-22,weapon,2hop,4.0,18.0
תפ_19965-05-12,תפ_24278-11-22,drugs,cocite,10.0,54.0
תפ_39424-11-22,תפ_41783-12-17,drugs,cocite,1.0,6.0
תפ_19965-05-12,תפ_41189-09-15,drugs,cocite,15.0,72.0
תפ_21605-07-13,תפ_5649-09-21,drugs,cocite,30.0,54.0
תפ_26620-12-16,תפ_3256-16,drugs,cocite,18.0,24.0
תפ_2275-06-17,תפ_34752-02-21,drugs,cocite,9.0,12.0
תפ_37850-05-17,תפ_59009-05-21,drugs,cocite,3.0,12.0
תפ_28107-06-20,תפ_43175-10-12,drugs,cocite,3.0,0.0
תפ_23282-05-17,תפ_27295-12-17,drugs,cocite,2.0,2.0
תפ_45644-11-22,תפ_58237-07-21,drugs,cocite,9.0,18.0
תפ_24514-09-15,תפ_3618-03-23,drugs,"2hop,cocite",9.0,12.0
תפ_1276-05-15,תפ_27864-06-19,drugs,"2hop,cocite",1.0,2.0
תפ_23443-04-21,תפ_45644-11-22,drugs,cocite,0.0,6.0
תפ_46735-02-20,תפ_67029-11-18,drugs,cocite,12.0,21.0
תפ_6153-02-21,תפ_74569-05-24,weapon,cocite,14.0,0.0
תפ_39936-04-12,תפ_53373-04-13,drugs,cocite,2.0,6.0
תפ_35074-05-17,תפ_48152-02-20,drugs,cocite,3.0,6.0
תפ_30538-02-19,תפ_73367-01-19,drugs,cocite,12.0,36.0
תפ_12699-03-18,תפ_23142-09-14,drugs,cocite,12.0,24.0
תפ_11134-01-19,תפ_27164-09-23,weapon,"2hop,cocite",15.0,24.0
תפ_33658-01-18,תפ_65884-10-13,drugs,cocite,12.0,36.0
תפ_26685-11-18,תפ_53373-04-13,drugs,cocite,8.0,10.0
תפ_34792-10-18,תפ_40055-03-18,drugs,cocite,15.0,24.0
תפ_35299-09-23,תפ_60914-01-14,drugs,cocite,14.0,20.0
תפ_47941-06-15,תפ_5911-11-16,drugs,cocite,3.0,0.0
תפ_37551-01-16,תפ_7154-12-16,drugs,cocite,12.0,30.0
תפ_53373-04-13,תפ_59602-07-15,drugs,cocite,8.0,6.0
תפ_12708-04-14,תפ_21384-01-23,drugs,cocite,0.0,2.0
תפ_14998-08-16,תפ_57409-11-18,drugs,1hop,2.0,2.0
תפ_31628-07-15,תפ_43525-01-21,drugs,cocite,7.0,18.0
תפ_10205-08-21,תפ_18300-11-18,weapon,cocite,2.0,16.0
תפ_31579-08-23,תפ_39491-09-17,drugs,cocite,2.0,7.0
